B73_Cluster	B73_Genes	PH207_Cluster	PH207_Genes
NA	Zm00001d013237	Cluster_0716	Zm00008a019363,Zm00008a019364
NA	Zm00001d013258	Cluster_0717	Zm00008a019387,Zm00008a019389
NA	Zm00001d013259	Cluster_0717	Zm00008a019387,Zm00008a019389
NA	Zm00001d013259	Cluster_0717	Zm00008a019387,Zm00008a019389
NA	Zm00001d013432	Cluster_0721	Zm00008a019536,Zm00008a019551
NA	Zm00001d013449	Cluster_0721	Zm00008a019536,Zm00008a019551
NA	Zm00001d013509	Cluster_0722	Zm00008a019600,Zm00008a019606
NA	Zm00001d013512	Cluster_0723	Zm00008a019605,Zm00008a019607
NA	Zm00001d013753	Cluster_0727	Zm00008a019813,Zm00008a019817
NA	Zm00001d013759	Cluster_0727	Zm00008a019813,Zm00008a019817
NA	Zm00001d013817	Cluster_0730	Zm00008a019857,Zm00008a019869
NA	Zm00001d013818	Cluster_0730	Zm00008a019857,Zm00008a019869
NA	Zm00001d013830	Cluster_0730	Zm00008a019857,Zm00008a019869
NA	Zm00001d014056	Cluster_0733	Zm00008a020035,Zm00008a020037,Zm00008a020048
NA	Zm00001d014062	Cluster_0733	Zm00008a020035,Zm00008a020037,Zm00008a020048
NA	Zm00001d014121	Cluster_0734	Zm00008a020093,Zm00008a020104,Zm00008a020105
NA	Zm00001d014258	Cluster_0736	Zm00008a020197,Zm00008a020198
NA	Zm00001d014317	Cluster_0737	Zm00008a020238,Zm00008a020239
NA	Zm00001d014931	Cluster_0755	Zm00008a020699,Zm00008a020700
NA	Zm00001d014932	Cluster_0755	Zm00008a020699,Zm00008a020700
NA	Zm00001d014972	Cluster_0759	Zm00008a020735,Zm00008a020738
NA	Zm00001d014972	Cluster_0759	Zm00008a020735,Zm00008a020738
NA	Zm00001d014974	Cluster_0759	Zm00008a020735,Zm00008a020738
NA	Zm00001d015044	Cluster_0760	Zm00008a020785,Zm00008a020789
NA	Zm00001d015050	Cluster_0761	Zm00008a020790,Zm00008a020802
NA	Zm00001d015058	Cluster_0761	Zm00008a020790,Zm00008a020802
NA	Zm00001d015058	Cluster_0761	Zm00008a020790,Zm00008a020802
NA	Zm00001d015884	Cluster_0778	Zm00008a021354,Zm00008a021359
NA	Zm00001d015891	Cluster_0778	Zm00008a021354,Zm00008a021359
NA	Zm00001d016000	Cluster_0781	Zm00008a021436,Zm00008a021437
NA	Zm00001d016000	Cluster_0781	Zm00008a021436,Zm00008a021437
NA	Zm00001d016026	Cluster_0782	Zm00008a021455,Zm00008a021456,Zm00008a021464,Zm00008a021476,Zm00008a021477,Zm00008a021479
NA	Zm00001d016104	Cluster_0784	Zm00008a021520,Zm00008a021538,Zm00008a021539,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543,Zm00008a021546
NA	Zm00001d016193	Cluster_0786	Zm00008a021579,Zm00008a021580
NA	Zm00001d016197	Cluster_0787	Zm00008a021582,Zm00008a021615
NA	Zm00001d016242	Cluster_0787	Zm00008a021582,Zm00008a021615
NA	Zm00001d016221	Cluster_0789	Zm00008a021598,Zm00008a021599
NA	Zm00001d016419	Cluster_0796	Zm00008a021723,Zm00008a021724,Zm00008a021726,Zm00008a021727,Zm00008a021728,Zm00008a021729,Zm00008a021730,Zm00008a021731,Zm00008a021734,Zm00008a021735,Zm00008a021737,Zm00008a021740,Zm00008a021741,Zm00008a021742,Zm00008a021743,Zm00008a021745,Zm00008a021746
NA	Zm00001d016432	Cluster_0796	Zm00008a021723,Zm00008a021724,Zm00008a021726,Zm00008a021727,Zm00008a021728,Zm00008a021729,Zm00008a021730,Zm00008a021731,Zm00008a021734,Zm00008a021735,Zm00008a021737,Zm00008a021740,Zm00008a021741,Zm00008a021742,Zm00008a021743,Zm00008a021745,Zm00008a021746
NA	Zm00001d016564	Cluster_0799	Zm00008a021840,Zm00008a021841
NA	Zm00001d016565	Cluster_0799	Zm00008a021840,Zm00008a021841
NA	Zm00001d016837	Cluster_0803	Zm00008a022036,Zm00008a022040
NA	Zm00001d016840	Cluster_0803	Zm00008a022036,Zm00008a022040
NA	Zm00001d016863	Cluster_0805	Zm00008a022063,Zm00008a022078
NA	Zm00001d016878	Cluster_0805	Zm00008a022063,Zm00008a022078
NA	Zm00001d016896	Cluster_0807	Zm00008a022089,Zm00008a022102
NA	Zm00001d016910	Cluster_0807	Zm00008a022089,Zm00008a022102
NA	Zm00001d016919	Cluster_0808	Zm00008a022108,Zm00008a022110
NA	Zm00001d016922	Cluster_0808	Zm00008a022108,Zm00008a022110
NA	Zm00001d017333	Cluster_0817	Zm00008a022409,Zm00008a022411
NA	Zm00001d017338	Cluster_0818	Zm00008a022413,Zm00008a022414,Zm00008a022416
NA	Zm00001d017461	Cluster_0821	Zm00008a022505,Zm00008a022506,Zm00008a022508,Zm00008a022520,Zm00008a022521,Zm00008a022525
NA	Zm00001d017473	Cluster_0822	Zm00008a022516,Zm00008a022517
NA	Zm00001d017474	Cluster_0822	Zm00008a022516,Zm00008a022517
NA	Zm00001d017505	Cluster_0824	Zm00008a022545,Zm00008a022546
NA	Zm00001d017507	Cluster_0824	Zm00008a022545,Zm00008a022546
NA	Zm00001d017855	Cluster_0835	Zm00008a022832,Zm00008a022833
NA	Zm00001d017918	Cluster_0837	Zm00008a022898,Zm00008a022899,Zm00008a022900
NA	Zm00001d017919	Cluster_0837	Zm00008a022898,Zm00008a022899,Zm00008a022900
NA	Zm00001d018009	Cluster_0839	Zm00008a022956,Zm00008a022958
NA	Zm00001d018009	Cluster_0839	Zm00008a022956,Zm00008a022958
NA	Zm00001d018014	Cluster_0839	Zm00008a022956,Zm00008a022958
NA	Zm00001d018051	Cluster_0840	Zm00008a022992,Zm00008a022993
NA	Zm00001d018270	Cluster_0847	Zm00008a023166,Zm00008a023168
NA	Zm00001d034973	Cluster_0851	Zm00008a023425,Zm00008a023426
NA	Zm00001d034986	Cluster_0852	Zm00008a023432,Zm00008a023435
NA	Zm00001d035013	Cluster_0852	Zm00008a023432,Zm00008a023435
NA	Zm00001d035165	Cluster_0859	Zm00008a023571,Zm00008a023575,Zm00008a023576,Zm00008a023579,Zm00008a023580
NA	Zm00001d035159	Cluster_0860	Zm00008a023572,Zm00008a023573
NA	Zm00001d035159	Cluster_0860	Zm00008a023572,Zm00008a023573
NA	Zm00001d035274	Cluster_0864	Zm00008a023673,Zm00008a023675
NA	Zm00001d035474	Cluster_0867	Zm00008a023784,Zm00008a023796
NA	Zm00001d035501	Cluster_0867	Zm00008a023784,Zm00008a023796
NA	Zm00001d035589	Cluster_0870	Zm00008a023862,Zm00008a023864
NA	Zm00001d035589	Cluster_0870	Zm00008a023862,Zm00008a023864
NA	Zm00001d035777	Cluster_0881	Zm00008a024007,Zm00008a024008
NA	Zm00001d035777	Cluster_0881	Zm00008a024007,Zm00008a024008
NA	Zm00001d036144	Cluster_0886	Zm00008a024241,Zm00008a024242
NA	Zm00001d036234	Cluster_0889	Zm00008a024289,Zm00008a024296
NA	Zm00001d036256	Cluster_0891	Zm00008a024322,Zm00008a024325
NA	Zm00001d036256	Cluster_0891	Zm00008a024322,Zm00008a024325
NA	Zm00001d036551	Cluster_0897	Zm00008a024530,Zm00008a024531
NA	Zm00001d036900	Cluster_0907	Zm00008a024794,Zm00008a024802
NA	Zm00001d037126	Cluster_0912	Zm00008a024940,Zm00008a024941,Zm00008a024942
NA	Zm00001d037315	Cluster_0917	Zm00008a025115,Zm00008a025116
NA	Zm00001d037388	Cluster_0919	Zm00008a025171,Zm00008a025174
NA	Zm00001d037400	Cluster_0921	Zm00008a025181,Zm00008a025189,Zm00008a025191
NA	Zm00001d037708	Cluster_0930	Zm00008a025410,Zm00008a025423
NA	Zm00001d037721	Cluster_0930	Zm00008a025410,Zm00008a025423
NA	Zm00001d037768	Cluster_0933	Zm00008a025469,Zm00008a025470
NA	Zm00001d037769	Cluster_0933	Zm00008a025469,Zm00008a025470
NA	Zm00001d037789	Cluster_0934	Zm00008a025490,Zm00008a025492
NA	Zm00001d037905	Cluster_0936	Zm00008a025559,Zm00008a025560,Zm00008a025561,Zm00008a025565,Zm00008a025577
NA	Zm00001d037892	Cluster_0937	Zm00008a025569,Zm00008a025570
NA	Zm00001d037894	Cluster_0937	Zm00008a025569,Zm00008a025570
NA	Zm00001d038189	Cluster_0945	Zm00008a025794,Zm00008a025795,Zm00008a025796,Zm00008a025797,Zm00008a025799
NA	Zm00001d038199	Cluster_0946	Zm00008a025811,Zm00008a025817
NA	Zm00001d038205	Cluster_0946	Zm00008a025811,Zm00008a025817
NA	Zm00001d038207	Cluster_0947	Zm00008a025820,Zm00008a025830
NA	Zm00001d038221	Cluster_0947	Zm00008a025820,Zm00008a025830
NA	Zm00001d038270	Cluster_0948	Zm00008a025855,Zm00008a025868
NA	Zm00001d038288	Cluster_0948	Zm00008a025855,Zm00008a025868
NA	Zm00001d038285	Cluster_0950	Zm00008a025866,Zm00008a025867
NA	Zm00001d038484	Cluster_0955	Zm00008a026025,Zm00008a026031
NA	Zm00001d038485	Cluster_0956	Zm00008a026026,Zm00008a026030
NA	Zm00001d038487	Cluster_0956	Zm00008a026026,Zm00008a026030
NA	Zm00001d038488	Cluster_0956	Zm00008a026026,Zm00008a026030
NA	Zm00001d038494	Cluster_0957	Zm00008a026035,Zm00008a026043
NA	Zm00001d038494	Cluster_0957	Zm00008a026035,Zm00008a026043
NA	Zm00001d038503	Cluster_0957	Zm00008a026035,Zm00008a026043
NA	Zm00001d038504	Cluster_0957	Zm00008a026035,Zm00008a026043
NA	Zm00001d038754	Cluster_0963	Zm00008a026230,Zm00008a026231
NA	Zm00001d038755	Cluster_0963	Zm00008a026230,Zm00008a026231
NA	Zm00001d038766	Cluster_0965	Zm00008a026241,Zm00008a026242
NA	Zm00001d039078	Cluster_0971	Zm00008a026495,Zm00008a026509
NA	Zm00001d039079	Cluster_0971	Zm00008a026495,Zm00008a026509
NA	Zm00001d039096	Cluster_0971	Zm00008a026495,Zm00008a026509
NA	Zm00001d018653	Cluster_0980	Zm00008a026666,Zm00008a026668,Zm00008a026669,Zm00008a026670
NA	Zm00001d018674	Cluster_0981	Zm00008a026688,Zm00008a026707,Zm00008a026721,Zm00008a026728
NA	Zm00001d018714	Cluster_0981	Zm00008a026688,Zm00008a026707,Zm00008a026721,Zm00008a026728
NA	Zm00001d018716	Cluster_0985	Zm00008a026718,Zm00008a026719,Zm00008a026730
NA	Zm00001d018732	Cluster_0986	Zm00008a026740,Zm00008a026741
NA	Zm00001d018940	Cluster_0994	Zm00008a026920,Zm00008a026921
NA	Zm00001d019138	Cluster_1003	Zm00008a027064,Zm00008a027065,Zm00008a027066,Zm00008a027067
NA	Zm00001d019227	Cluster_1005	Zm00008a027129,Zm00008a027130
NA	Zm00001d019228	Cluster_1005	Zm00008a027129,Zm00008a027130
NA	Zm00001d019228	Cluster_1005	Zm00008a027129,Zm00008a027130
NA	Zm00001d019243	Cluster_1007	Zm00008a027143,Zm00008a027144
NA	Zm00001d019599	Cluster_1022	Zm00008a027412,Zm00008a027413
NA	Zm00001d019599	Cluster_1022	Zm00008a027412,Zm00008a027413
NA	Zm00001d019674	Cluster_1023	Zm00008a027451,Zm00008a027452
NA	Zm00001d020172	Cluster_1030	Zm00008a027780,Zm00008a027791,Zm00008a027800,Zm00008a027802
NA	Zm00001d020184	Cluster_1031	Zm00008a027801,Zm00008a027803
NA	Zm00001d020308	Cluster_1040	Zm00008a027902,Zm00008a027903
NA	Zm00001d020402	Cluster_1041	Zm00008a027973,Zm00008a027974,Zm00008a027975
NA	Zm00001d020543	Cluster_1050	Zm00008a028110,Zm00008a028112,Zm00008a028113
NA	Zm00001d020664	Cluster_1055	Zm00008a028204,Zm00008a028205
NA	Zm00001d020665	Cluster_1055	Zm00008a028204,Zm00008a028205
NA	Zm00001d020666	Cluster_1055	Zm00008a028204,Zm00008a028205
NA	Zm00001d020666	Cluster_1055	Zm00008a028204,Zm00008a028205
NA	Zm00001d020743	Cluster_1059	Zm00008a028281,Zm00008a028288,Zm00008a028289,Zm00008a028290,Zm00008a028291,Zm00008a028292,Zm00008a028293,Zm00008a028294,Zm00008a028295
NA	Zm00001d020797	Cluster_1061	Zm00008a028334,Zm00008a028341
NA	Zm00001d020808	Cluster_1061	Zm00008a028334,Zm00008a028341
NA	Zm00001d020960	Cluster_1063	Zm00008a028444,Zm00008a028445,Zm00008a028446,Zm00008a028447
NA	Zm00001d021021	Cluster_1065	Zm00008a028534,Zm00008a028536
NA	Zm00001d021249	Cluster_1068	Zm00008a028633,Zm00008a028634
NA	Zm00001d021453	Cluster_1071	Zm00008a028807,Zm00008a028809
NA	Zm00001d021724	Cluster_1082	Zm00008a029049,Zm00008a029061,Zm00008a029063
NA	Zm00001d021763	Cluster_1088	Zm00008a029081,Zm00008a029092
NA	Zm00001d021784	Cluster_1088	Zm00008a029081,Zm00008a029092
NA	Zm00001d021895	Cluster_1090	Zm00008a029173,Zm00008a029174,Zm00008a029175
NA	Zm00001d022002	Cluster_1092	Zm00008a029241,Zm00008a029248
NA	Zm00001d022162	Cluster_1099	Zm00008a029363,Zm00008a029378
NA	Zm00001d022180	Cluster_1100	Zm00008a029392,Zm00008a029393
NA	Zm00001d022517	Cluster_1106	Zm00008a029651,Zm00008a029656
NA	Zm00001d022516	Cluster_1107	Zm00008a029653,Zm00008a029655
NA	Zm00001d008187	Cluster_1108	Zm00008a029782,Zm00008a029783
NA	Zm00001d008539	Cluster_1116	Zm00008a030038,Zm00008a030039
NA	Zm00001d008540	Cluster_1116	Zm00008a030038,Zm00008a030039
NA	Zm00001d008586	Cluster_1117	Zm00008a030065,Zm00008a030069
NA	Zm00001d008984	Cluster_1125	Zm00008a030363,Zm00008a030364,Zm00008a030366,Zm00008a030367
NA	Zm00001d009116	Cluster_1127	Zm00008a030459,Zm00008a030460
NA	Zm00001d009118	Cluster_1127	Zm00008a030459,Zm00008a030460
NA	Zm00001d009158	Cluster_1129	Zm00008a030489,Zm00008a030490
NA	Zm00001d009158	Cluster_1129	Zm00008a030489,Zm00008a030490
NA	Zm00001d009165	Cluster_1130	Zm00008a030498,Zm00008a030499
NA	Zm00001d009731	Cluster_1137	Zm00008a030895,Zm00008a030899
NA	Zm00001d009886	Cluster_1143	Zm00008a031000,Zm00008a031001,Zm00008a031017
NA	Zm00001d009883	Cluster_1144	Zm00008a031014,Zm00008a031015
NA	Zm00001d010119	Cluster_1148	Zm00008a031179,Zm00008a031182,Zm00008a031183,Zm00008a031195
NA	Zm00001d010146	Cluster_1150	Zm00008a031223,Zm00008a031227
NA	Zm00001d010146	Cluster_1150	Zm00008a031223,Zm00008a031227
NA	Zm00001d010149	Cluster_1150	Zm00008a031223,Zm00008a031227
NA	Zm00001d010440	Cluster_1155	Zm00008a031409,Zm00008a031410
NA	Zm00001d000339	Cluster_1159	Zm00008a031588,Zm00008a031589
NA	Zm00001d010676	Cluster_1159	Zm00008a031588,Zm00008a031589
NA	Zm00001d010676	Cluster_1159	Zm00008a031588,Zm00008a031589
NA	Zm00001d010684	Cluster_1160	Zm00008a031594,Zm00008a031595
NA	Zm00001d010899	Cluster_1163	Zm00008a031752,Zm00008a031753
NA	Zm00001d010901	Cluster_1163	Zm00008a031752,Zm00008a031753
NA	Zm00001d010945	Cluster_1165	Zm00008a031786,Zm00008a031799,Zm00008a031809
NA	Zm00001d010961	Cluster_1165	Zm00008a031786,Zm00008a031799,Zm00008a031809
NA	Zm00001d010971	Cluster_1165	Zm00008a031786,Zm00008a031799,Zm00008a031809
NA	Zm00001d010969	Cluster_1166	Zm00008a031805,Zm00008a031819
NA	Zm00001d010982	Cluster_1166	Zm00008a031805,Zm00008a031819
NA	Zm00001d011083	Cluster_1168	Zm00008a031883,Zm00008a031889
NA	Zm00001d011088	Cluster_1168	Zm00008a031883,Zm00008a031889
NA	Zm00001d011433	Cluster_1172	Zm00008a032148,Zm00008a032158
NA	Zm00001d011450	Cluster_1172	Zm00008a032148,Zm00008a032158
NA	Zm00001d011507	Cluster_1173	Zm00008a032203,Zm00008a032209
NA	Zm00001d011825	Cluster_1182	Zm00008a032462,Zm00008a032463
NA	Zm00001d011826	Cluster_1182	Zm00008a032462,Zm00008a032463
NA	Zm00001d011845	Cluster_1183	Zm00008a032484,Zm00008a032485
NA	Zm00001d011846	Cluster_1183	Zm00008a032484,Zm00008a032485
NA	Zm00001d012024	Cluster_1190	Zm00008a032623,Zm00008a032624,Zm00008a032625,Zm00008a032626,Zm00008a032627
NA	Zm00001d012042	Cluster_1191	Zm00008a032647,Zm00008a032649
NA	Zm00001d012044	Cluster_1191	Zm00008a032647,Zm00008a032649
NA	Zm00001d012088	Cluster_1193	Zm00008a032682,Zm00008a032683
NA	Zm00001d012090	Cluster_1193	Zm00008a032682,Zm00008a032683
NA	Zm00001d012333	Cluster_1198	Zm00008a032862,Zm00008a032863
NA	Zm00001d012335	Cluster_1198	Zm00008a032862,Zm00008a032863
NA	Zm00001d012369	Cluster_1200	Zm00008a032889,Zm00008a032890
NA	Zm00001d012441	Cluster_1202	Zm00008a032957,Zm00008a032960
NA	Zm00001d012445	Cluster_1202	Zm00008a032957,Zm00008a032960
NA	Zm00001d012600	Cluster_1205	Zm00008a033094,Zm00008a033113,Zm00008a033123
NA	Zm00001d012625	Cluster_1205	Zm00008a033094,Zm00008a033113,Zm00008a033123
NA	Zm00001d012636	Cluster_1205	Zm00008a033094,Zm00008a033113,Zm00008a033123
NA	Zm00001d012781	Cluster_1207	Zm00008a033243,Zm00008a033244,Zm00008a033247,Zm00008a033250
NA	Zm00001d012787	Cluster_1207	Zm00008a033243,Zm00008a033244,Zm00008a033247,Zm00008a033250
NA	Zm00001d045107	Cluster_1217	Zm00008a033539,Zm00008a033540
NA	Zm00001d045108	Cluster_1217	Zm00008a033539,Zm00008a033540
NA	Zm00001d045184	Cluster_1220	Zm00008a033607,Zm00008a033610
NA	Zm00001d045185	Cluster_1220	Zm00008a033607,Zm00008a033610
NA	Zm00001d045190	Cluster_1220	Zm00008a033607,Zm00008a033610
NA	Zm00001d045191	Cluster_1222	Zm00008a033613,Zm00008a033623
NA	Zm00001d045202	Cluster_1222	Zm00008a033613,Zm00008a033623
NA	Zm00001d045254	Cluster_1226	Zm00008a033659,Zm00008a033660
NA	Zm00001d045269	Cluster_1227	Zm00008a033671,Zm00008a033677
NA	Zm00001d045269	Cluster_1227	Zm00008a033671,Zm00008a033677
NA	Zm00001d045279	Cluster_1227	Zm00008a033671,Zm00008a033677
NA	Zm00001d045297	Cluster_1229	Zm00008a033685,Zm00008a033686,Zm00008a033687
NA	Zm00001d045528	Cluster_1239	Zm00008a033899,Zm00008a033900
NA	Zm00001d045529	Cluster_1239	Zm00008a033899,Zm00008a033900
NA	Zm00001d045572	Cluster_1240	Zm00008a033934,Zm00008a033939,Zm00008a033943
NA	Zm00001d045573	Cluster_1241	Zm00008a033935,Zm00008a033936,Zm00008a033937,Zm00008a033938
NA	Zm00001d045574	Cluster_1241	Zm00008a033935,Zm00008a033936,Zm00008a033937,Zm00008a033938
NA	Zm00001d045574	Cluster_1241	Zm00008a033935,Zm00008a033936,Zm00008a033937,Zm00008a033938
NA	Zm00001d045575	Cluster_1241	Zm00008a033935,Zm00008a033936,Zm00008a033937,Zm00008a033938
NA	Zm00001d045792	Cluster_1246	Zm00008a034094,Zm00008a034095
NA	Zm00001d045972	Cluster_1250	Zm00008a034216,Zm00008a034228,Zm00008a034229
NA	Zm00001d046142	Cluster_1254	Zm00008a034324,Zm00008a034326,Zm00008a034327,Zm00008a034329,Zm00008a034333,Zm00008a034336,Zm00008a034337,Zm00008a034338
NA	Zm00001d046142	Cluster_1254	Zm00008a034324,Zm00008a034326,Zm00008a034327,Zm00008a034329,Zm00008a034333,Zm00008a034336,Zm00008a034337,Zm00008a034338
NA	Zm00001d046135	Cluster_1256	Zm00008a034347,Zm00008a034348
NA	Zm00001d046049	Cluster_1258	Zm00008a034390,Zm00008a034391
NA	Zm00001d046049	Cluster_1258	Zm00008a034390,Zm00008a034391
NA	Zm00001d046235	Cluster_1260	Zm00008a034414,Zm00008a034417
NA	Zm00001d046263	Cluster_1260	Zm00008a034414,Zm00008a034417
NA	Zm00001d046479	Cluster_1264	Zm00008a034553,Zm00008a034557,Zm00008a034568
NA	Zm00001d046939	Cluster_1279	Zm00008a034873,Zm00008a034884
NA	Zm00001d047169	Cluster_1286	Zm00008a035082,Zm00008a035083,Zm00008a035084
NA	Zm00001d047170	Cluster_1286	Zm00008a035082,Zm00008a035083,Zm00008a035084
NA	Zm00001d047170	Cluster_1286	Zm00008a035082,Zm00008a035083,Zm00008a035084
NA	Zm00001d047492	Cluster_1294	Zm00008a035342,Zm00008a035343
NA	Zm00001d047774	Cluster_1300	Zm00008a035571,Zm00008a035587
NA	Zm00001d047797	Cluster_1300	Zm00008a035571,Zm00008a035587
NA	Zm00001d047975	Cluster_1304	Zm00008a035736,Zm00008a035737
NA	Zm00001d047975	Cluster_1304	Zm00008a035736,Zm00008a035737
NA	Zm00001d048032	Cluster_1306	Zm00008a035790,Zm00008a035791
NA	Zm00001d048098	Cluster_1308	Zm00008a035847,Zm00008a035854,Zm00008a035855
NA	Zm00001d048101	Cluster_1308	Zm00008a035847,Zm00008a035854,Zm00008a035855
NA	Zm00001d048183	Cluster_1311	Zm00008a035924,Zm00008a035925
NA	Zm00001d048185	Cluster_1311	Zm00008a035924,Zm00008a035925
NA	Zm00001d048247	Cluster_1314	Zm00008a035977,Zm00008a035984
NA	Zm00001d048478	Cluster_1319	Zm00008a036172,Zm00008a036173
NA	Zm00001d048479	Cluster_1319	Zm00008a036172,Zm00008a036173
NA	Zm00001d023311	Cluster_1328	Zm00008a036368,Zm00008a036370
NA	Zm00001d023316	Cluster_1330	Zm00008a036375,Zm00008a036377
NA	Zm00001d023341	Cluster_1332	Zm00008a036384,Zm00008a036394
NA	Zm00001d023439	Cluster_1341	Zm00008a036458,Zm00008a036469
NA	Zm00001d023451	Cluster_1341	Zm00008a036458,Zm00008a036469
NA	Zm00001d023525	Cluster_1346	Zm00008a036506,Zm00008a036513
NA	Zm00001d023511	Cluster_1347	Zm00008a036507,Zm00008a036514
NA	Zm00001d023524	Cluster_1347	Zm00008a036507,Zm00008a036514
NA	Zm00001d023525	Cluster_1347	Zm00008a036507,Zm00008a036514
NA	Zm00001d023525	Cluster_1347	Zm00008a036507,Zm00008a036514
NA	Zm00001d023540	Cluster_1348	Zm00008a036531,Zm00008a036532
NA	Zm00001d023587	Cluster_1351	Zm00008a036571,Zm00008a036587
NA	Zm00001d023588	Cluster_1351	Zm00008a036571,Zm00008a036587
NA	Zm00001d023608	Cluster_1351	Zm00008a036571,Zm00008a036587
NA	Zm00001d023611	Cluster_1351	Zm00008a036571,Zm00008a036587
NA	Zm00001d023632	Cluster_1353	Zm00008a036592,Zm00008a036602
NA	Zm00001d023669	Cluster_1354	Zm00008a036626,Zm00008a036627
NA	Zm00001d023671	Cluster_1354	Zm00008a036626,Zm00008a036627
NA	Zm00001d023836	Cluster_1359	Zm00008a036757,Zm00008a036773
NA	Zm00001d023863	Cluster_1359	Zm00008a036757,Zm00008a036773
NA	Zm00001d023907	Cluster_1361	Zm00008a036803,Zm00008a036805
NA	Zm00001d023994	Cluster_1363	Zm00008a036863,Zm00008a036866
NA	Zm00001d024000	Cluster_1363	Zm00008a036863,Zm00008a036866
NA	Zm00001d024157	Cluster_1365	Zm00008a036968,Zm00008a036973
NA	Zm00001d024157	Cluster_1365	Zm00008a036968,Zm00008a036973
NA	Zm00001d024164	Cluster_1365	Zm00008a036968,Zm00008a036973
NA	Zm00001d024164	Cluster_1365	Zm00008a036968,Zm00008a036973
NA	Zm00001d024234	Cluster_1366	Zm00008a037010,Zm00008a037011,Zm00008a037013,Zm00008a037016,Zm00008a037029
NA	Zm00001d024397	Cluster_1372	Zm00008a037162,Zm00008a037163
NA	Zm00001d024397	Cluster_1372	Zm00008a037162,Zm00008a037163
NA	Zm00001d024924	Cluster_1385	Zm00008a037546,Zm00008a037548,Zm00008a037550
NA	Zm00001d024939	Cluster_1387	Zm00008a037566,Zm00008a037567
NA	Zm00001d024939	Cluster_1387	Zm00008a037566,Zm00008a037567
NA	Zm00001d024990	Cluster_1391	Zm00008a037598,Zm00008a037599
NA	Zm00001d025154	Cluster_1394	Zm00008a037730,Zm00008a037732
NA	Zm00001d025200	Cluster_1396	Zm00008a037759,Zm00008a037760
NA	Zm00001d025446	Cluster_1400	Zm00008a037928,Zm00008a037943,Zm00008a037945
NA	Zm00001d025463	Cluster_1400	Zm00008a037928,Zm00008a037943,Zm00008a037945
NA	Zm00001d025468	Cluster_1400	Zm00008a037928,Zm00008a037943,Zm00008a037945
NA	Zm00001d025559	Cluster_1403	Zm00008a038000,Zm00008a038001,Zm00008a038004,Zm00008a038009,Zm00008a038010
NA	Zm00001d026164	Cluster_1417	Zm00008a038486,Zm00008a038487
NA	Zm00001d026303	Cluster_1423	Zm00008a038607,Zm00008a038610
NA	Zm00001d026306	Cluster_1423	Zm00008a038607,Zm00008a038610
Cluster_0000	Zm00001d000006,Zm00001d000008,Zm00001d000012,Zm00001d000017,Zm00001d000018	Cluster_1367	Zm00008a037037,Zm00008a037039,Zm00008a037041,Zm00008a037043
Cluster_0001	Zm00001d000016,Zm00001d000020	NA	Zm00008a037036
Cluster_0003	Zm00001d000195,Zm00001d000196	Cluster_0940	Zm00008a025621,Zm00008a025622
Cluster_0009	Zm00001d001817,Zm00001d001818	NA	Zm00008a005930
Cluster_0009	Zm00001d001817,Zm00001d001818	NA	Zm00008a005930
Cluster_0010	Zm00001d001833,Zm00001d001835	NA	Zm00008a005944
Cluster_0011	Zm00001d001885,Zm00001d001887	NA	Zm00008a005981
Cluster_0011	Zm00001d001885,Zm00001d001887	NA	Zm00008a005981
Cluster_0012	Zm00001d001902,Zm00001d001903	Cluster_0239	Zm00008a005990,Zm00008a005991
Cluster_0012	Zm00001d001902,Zm00001d001903	Cluster_0239	Zm00008a005990,Zm00008a005991
Cluster_0013	Zm00001d001908,Zm00001d001909	NA	Zm00008a005994
Cluster_0013	Zm00001d001908,Zm00001d001909	NA	Zm00008a005994
Cluster_0014	Zm00001d001924,Zm00001d001927	NA	Zm00008a006007
Cluster_0014	Zm00001d001924,Zm00001d001927	Cluster_0241	Zm00008a006005,Zm00008a006008
Cluster_0015	Zm00001d001941,Zm00001d001943,Zm00001d001944	NA	Zm00008a006026
Cluster_0015	Zm00001d001941,Zm00001d001943,Zm00001d001944	NA	Zm00008a006026
Cluster_0015	Zm00001d001941,Zm00001d001943,Zm00001d001944	NA	Zm00008a006027
Cluster_0015	Zm00001d001941,Zm00001d001943,Zm00001d001944	NA	Zm00008a006028
Cluster_0016	Zm00001d001961,Zm00001d001963,Zm00001d001964	NA	Zm00008a006040
Cluster_0016	Zm00001d001961,Zm00001d001963,Zm00001d001964	NA	Zm00008a006042
Cluster_0016	Zm00001d001961,Zm00001d001963,Zm00001d001964	NA	Zm00008a006042
Cluster_0017	Zm00001d002013,Zm00001d002019,Zm00001d002020	Cluster_0243	Zm00008a006084,Zm00008a006085,Zm00008a006086,Zm00008a006090
Cluster_0017	Zm00001d002013,Zm00001d002019,Zm00001d002020	Cluster_0243	Zm00008a006084,Zm00008a006085,Zm00008a006086,Zm00008a006090
Cluster_0017	Zm00001d002013,Zm00001d002019,Zm00001d002020	Cluster_0243	Zm00008a006084,Zm00008a006085,Zm00008a006086,Zm00008a006090
Cluster_0018	Zm00001d002014,Zm00001d002015,Zm00001d002016,Zm00001d002017,Zm00001d002018	Cluster_0242	Zm00008a006081,Zm00008a006082,Zm00008a006083
Cluster_0019	Zm00001d002055,Zm00001d002057	NA	Zm00008a006108
