ClusterID	Genes	Intervals	
Cluster_1685	Zm00001d035587,Zm00001d035588,Zm00001d035585,Zm00001d035584	0,0,0
Cluster_1686	Zm00001d035591,Zm00001d035592	0
Cluster_1687	Zm00001d035600,Zm00001d035599	0
Cluster_1688	Zm00001d035605,Zm00001d035604	0
Cluster_1689	Zm00001d035606,Zm00001d035607	0
Cluster_1690	Zm00001d035612,Zm00001d035614	0
Cluster_1691	Zm00001d035618,Zm00001d035617,Zm00001d035619	0,0
Cluster_1692	Zm00001d035628,Zm00001d035624	2
Cluster_1693	Zm00001d035629,Zm00001d035625	2
Cluster_1694	Zm00001d035640,Zm00001d035638	0
Cluster_1695	Zm00001d035076,Zm00001d035084	5
Cluster_1696	Zm00001d035663,Zm00001d035659,Zm00001d035662	1,0
Cluster_1697	Zm00001d035664,Zm00001d035665	0
Cluster_1698	Zm00001d035670,Zm00001d035671	0
Cluster_1699	Zm00001d035681,Zm00001d035680,Zm00001d035683,Zm00001d035684	0,1,0
Cluster_1700	Zm00001d035717,Zm00001d035713,Zm00001d035714	0,1
Cluster_1701	Zm00001d035722,Zm00001d035720	1
Cluster_1702	Zm00001d035726,Zm00001d035725	0
Cluster_1703	Zm00001d035756,Zm00001d035753	0
Cluster_1704	Zm00001d035089,Zm00001d035088	0
Cluster_1705	Zm00001d035817,Zm00001d035818	0
Cluster_1706	Zm00001d035823,Zm00001d035833	4
Cluster_1707	Zm00001d035841,Zm00001d035842	0
Cluster_1708	Zm00001d035862,Zm00001d035863	0
Cluster_1709	Zm00001d035112,Zm00001d035100,Zm00001d035111,Zm00001d035108,Zm00001d035109,Zm00001d035102,Zm00001d035101,Zm00001d035104	0,0,0,1,0,0,0
Cluster_1710	Zm00001d035876,Zm00001d035875	0
Cluster_1711	Zm00001d035881,Zm00001d035879	1
Cluster_1712	Zm00001d035901,Zm00001d035902	0
Cluster_1713	Zm00001d035921,Zm00001d035922	0
Cluster_1714	Zm00001d035937,Zm00001d035935	1
Cluster_1715	Zm00001d035974,Zm00001d035975	0
Cluster_1716	Zm00001d035143,Zm00001d035145	0
Cluster_1717	Zm00001d036066,Zm00001d036069,Zm00001d036072,Zm00001d036068	0,0,0
Cluster_1718	Zm00001d036085,Zm00001d036084	0
Cluster_1719	Zm00001d035154,Zm00001d035155	0
Cluster_1720	Zm00001d036097,Zm00001d036098	0
Cluster_1721	Zm00001d036110,Zm00001d036112	0
Cluster_1722	Zm00001d035163,Zm00001d035166,Zm00001d035157,Zm00001d035162,Zm00001d035161	1,0,0,2
Cluster_1723	Zm00001d036139,Zm00001d036142	0
Cluster_1724	Zm00001d036196,Zm00001d036197	0
Cluster_1725	Zm00001d036228,Zm00001d036229	0
Cluster_1726	Zm00001d036241,Zm00001d036238,Zm00001d036237	0,1
Cluster_1727	Zm00001d036261,Zm00001d036263,Zm00001d036262	0,0
Cluster_1728	Zm00001d036264,Zm00001d036266	0
Cluster_1729	Zm00001d036267,Zm00001d036270,Zm00001d036272	1,0
Cluster_1730	Zm00001d036278,Zm00001d036275,Zm00001d036274,Zm00001d036277	0,0,0
Cluster_1731	Zm00001d036315,Zm00001d036318,Zm00001d036313	0,1
Cluster_1732	Zm00001d036324,Zm00001d036311	8
Cluster_1733	Zm00001d035183,Zm00001d035172,Zm00001d035174	0,4
Cluster_1734	Zm00001d036370,Zm00001d036366	2
Cluster_1735	Zm00001d036373,Zm00001d036376,Zm00001d036379	2,1
Cluster_1736	Zm00001d036375,Zm00001d036378,Zm00001d036374	0,1
Cluster_1737	Zm00001d036464,Zm00001d036467	1
Cluster_1738	Zm00001d036465,Zm00001d036468	1
Cluster_1739	Zm00001d036541,Zm00001d036542	0
Cluster_1740	Zm00001d036568,Zm00001d036567,Zm00001d036565	0,0
Cluster_1741	Zm00001d036594,Zm00001d036595	0
Cluster_1742	Zm00001d036621,Zm00001d036622	0
Cluster_1743	Zm00001d036643,Zm00001d036641,Zm00001d036646,Zm00001d036647	1,0,0
Cluster_1744	Zm00001d036660,Zm00001d036655,Zm00001d036663,Zm00001d036667	3,1,2
Cluster_1745	Zm00001d036666,Zm00001d036664	0
Cluster_1746	Zm00001d036693,Zm00001d036694	0
Cluster_1747	Zm00001d036723,Zm00001d036724	0
Cluster_1748	Zm00001d036755,Zm00001d036752	0
Cluster_1749	Zm00001d036758,Zm00001d036756	0
Cluster_1750	Zm00001d020251,Zm00001d020250	0
Cluster_1751	Zm00001d020261,Zm00001d020260	0
Cluster_1752	Zm00001d020265,Zm00001d020266	0
Cluster_1753	Zm00001d020280,Zm00001d020277,Zm00001d020282,Zm00001d020281,Zm00001d020279	0,0,0,0
Cluster_1754	Zm00001d020283,Zm00001d020284	0
Cluster_1755	Zm00001d020297,Zm00001d020298	0
Cluster_1756	Zm00001d020306,Zm00001d020307,Zm00001d020308	0,0
Cluster_1757	Zm00001d020320,Zm00001d020319	0
Cluster_1758	Zm00001d020351,Zm00001d020350	0
Cluster_1759	Zm00001d018966,Zm00001d018965	0
Cluster_1760	Zm00001d020366,Zm00001d020367	0
Cluster_1761	Zm00001d020384,Zm00001d020382	1
Cluster_1762	Zm00001d020400,Zm00001d020401,Zm00001d020402	0,0
Cluster_1763	Zm00001d020408,Zm00001d020405	1
Cluster_1764	Zm00001d018976,Zm00001d018977	0
Cluster_1765	Zm00001d020460,Zm00001d020459	0
Cluster_1766	Zm00001d018619,Zm00001d018618,Zm00001d018620	0,0
Cluster_1767	Zm00001d020472,Zm00001d020476	2
Cluster_1768	Zm00001d020475,Zm00001d020468,Zm00001d020483	4,4
Cluster_1769	Zm00001d020480,Zm00001d020484	1
Cluster_1770	Zm00001d020492,Zm00001d020495	2
Cluster_1771	Zm00001d020496,Zm00001d020497	0
Cluster_1772	Zm00001d020502,Zm00001d020501	0
Cluster_1773	Zm00001d020504,Zm00001d020503	0
Cluster_1774	Zm00001d020515,Zm00001d020516	0
Cluster_1775	Zm00001d020524,Zm00001d020521	1
Cluster_1776	Zm00001d020530,Zm00001d020528	1
Cluster_1777	Zm00001d020550,Zm00001d020551	0
Cluster_1778	Zm00001d020556,Zm00001d020555	0
Cluster_1779	Zm00001d020568,Zm00001d020563	0
Cluster_1780	Zm00001d020573,Zm00001d020574,Zm00001d020575,Zm00001d020577	0,0,0
Cluster_1781	Zm00001d020584,Zm00001d020585	0
Cluster_1782	Zm00001d018995,Zm00001d019001,Zm00001d018989,Zm00001d018990,Zm00001d019000,Zm00001d018994,Zm00001d018998	0,0,0,0,0,0
Cluster_1783	Zm00001d020652,Zm00001d020651	0
Cluster_1784	Zm00001d019004,Zm00001d019005	0
Cluster_1785	Zm00001d020666,Zm00001d020664	1
Cluster_1786	Zm00001d020728,Zm00001d020727	0
Cluster_1787	Zm00001d020735,Zm00001d020742,Zm00001d020741,Zm00001d020736,Zm00001d020738,Zm00001d020740,Zm00001d020744,Zm00001d020737,Zm00001d020732	0,0,0,0,1,0,0,1
Cluster_1788	Zm00001d020754,Zm00001d020751,Zm00001d020752,Zm00001d020750	0,0,0
Cluster_1789	Zm00001d020760,Zm00001d020761	0
Cluster_1790	Zm00001d020789,Zm00001d020791	1
Cluster_1791	Zm00001d020793,Zm00001d020794	0
Cluster_1792	Zm00001d020834,Zm00001d020825	3
Cluster_1793	Zm00001d020864,Zm00001d020863	0
Cluster_1794	Zm00001d020867,Zm00001d020866	0
Cluster_1795	Zm00001d020887,Zm00001d020886	0
Cluster_1796	Zm00001d019034,Zm00001d019035	0
Cluster_1797	Zm00001d018631,Zm00001d018628,Zm00001d018629,Zm00001d018630	0,0,0
Cluster_1798	Zm00001d020961,Zm00001d020957,Zm00001d020958,Zm00001d020960	0,0,0
Cluster_1799	Zm00001d020967,Zm00001d020968	0
Cluster_1800	Zm00001d018632,Zm00001d018633	0
Cluster_1801	Zm00001d021016,Zm00001d021017	0
Cluster_1802	Zm00001d021018,Zm00001d021020	1
Cluster_1803	Zm00001d021047,Zm00001d021048	0
Cluster_1804	Zm00001d021085,Zm00001d021084	0
Cluster_1805	Zm00001d021093,Zm00001d021095,Zm00001d021094	0,0
Cluster_1806	Zm00001d021115,Zm00001d021117,Zm00001d021097,Zm00001d021107,Zm00001d021099,Zm00001d021103	0,0,2,1,0
Cluster_1807	Zm00001d019059,Zm00001d019057	0
Cluster_1808	Zm00001d021168,Zm00001d021167	0
Cluster_1809	Zm00001d021189,Zm00001d021191	0
Cluster_1810	Zm00001d021205,Zm00001d021207,Zm00001d021208,Zm00001d021214	0,0,0
Cluster_1811	Zm00001d021263,Zm00001d021264	0
Cluster_1812	Zm00001d021285,Zm00001d021290	4
Cluster_1813	Zm00001d021329,Zm00001d021324	3
Cluster_1814	Zm00001d019064,Zm00001d019066,Zm00001d019065	0,0
Cluster_1815	Zm00001d021423,Zm00001d021424	0
Cluster_1816	Zm00001d021444,Zm00001d021443	0
Cluster_1817	Zm00001d021456,Zm00001d021455,Zm00001d021454,Zm00001d021459,Zm00001d021457	0,0,0,1
Cluster_1818	Zm00001d021462,Zm00001d021463	0
Cluster_1819	Zm00001d021469,Zm00001d021470	0
Cluster_1820	Zm00001d021484,Zm00001d021485	0
Cluster_1821	Zm00001d021489,Zm00001d021488	0
Cluster_1822	Zm00001d021492,Zm00001d021491	0
Cluster_1823	Zm00001d021505,Zm00001d021504	0
Cluster_1824	Zm00001d021508,Zm00001d021511	2
Cluster_1825	Zm00001d021565,Zm00001d021564	0
Cluster_1826	Zm00001d021572,Zm00001d021576,Zm00001d021577,Zm00001d021571	0,2,0
Cluster_1827	Zm00001d019086,Zm00001d019084,Zm00001d019079	3,0
Cluster_1828	Zm00001d021605,Zm00001d021602	0
Cluster_1829	Zm00001d021630,Zm00001d021632	0
Cluster_1830	Zm00001d021655,Zm00001d021656	0
Cluster_1831	Zm00001d021689,Zm00001d021682,Zm00001d021688,Zm00001d021686,Zm00001d021696,Zm00001d021684,Zm00001d021699,Zm00001d021683,Zm00001d021698,Zm00001d021680,Zm00001d021692,Zm00001d021693,Zm00001d021679	0,1,0,0,1,1,0,2,0,2,1,0
Cluster_1832	Zm00001d021697,Zm00001d021695,Zm00001d021690	4,1
Cluster_1833	Zm00001d021706,Zm00001d021707	0
Cluster_1834	Zm00001d021729,Zm00001d021727,Zm00001d021726,Zm00001d021737	0,1,6
Cluster_1835	Zm00001d021731,Zm00001d021732,Zm00001d021736	0,2
Cluster_1836	Zm00001d021734,Zm00001d021733	0
Cluster_1837	Zm00001d021740,Zm00001d021744	2
Cluster_1838	Zm00001d021752,Zm00001d021753,Zm00001d021747	2,0
Cluster_1839	Zm00001d021757,Zm00001d021755	1
Cluster_1840	Zm00001d021824,Zm00001d021825	0
Cluster_1841	Zm00001d021826,Zm00001d021824	1
Cluster_1842	Zm00001d019098,Zm00001d019096	0
Cluster_1843	Zm00001d021867,Zm00001d021864	1
Cluster_1844	Zm00001d021868,Zm00001d021866	1
Cluster_1845	Zm00001d021887,Zm00001d021886	0
Cluster_1846	Zm00001d021896,Zm00001d021897	0
Cluster_1847	Zm00001d018648,Zm00001d018650,Zm00001d018649,Zm00001d018652	0,0,1
Cluster_1848	Zm00001d021943,Zm00001d021938,Zm00001d021935,Zm00001d021936,Zm00001d021942	0,0,1,0
Cluster_1849	Zm00001d021990,Zm00001d021992	1
Cluster_1850	Zm00001d021993,Zm00001d021991	1
Cluster_1851	Zm00001d022035,Zm00001d022036	0
Cluster_1852	Zm00001d022053,Zm00001d022055,Zm00001d022057	1,0
Cluster_1853	Zm00001d022081,Zm00001d022082	0
Cluster_1854	Zm00001d022089,Zm00001d022090	0
Cluster_1855	Zm00001d022120,Zm00001d022117	1
Cluster_1856	Zm00001d022122,Zm00001d022119	1
Cluster_1857	Zm00001d019108,Zm00001d019114	2
Cluster_1858	Zm00001d022193,Zm00001d022192	0
Cluster_1859	Zm00001d022216,Zm00001d022221	2
Cluster_1860	Zm00001d022217,Zm00001d022222	2
Cluster_1861	Zm00001d022218,Zm00001d022223	2
Cluster_1862	Zm00001d022267,Zm00001d022268,Zm00001d022269	0,0
Cluster_1863	Zm00001d022271,Zm00001d022270	0
Cluster_1864	Zm00001d018593,Zm00001d018594	0
Cluster_1865	Zm00001d022290,Zm00001d022284,Zm00001d022281,Zm00001d022282,Zm00001d022283,Zm00001d022280,Zm00001d022279,Zm00001d022289	0,0,0,0,0,1,0
Cluster_1866	Zm00001d022318,Zm00001d022319	0
Cluster_1867	Zm00001d022327,Zm00001d022320,Zm00001d022317,Zm00001d022323,Zm00001d022326	2,2,1,0
Cluster_1868	Zm00001d022346,Zm00001d022344	0
Cluster_1869	Zm00001d022357,Zm00001d022361	1
Cluster_1870	Zm00001d022360,Zm00001d022356	1
Cluster_1871	Zm00001d022399,Zm00001d022400	0
Cluster_1872	Zm00001d022415,Zm00001d022416	0
Cluster_1873	Zm00001d022421,Zm00001d022420	0
Cluster_1874	Zm00001d022450,Zm00001d022451	0
Cluster_1875	Zm00001d022453,Zm00001d022457,Zm00001d022456,Zm00001d022458	2,0,0
Cluster_1876	Zm00001d019120,Zm00001d019122	0
Cluster_1877	Zm00001d022556,Zm00001d022555	0
Cluster_1878	Zm00001d022584,Zm00001d022583	0
Cluster_1879	Zm00001d022643,Zm00001d022637	3
Cluster_1880	Zm00001d019156,Zm00001d019155,Zm00001d019162,Zm00001d019160	0,0,1
Cluster_1881	Zm00001d019214,Zm00001d019213	0
Cluster_1882	Zm00001d018673,Zm00001d018670	1
Cluster_1883	Zm00001d019228,Zm00001d019227	0
Cluster_1884	Zm00001d019251,Zm00001d019250	0
Cluster_1885	Zm00001d019258,Zm00001d019256,Zm00001d019265,Zm00001d019254,Zm00001d019259	0,1,0,3
Cluster_1886	Zm00001d019271,Zm00001d019270,Zm00001d019274	0,1
Cluster_1887	Zm00001d019276,Zm00001d019275	0
Cluster_1888	Zm00001d018682,Zm00001d018683	0
Cluster_1889	Zm00001d019279,Zm00001d019280	0
Cluster_1890	Zm00001d019291,Zm00001d019290	0
Cluster_1891	Zm00001d018691,Zm00001d018687,Zm00001d018681,Zm00001d018680,Zm00001d018674,Zm00001d018692,Zm00001d018685,Zm00001d018686,Zm00001d018690	2,0,2,0,0,0,0,0
Cluster_1892	Zm00001d019302,Zm00001d019300	0
Cluster_1893	Zm00001d019304,Zm00001d019303	0
Cluster_1894	Zm00001d019311,Zm00001d019306	4
Cluster_1895	Zm00001d018700,Zm00001d018701	0
Cluster_1896	Zm00001d018703,Zm00001d018705,Zm00001d018714	1,7
Cluster_1897	Zm00001d019331,Zm00001d019332	0
Cluster_1898	Zm00001d019333,Zm00001d019334	0
Cluster_1899	Zm00001d018709,Zm00001d018707,Zm00001d018708	0,0
Cluster_1900	Zm00001d018710,Zm00001d018711	0
Cluster_1901	Zm00001d019374,Zm00001d019373	0
Cluster_1902	Zm00001d019380,Zm00001d019385,Zm00001d019394	3,5
Cluster_1903	Zm00001d019400,Zm00001d019399	0
Cluster_1904	Zm00001d019405,Zm00001d019406,Zm00001d019407	0,0
Cluster_1905	Zm00001d019413,Zm00001d019411	1
Cluster_1906	Zm00001d019414,Zm00001d019415	0
Cluster_1907	Zm00001d019459,Zm00001d019461	1
Cluster_1908	Zm00001d018737,Zm00001d018738,Zm00001d018734	1,0
Cluster_1909	Zm00001d019549,Zm00001d019550	0
Cluster_1910	Zm00001d019560,Zm00001d019557	0
Cluster_1911	Zm00001d018754,Zm00001d018752	1
Cluster_1912	Zm00001d019563,Zm00001d019565	1
Cluster_1913	Zm00001d019568,Zm00001d019567	0
Cluster_1914	Zm00001d018762,Zm00001d018759,Zm00001d018766,Zm00001d018760,Zm00001d018764	0,1,1,1
Cluster_1915	Zm00001d018765,Zm00001d018763,Zm00001d018761	1,1
Cluster_1916	Zm00001d019680,Zm00001d019678,Zm00001d019679	0,0
Cluster_1917	Zm00001d019681,Zm00001d019684	0
Cluster_1918	Zm00001d018786,Zm00001d018775	6
Cluster_1919	Zm00001d019725,Zm00001d019726	0
Cluster_1920	Zm00001d019734,Zm00001d019744	2
Cluster_1921	Zm00001d019756,Zm00001d019757	0
Cluster_1922	Zm00001d019765,Zm00001d019766	0
Cluster_1923	Zm00001d018815,Zm00001d018814	0
Cluster_1924	Zm00001d019803,Zm00001d019794	5
Cluster_1925	Zm00001d019805,Zm00001d019806,Zm00001d019807	0,0
Cluster_1926	Zm00001d019808,Zm00001d019809	0
Cluster_1927	Zm00001d018837,Zm00001d018830	3
Cluster_1928	Zm00001d019854,Zm00001d019863	6
Cluster_1929	Zm00001d018845,Zm00001d018844	0
Cluster_1930	Zm00001d018847,Zm00001d018846	0
Cluster_1931	Zm00001d019892,Zm00001d019890	0
Cluster_1932	Zm00001d018855,Zm00001d018854,Zm00001d018853,Zm00001d018848,Zm00001d018857	4,0,0,1
Cluster_1933	Zm00001d019915,Zm00001d019917,Zm00001d019916	0,0
Cluster_1934	Zm00001d018864,Zm00001d018862	1
Cluster_1935	Zm00001d019948,Zm00001d019949	0
Cluster_1936	Zm00001d019961,Zm00001d019951,Zm00001d019960	5,0
Cluster_1937	Zm00001d019968,Zm00001d019967	0
Cluster_1938	Zm00001d018879,Zm00001d018876,Zm00001d018874,Zm00001d018880,Zm00001d018877	0,0,0,0
Cluster_1939	Zm00001d019990,Zm00001d019989	0
Cluster_1940	Zm00001d020019,Zm00001d020020	0
Cluster_1941	Zm00001d020071,Zm00001d020072	0
Cluster_1942	Zm00001d020082,Zm00001d020081	0
Cluster_1943	Zm00001d018614,Zm00001d018615	0
Cluster_1944	Zm00001d020086,Zm00001d020087	0
Cluster_1945	Zm00001d020093,Zm00001d020094	0
Cluster_1946	Zm00001d018914,Zm00001d018913	0
Cluster_1947	Zm00001d020117,Zm00001d020118,Zm00001d020112,Zm00001d020109	2,2,0
Cluster_1948	Zm00001d018918,Zm00001d018924	1
Cluster_1949	Zm00001d020134,Zm00001d020135	0
Cluster_1950	Zm00001d020136,Zm00001d020137	0
Cluster_1951	Zm00001d020185,Zm00001d020183,Zm00001d020184	0,0
Cluster_1952	Zm00001d020193,Zm00001d020195	0
Cluster_1953	Zm00001d010152,Zm00001d010162	6
Cluster_1954	Zm00001d008494,Zm00001d008495,Zm00001d008496	0,0
Cluster_1955	Zm00001d010210,Zm00001d010209	0
Cluster_1956	Zm00001d010232,Zm00001d010233	0
Cluster_1957	Zm00001d010255,Zm00001d010251	0
Cluster_1958	Zm00001d010259,Zm00001d010261	1
Cluster_1959	Zm00001d010269,Zm00001d010266	2
Cluster_1960	Zm00001d010296,Zm00001d010297,Zm00001d010299,Zm00001d010302	0,0,1
Cluster_1961	Zm00001d010343,Zm00001d010345,Zm00001d010348,Zm00001d010353	1,1,3
Cluster_1962	Zm00001d010356,Zm00001d010344,Zm00001d010347	1,6
Cluster_1963	Zm00001d010397,Zm00001d010398	0
Cluster_1964	Zm00001d010421,Zm00001d010420	0
Cluster_1965	Zm00001d010442,Zm00001d010448	4
Cluster_1966	Zm00001d010450,Zm00001d010451	0
Cluster_1967	Zm00001d008525,Zm00001d008524	0
Cluster_1968	Zm00001d010550,Zm00001d010551	0
Cluster_1969	Zm00001d010599,Zm00001d010588	7
Cluster_1970	Zm00001d010649,Zm00001d010650	0
Cluster_1971	Zm00001d010675,Zm00001d010673	0
Cluster_1972	Zm00001d010689,Zm00001d010690	0
Cluster_1973	Zm00001d010698,Zm00001d010699	0
Cluster_1974	Zm00001d010700,Zm00001d010687	7
Cluster_1975	Zm00001d010751,Zm00001d010749	1
Cluster_1976	Zm00001d010765,Zm00001d010776,Zm00001d010762,Zm00001d010774,Zm00001d010771,Zm00001d010775	2,2,2,0,0
Cluster_1977	Zm00001d010780,Zm00001d010768,Zm00001d010772,Zm00001d010763	2,2,7
Cluster_1978	Zm00001d010782,Zm00001d010773,Zm00001d010764,Zm00001d010770,Zm00001d010779	2,2,5,1
Cluster_1979	Zm00001d010876,Zm00001d010875	0
Cluster_1980	Zm00001d010907,Zm00001d010906	0
Cluster_1981	Zm00001d010926,Zm00001d010924,Zm00001d010925	0,0
Cluster_1982	Zm00001d010971,Zm00001d010961	6
Cluster_1983	Zm00001d008586,Zm00001d008581,Zm00001d008585,Zm00001d008582,Zm00001d008584	0,1,0,0
Cluster_1984	Zm00001d011001,Zm00001d011002	0
Cluster_1985	Zm00001d011004,Zm00001d011005	0
Cluster_1986	Zm00001d011014,Zm00001d011026,Zm00001d011017,Zm00001d011016,Zm00001d011028	0,0,4,0
Cluster_1987	Zm00001d011034,Zm00001d011035	0
Cluster_1988	Zm00001d011079,Zm00001d011080	0
Cluster_1989	Zm00001d011087,Zm00001d011086	0
Cluster_1990	Zm00001d011105,Zm00001d011107	0
Cluster_1991	Zm00001d011127,Zm00001d011126	0
Cluster_1992	Zm00001d008598,Zm00001d008599	0
Cluster_1993	Zm00001d011131,Zm00001d011132	0
Cluster_1994	Zm00001d011150,Zm00001d011149	0
Cluster_1995	Zm00001d008602,Zm00001d008601	0
Cluster_1996	Zm00001d011260,Zm00001d011262	0
Cluster_1997	Zm00001d011291,Zm00001d011292	0
Cluster_1998	Zm00001d011315,Zm00001d011319	1
Cluster_1999	Zm00001d011326,Zm00001d011327	0
Cluster_2000	Zm00001d011340,Zm00001d011342,Zm00001d011345	0,0
Cluster_2001	Zm00001d011349,Zm00001d011348	0
Cluster_2002	Zm00001d011367,Zm00001d011368	0
Cluster_2003	Zm00001d011382,Zm00001d011383	0
Cluster_2004	Zm00001d011386,Zm00001d011387	0
Cluster_2005	Zm00001d011417,Zm00001d011418,Zm00001d011422,Zm00001d011419,Zm00001d011420	0,0,0,1
Cluster_2006	Zm00001d011428,Zm00001d011429	0
Cluster_2007	Zm00001d011444,Zm00001d011445	0
Cluster_2008	Zm00001d008633,Zm00001d008632,Zm00001d008631	0,0
Cluster_2009	Zm00001d011513,Zm00001d011507	4
Cluster_2010	Zm00001d008635,Zm00001d008634	0
Cluster_2011	Zm00001d011541,Zm00001d011540	0
Cluster_2012	Zm00001d011550,Zm00001d011551	0
Cluster_2013	Zm00001d011559,Zm00001d011558	0
Cluster_2014	Zm00001d011572,Zm00001d011573	0
Cluster_2015	Zm00001d011584,Zm00001d011583,Zm00001d011582	0,0
Cluster_2016	Zm00001d011589,Zm00001d011590	0
Cluster_2017	Zm00001d008645,Zm00001d008646	0
Cluster_2018	Zm00001d011629,Zm00001d011628,Zm00001d011625,Zm00001d011626	0,1,0
Cluster_2019	Zm00001d011643,Zm00001d011641	1
Cluster_2020	Zm00001d011645,Zm00001d011646	0
Cluster_2021	Zm00001d011655,Zm00001d011656,Zm00001d011654	0,0
Cluster_2022	Zm00001d011692,Zm00001d011694,Zm00001d011693	0,0
Cluster_2023	Zm00001d011729,Zm00001d011723	0
Cluster_2024	Zm00001d011737,Zm00001d011736	0
Cluster_2025	Zm00001d011751,Zm00001d011752	0
Cluster_2026	Zm00001d011807,Zm00001d011808	0
Cluster_2027	Zm00001d008663,Zm00001d008662	0
Cluster_2028	Zm00001d011921,Zm00001d011922	0
Cluster_2029	Zm00001d011924,Zm00001d011926,Zm00001d011925	0,0
Cluster_2030	Zm00001d011964,Zm00001d011959	1
Cluster_2031	Zm00001d012024,Zm00001d012021,Zm00001d012022,Zm00001d012023	0,0,0
Cluster_2032	Zm00001d012042,Zm00001d012044	1
Cluster_2033	Zm00001d008671,Zm00001d008674,Zm00001d008672	0,0
Cluster_2034	Zm00001d012092,Zm00001d012095	1
Cluster_2035	Zm00001d012122,Zm00001d012124	0
Cluster_2036	Zm00001d012147,Zm00001d012152	1
Cluster_2037	Zm00001d012164,Zm00001d012163	0
Cluster_2038	Zm00001d012185,Zm00001d012184,Zm00001d012188,Zm00001d012187,Zm00001d012186	0,0,0,0
Cluster_2039	Zm00001d012229,Zm00001d012231	0
Cluster_2040	Zm00001d012233,Zm00001d012232	0
Cluster_2041	Zm00001d012249,Zm00001d012252	1
Cluster_2042	Zm00001d012251,Zm00001d012248	1
Cluster_2043	Zm00001d012275,Zm00001d012276	0
Cluster_2044	Zm00001d012294,Zm00001d012295	0
Cluster_2045	Zm00001d012301,Zm00001d012306	2
Cluster_2046	Zm00001d012314,Zm00001d012315	0
Cluster_2047	Zm00001d012362,Zm00001d012367	2
Cluster_2048	Zm00001d012373,Zm00001d012363,Zm00001d012366,Zm00001d012368,Zm00001d012371,Zm00001d012377,Zm00001d012375	0,1,1,0,0,1
Cluster_2049	Zm00001d012400,Zm00001d012399	0
Cluster_2050	Zm00001d012430,Zm00001d012427	2
Cluster_2051	Zm00001d012445,Zm00001d012441	2
Cluster_2052	Zm00001d012532,Zm00001d012533	0
Cluster_2053	Zm00001d012574,Zm00001d012573	0
Cluster_2054	Zm00001d012585,Zm00001d012584	0
Cluster_2055	Zm00001d012597,Zm00001d012596	0
Cluster_2056	Zm00001d012609,Zm00001d012600	8
Cluster_2057	Zm00001d012628,Zm00001d012627,Zm00001d012629	0,0
Cluster_2058	Zm00001d012697,Zm00001d012696	0
Cluster_2059	Zm00001d012742,Zm00001d012741	0
Cluster_2060	Zm00001d012772,Zm00001d012773	0
Cluster_2061	Zm00001d012788,Zm00001d012782,Zm00001d012785,Zm00001d012780,Zm00001d012781	0,0,1,2
Cluster_2062	Zm00001d008766,Zm00001d008773	5
Cluster_2063	Zm00001d008772,Zm00001d008769	1
Cluster_2064	Zm00001d008779,Zm00001d008784	3
Cluster_2065	Zm00001d008794,Zm00001d008793	0
Cluster_2066	Zm00001d008837,Zm00001d008836	0
Cluster_2067	Zm00001d008891,Zm00001d008899,Zm00001d008901	4,1
Cluster_2068	Zm00001d008903,Zm00001d008905	1
Cluster_2069	Zm00001d008925,Zm00001d008929,Zm00001d008928,Zm00001d008927,Zm00001d008934	1,0,0,4
Cluster_2070	Zm00001d008965,Zm00001d008966	0
Cluster_2071	Zm00001d008984,Zm00001d008990,Zm00001d008987,Zm00001d008985	0,1,1
Cluster_2072	Zm00001d009023,Zm00001d009024	0
Cluster_2073	Zm00001d008261,Zm00001d008260	0
Cluster_2074	Zm00001d009082,Zm00001d009083	0
Cluster_2075	Zm00001d009090,Zm00001d009088	1
Cluster_2076	Zm00001d009121,Zm00001d009119	0
Cluster_2077	Zm00001d009124,Zm00001d009113	9
Cluster_2078	Zm00001d009140,Zm00001d009138	1
Cluster_2079	Zm00001d008289,Zm00001d008291	1
Cluster_2080	Zm00001d009220,Zm00001d009221	0
Cluster_2081	Zm00001d009231,Zm00001d009230	0
Cluster_2082	Zm00001d008299,Zm00001d008300	0
Cluster_2083	Zm00001d008307,Zm00001d008308	0
Cluster_2084	Zm00001d008314,Zm00001d008318	1
Cluster_2085	Zm00001d008322,Zm00001d008323	0
Cluster_2086	Zm00001d009315,Zm00001d009314	0
Cluster_2087	Zm00001d008331,Zm00001d008332	0
Cluster_2088	Zm00001d009317,Zm00001d009316	0
Cluster_2089	Zm00001d009362,Zm00001d009361	0
Cluster_2090	Zm00001d009396,Zm00001d009395	0
Cluster_2091	Zm00001d009448,Zm00001d009447	0
Cluster_2092	Zm00001d009461,Zm00001d009462	0
Cluster_2093	Zm00001d009541,Zm00001d009542	0
Cluster_2094	Zm00001d009567,Zm00001d009566	0
Cluster_2095	Zm00001d009605,Zm00001d009600,Zm00001d009603	2,1
Cluster_2096	Zm00001d008399,Zm00001d008403	1
Cluster_2097	Zm00001d009626,Zm00001d009620	1
Cluster_2098	Zm00001d009657,Zm00001d009650,Zm00001d009653,Zm00001d009656	2,0,0
Cluster_2099	Zm00001d009676,Zm00001d009671,Zm00001d009672	0,2
Cluster_2100	Zm00001d009705,Zm00001d009706	0
Cluster_2101	Zm00001d009732,Zm00001d009734	1
Cluster_2102	Zm00001d009733,Zm00001d009731	1
Cluster_2103	Zm00001d009735,Zm00001d009733	1
Cluster_2104	Zm00001d009738,Zm00001d009737	0
