Cluster_0000	Zm00001d025036,Zm00001d025037
Cluster_1845	Zm00001d021887,Zm00001d021886
Cluster_1846	Zm00001d021896,Zm00001d021897
Cluster_1847	Zm00001d018648,Zm00001d018650,Zm00001d018649,Zm00001d018652
Cluster_1848	Zm00001d021943,Zm00001d021938,Zm00001d021935,Zm00001d021936,Zm00001d021942
Cluster_1849	Zm00001d021990,Zm00001d021992
Cluster_1850	Zm00001d021993,Zm00001d021991
Cluster_1851	Zm00001d022035,Zm00001d022036
Cluster_1852	Zm00001d022053,Zm00001d022055,Zm00001d022057
Cluster_1853	Zm00001d022081,Zm00001d022082
Cluster_1854	Zm00001d022089,Zm00001d022090
Cluster_1855	Zm00001d022120,Zm00001d022117
Cluster_1856	Zm00001d022122,Zm00001d022119
Cluster_1857	Zm00001d019108,Zm00001d019114
Cluster_1858	Zm00001d022193,Zm00001d022192
Cluster_1859	Zm00001d022216,Zm00001d022221
Cluster_1860	Zm00001d022217,Zm00001d022222
Cluster_1861	Zm00001d022218,Zm00001d022223
Cluster_1862	Zm00001d022267,Zm00001d022268,Zm00001d022269
Cluster_1863	Zm00001d022271,Zm00001d022270
Cluster_1864	Zm00001d018593,Zm00001d018594
Cluster_1865	Zm00001d022290,Zm00001d022284,Zm00001d022281,Zm00001d022282,Zm00001d022283,Zm00001d022280,Zm00001d022279,Zm00001d022289
Cluster_1866	Zm00001d022318,Zm00001d022319
Cluster_1867	Zm00001d022327,Zm00001d022320,Zm00001d022317,Zm00001d022323,Zm00001d022326
Cluster_1868	Zm00001d022346,Zm00001d022344
Cluster_1869	Zm00001d022357,Zm00001d022361
Cluster_1870	Zm00001d022360,Zm00001d022356
Cluster_1871	Zm00001d022399,Zm00001d022400
Cluster_1872	Zm00001d022415,Zm00001d022416
Cluster_1873	Zm00001d022421,Zm00001d022420
Cluster_1874	Zm00001d022450,Zm00001d022451
Cluster_1875	Zm00001d022453,Zm00001d022457,Zm00001d022456,Zm00001d022458
Cluster_1876	Zm00001d019120,Zm00001d019122
Cluster_1877	Zm00001d022556,Zm00001d022555
Cluster_1878	Zm00001d022584,Zm00001d022583
Cluster_1879	Zm00001d022643,Zm00001d022637
Cluster_1880	Zm00001d019156,Zm00001d019155,Zm00001d019162,Zm00001d019160
Cluster_1881	Zm00001d019214,Zm00001d019213
Cluster_1882	Zm00001d018673,Zm00001d018670
Cluster_1883	Zm00001d019228,Zm00001d019227
Cluster_1884	Zm00001d019251,Zm00001d019250
Cluster_1885	Zm00001d019258,Zm00001d019256,Zm00001d019265,Zm00001d019254,Zm00001d019259
Cluster_1886	Zm00001d019271,Zm00001d019270,Zm00001d019274
Cluster_1887	Zm00001d019276,Zm00001d019275
Cluster_1888	Zm00001d018682,Zm00001d018683
Cluster_1889	Zm00001d019279,Zm00001d019280
Cluster_1890	Zm00001d019291,Zm00001d019290
Cluster_1891	Zm00001d018691,Zm00001d018687,Zm00001d018681,Zm00001d018680,Zm00001d018674,Zm00001d018692,Zm00001d018685,Zm00001d018686,Zm00001d018690
Cluster_1892	Zm00001d019302,Zm00001d019300
Cluster_1893	Zm00001d019304,Zm00001d019303
Cluster_1894	Zm00001d019311,Zm00001d019306
Cluster_1895	Zm00001d018700,Zm00001d018701
Cluster_1896	Zm00001d018703,Zm00001d018705,Zm00001d018714
Cluster_1897	Zm00001d019331,Zm00001d019332
Cluster_1898	Zm00001d019333,Zm00001d019334
Cluster_1899	Zm00001d018709,Zm00001d018707,Zm00001d018708
Cluster_1900	Zm00001d018710,Zm00001d018711
Cluster_1901	Zm00001d019374,Zm00001d019373
Cluster_1902	Zm00001d019380,Zm00001d019385,Zm00001d019394
Cluster_1903	Zm00001d019400,Zm00001d019399
Cluster_1904	Zm00001d019405,Zm00001d019406,Zm00001d019407
Cluster_1905	Zm00001d019413,Zm00001d019411
Cluster_1906	Zm00001d019414,Zm00001d019415
Cluster_1907	Zm00001d019459,Zm00001d019461
Cluster_1908	Zm00001d018737,Zm00001d018738,Zm00001d018734
Cluster_1909	Zm00001d019549,Zm00001d019550
Cluster_1910	Zm00001d019560,Zm00001d019557
Cluster_1911	Zm00001d018754,Zm00001d018752
Cluster_1912	Zm00001d019563,Zm00001d019565
Cluster_1913	Zm00001d019568,Zm00001d019567
Cluster_1914	Zm00001d018762,Zm00001d018759,Zm00001d018766,Zm00001d018760,Zm00001d018764
Cluster_1915	Zm00001d018765,Zm00001d018763,Zm00001d018761
Cluster_1916	Zm00001d019680,Zm00001d019678,Zm00001d019679
Cluster_1917	Zm00001d019681,Zm00001d019684
Cluster_1918	Zm00001d018786,Zm00001d018775
Cluster_1919	Zm00001d019725,Zm00001d019726
Cluster_1920	Zm00001d019734,Zm00001d019744
Cluster_1921	Zm00001d019756,Zm00001d019757
Cluster_1922	Zm00001d019765,Zm00001d019766
Cluster_1923	Zm00001d018815,Zm00001d018814
Cluster_1924	Zm00001d019803,Zm00001d019794
Cluster_1925	Zm00001d019805,Zm00001d019806,Zm00001d019807
Cluster_1926	Zm00001d019808,Zm00001d019809
Cluster_1927	Zm00001d018837,Zm00001d018830
Cluster_1928	Zm00001d019854,Zm00001d019863
Cluster_1929	Zm00001d018845,Zm00001d018844
Cluster_1930	Zm00001d018847,Zm00001d018846
Cluster_1931	Zm00001d019892,Zm00001d019890
Cluster_1932	Zm00001d018855,Zm00001d018854,Zm00001d018853,Zm00001d018848,Zm00001d018857
Cluster_1933	Zm00001d019915,Zm00001d019917,Zm00001d019916
Cluster_1934	Zm00001d018864,Zm00001d018862
Cluster_1935	Zm00001d019948,Zm00001d019949
Cluster_1936	Zm00001d019961,Zm00001d019951,Zm00001d019960
Cluster_1937	Zm00001d019968,Zm00001d019967
Cluster_1938	Zm00001d018879,Zm00001d018876,Zm00001d018874,Zm00001d018880,Zm00001d018877
Cluster_1939	Zm00001d019990,Zm00001d019989
Cluster_1940	Zm00001d020019,Zm00001d020020
Cluster_1941	Zm00001d020071,Zm00001d020072
Cluster_1942	Zm00001d020082,Zm00001d020081
Cluster_1943	Zm00001d018614,Zm00001d018615
Cluster_1944	Zm00001d020086,Zm00001d020087
Cluster_1945	Zm00001d020093,Zm00001d020094
Cluster_1946	Zm00001d018914,Zm00001d018913
Cluster_1947	Zm00001d020117,Zm00001d020118,Zm00001d020112,Zm00001d020109
Cluster_1948	Zm00001d018918,Zm00001d018924
Cluster_1949	Zm00001d020134,Zm00001d020135
Cluster_1950	Zm00001d020136,Zm00001d020137
Cluster_1951	Zm00001d020185,Zm00001d020183,Zm00001d020184
Cluster_1952	Zm00001d020193,Zm00001d020195
Cluster_1953	Zm00001d010152,Zm00001d010162
Cluster_1954	Zm00001d008494,Zm00001d008495,Zm00001d008496
Cluster_1955	Zm00001d010210,Zm00001d010209
Cluster_1956	Zm00001d010232,Zm00001d010233
Cluster_1957	Zm00001d010255,Zm00001d010251
Cluster_1958	Zm00001d010259,Zm00001d010261
Cluster_1959	Zm00001d010269,Zm00001d010266
Cluster_1960	Zm00001d010296,Zm00001d010297,Zm00001d010299,Zm00001d010302
Cluster_1961	Zm00001d010343,Zm00001d010345,Zm00001d010348,Zm00001d010353
Cluster_1962	Zm00001d010356,Zm00001d010344,Zm00001d010347
Cluster_1963	Zm00001d010397,Zm00001d010398
Cluster_1964	Zm00001d010421,Zm00001d010420
Cluster_1965	Zm00001d010442,Zm00001d010448
Cluster_1966	Zm00001d010450,Zm00001d010451
Cluster_1967	Zm00001d008525,Zm00001d008524
Cluster_1968	Zm00001d010550,Zm00001d010551
Cluster_1969	Zm00001d010599,Zm00001d010588
Cluster_1970	Zm00001d010649,Zm00001d010650
Cluster_1971	Zm00001d010675,Zm00001d010673
Cluster_1972	Zm00001d010689,Zm00001d010690
Cluster_1973	Zm00001d010698,Zm00001d010699
Cluster_1974	Zm00001d010700,Zm00001d010687
Cluster_1975	Zm00001d010751,Zm00001d010749
Cluster_1976	Zm00001d010765,Zm00001d010776,Zm00001d010762,Zm00001d010774,Zm00001d010771,Zm00001d010775
Cluster_1977	Zm00001d010780,Zm00001d010768,Zm00001d010772,Zm00001d010763
Cluster_1978	Zm00001d010782,Zm00001d010773,Zm00001d010764,Zm00001d010770,Zm00001d010779
Cluster_1979	Zm00001d010876,Zm00001d010875
Cluster_1980	Zm00001d010907,Zm00001d010906
Cluster_1981	Zm00001d010926,Zm00001d010924,Zm00001d010925
Cluster_1982	Zm00001d010971,Zm00001d010961
Cluster_1983	Zm00001d008586,Zm00001d008581,Zm00001d008585,Zm00001d008582,Zm00001d008584
Cluster_1984	Zm00001d011001,Zm00001d011002
Cluster_1985	Zm00001d011004,Zm00001d011005
Cluster_1986	Zm00001d011014,Zm00001d011026,Zm00001d011017,Zm00001d011016,Zm00001d011028
Cluster_1987	Zm00001d011034,Zm00001d011035
Cluster_1988	Zm00001d011079,Zm00001d011080
Cluster_1989	Zm00001d011087,Zm00001d011086
Cluster_1990	Zm00001d011105,Zm00001d011107
Cluster_1991	Zm00001d011127,Zm00001d011126
Cluster_1992	Zm00001d008598,Zm00001d008599
Cluster_1993	Zm00001d011131,Zm00001d011132
Cluster_1994	Zm00001d011150,Zm00001d011149
Cluster_1995	Zm00001d008602,Zm00001d008601
Cluster_1996	Zm00001d011260,Zm00001d011262
Cluster_1997	Zm00001d011291,Zm00001d011292
Cluster_1998	Zm00001d011315,Zm00001d011319
Cluster_1999	Zm00001d011326,Zm00001d011327
Cluster_2000	Zm00001d011340,Zm00001d011342,Zm00001d011345
Cluster_2001	Zm00001d011349,Zm00001d011348
Cluster_2002	Zm00001d011367,Zm00001d011368
Cluster_2003	Zm00001d011382,Zm00001d011383
Cluster_2004	Zm00001d011386,Zm00001d011387
Cluster_2005	Zm00001d011417,Zm00001d011418,Zm00001d011422,Zm00001d011419,Zm00001d011420
Cluster_2006	Zm00001d011428,Zm00001d011429
Cluster_2007	Zm00001d011444,Zm00001d011445
Cluster_2008	Zm00001d008633,Zm00001d008632,Zm00001d008631
Cluster_2009	Zm00001d011513,Zm00001d011507
Cluster_2010	Zm00001d008635,Zm00001d008634
Cluster_2011	Zm00001d011541,Zm00001d011540
Cluster_2012	Zm00001d011550,Zm00001d011551
Cluster_2013	Zm00001d011559,Zm00001d011558
Cluster_2014	Zm00001d011572,Zm00001d011573
Cluster_2015	Zm00001d011584,Zm00001d011583,Zm00001d011582
Cluster_2016	Zm00001d011589,Zm00001d011590
Cluster_2017	Zm00001d008645,Zm00001d008646
Cluster_2018	Zm00001d011629,Zm00001d011628,Zm00001d011625,Zm00001d011626
Cluster_2019	Zm00001d011643,Zm00001d011641
Cluster_2020	Zm00001d011645,Zm00001d011646
Cluster_2021	Zm00001d011655,Zm00001d011656,Zm00001d011654
Cluster_2022	Zm00001d011692,Zm00001d011694,Zm00001d011693
Cluster_2023	Zm00001d011729,Zm00001d011723
Cluster_2024	Zm00001d011737,Zm00001d011736
Cluster_2025	Zm00001d011751,Zm00001d011752
Cluster_2026	Zm00001d011807,Zm00001d011808
Cluster_2027	Zm00001d008663,Zm00001d008662
Cluster_2028	Zm00001d011921,Zm00001d011922
Cluster_2029	Zm00001d011924,Zm00001d011926,Zm00001d011925
Cluster_2030	Zm00001d011964,Zm00001d011959
Cluster_2031	Zm00001d012024,Zm00001d012021,Zm00001d012022,Zm00001d012023
Cluster_2032	Zm00001d012042,Zm00001d012044
Cluster_2033	Zm00001d008671,Zm00001d008674,Zm00001d008672
Cluster_2034	Zm00001d012092,Zm00001d012095
Cluster_2035	Zm00001d012122,Zm00001d012124
Cluster_2036	Zm00001d012147,Zm00001d012152
Cluster_2037	Zm00001d012164,Zm00001d012163
Cluster_2038	Zm00001d012185,Zm00001d012184,Zm00001d012188,Zm00001d012187,Zm00001d012186
Cluster_2039	Zm00001d012229,Zm00001d012231
Cluster_2040	Zm00001d012233,Zm00001d012232
Cluster_2041	Zm00001d012249,Zm00001d012252
Cluster_2042	Zm00001d012251,Zm00001d012248
Cluster_2043	Zm00001d012275,Zm00001d012276
Cluster_2044	Zm00001d012294,Zm00001d012295
Cluster_2045	Zm00001d012301,Zm00001d012306
Cluster_2046	Zm00001d012314,Zm00001d012315
Cluster_2047	Zm00001d012362,Zm00001d012367
Cluster_2048	Zm00001d012373,Zm00001d012363,Zm00001d012366,Zm00001d012368,Zm00001d012371,Zm00001d012377,Zm00001d012375
Cluster_2049	Zm00001d012400,Zm00001d012399
Cluster_2050	Zm00001d012430,Zm00001d012427
Cluster_2051	Zm00001d012445,Zm00001d012441
Cluster_2052	Zm00001d012532,Zm00001d012533
Cluster_2053	Zm00001d012574,Zm00001d012573
Cluster_2054	Zm00001d012585,Zm00001d012584
Cluster_2055	Zm00001d012597,Zm00001d012596
Cluster_2056	Zm00001d012609,Zm00001d012600
Cluster_2057	Zm00001d012628,Zm00001d012627,Zm00001d012629
Cluster_2058	Zm00001d012697,Zm00001d012696
Cluster_2059	Zm00001d012742,Zm00001d012741
Cluster_2060	Zm00001d012772,Zm00001d012773
Cluster_2061	Zm00001d012788,Zm00001d012782,Zm00001d012785,Zm00001d012780,Zm00001d012781
Cluster_2062	Zm00001d008766,Zm00001d008773
Cluster_2063	Zm00001d008772,Zm00001d008769
Cluster_2064	Zm00001d008779,Zm00001d008784
Cluster_2065	Zm00001d008794,Zm00001d008793
Cluster_2066	Zm00001d008837,Zm00001d008836
Cluster_2067	Zm00001d008891,Zm00001d008899,Zm00001d008901
Cluster_2068	Zm00001d008903,Zm00001d008905
Cluster_2069	Zm00001d008925,Zm00001d008929,Zm00001d008928,Zm00001d008927,Zm00001d008934
Cluster_2070	Zm00001d008965,Zm00001d008966
Cluster_2071	Zm00001d008984,Zm00001d008990,Zm00001d008987,Zm00001d008985
Cluster_2072	Zm00001d009023,Zm00001d009024
Cluster_2073	Zm00001d008261,Zm00001d008260
Cluster_2074	Zm00001d009082,Zm00001d009083
Cluster_2075	Zm00001d009090,Zm00001d009088
Cluster_2076	Zm00001d009121,Zm00001d009119
Cluster_2077	Zm00001d009124,Zm00001d009113
Cluster_2078	Zm00001d009140,Zm00001d009138
Cluster_2079	Zm00001d008289,Zm00001d008291
Cluster_2080	Zm00001d009220,Zm00001d009221
Cluster_2081	Zm00001d009231,Zm00001d009230
Cluster_2082	Zm00001d008299,Zm00001d008300
Cluster_2083	Zm00001d008307,Zm00001d008308
Cluster_2084	Zm00001d008314,Zm00001d008318
Cluster_2085	Zm00001d008322,Zm00001d008323
Cluster_2086	Zm00001d009315,Zm00001d009314
Cluster_2087	Zm00001d008331,Zm00001d008332
Cluster_2088	Zm00001d009317,Zm00001d009316
Cluster_2089	Zm00001d009362,Zm00001d009361
Cluster_2090	Zm00001d009396,Zm00001d009395
Cluster_2091	Zm00001d009448,Zm00001d009447
Cluster_2092	Zm00001d009461,Zm00001d009462
Cluster_2093	Zm00001d009541,Zm00001d009542
Cluster_2094	Zm00001d009567,Zm00001d009566
Cluster_2095	Zm00001d009605,Zm00001d009600,Zm00001d009603
Cluster_2096	Zm00001d008399,Zm00001d008403
Cluster_2097	Zm00001d009626,Zm00001d009620
Cluster_2098	Zm00001d009657,Zm00001d009650,Zm00001d009653,Zm00001d009656
Cluster_2099	Zm00001d009676,Zm00001d009671,Zm00001d009672
Cluster_2100	Zm00001d009705,Zm00001d009706
Cluster_2101	Zm00001d009732,Zm00001d009734
Cluster_2102	Zm00001d009733,Zm00001d009731
Cluster_2103	Zm00001d009735,Zm00001d009733
Cluster_2104	Zm00001d009738,Zm00001d009737
Cluster_2105	Zm00001d009750,Zm00001d009751
Cluster_2106	Zm00001d008412,Zm00001d008413
Cluster_2107	Zm00001d009870,Zm00001d009868
Cluster_2108	Zm00001d008433,Zm00001d008434
Cluster_2109	Zm00001d009873,Zm00001d009874
Cluster_2110	Zm00001d009886,Zm00001d009887
Cluster_2111	Zm00001d009894,Zm00001d009895
Cluster_2112	Zm00001d009923,Zm00001d009924
Cluster_2113	Zm00001d008452,Zm00001d008450
Cluster_2114	Zm00001d009950,Zm00001d009948
Cluster_2115	Zm00001d009965,Zm00001d009952
Cluster_2116	Zm00001d010032,Zm00001d010031
Cluster_2117	Zm00001d010034,Zm00001d010036
Cluster_2118	Zm00001d010043,Zm00001d010044
Cluster_2119	Zm00001d008477,Zm00001d008468,Zm00001d008465,Zm00001d008460,Zm00001d008467,Zm00001d008488,Zm00001d008458,Zm00001d008489,Zm00001d008457,Zm00001d008485,Zm00001d008462,Zm00001d008487,Zm00001d008466,Zm00001d008478,Zm00001d008479,Zm00001d008461
Cluster_2120	Zm00001d010094,Zm00001d010093,Zm00001d010102,Zm00001d010105
Cluster_2121	Zm00001d010103,Zm00001d010098,Zm00001d010104,Zm00001d010099,Zm00001d010101
Cluster_2122	Zm00001d010118,Zm00001d010117
Cluster_2123	Zm00001d046651,Zm00001d046649
Cluster_2124	Zm00001d046667,Zm00001d046668
Cluster_2125	Zm00001d046675,Zm00001d046673
Cluster_2126	Zm00001d046697,Zm00001d046700,Zm00001d046705,Zm00001d046711,Zm00001d046714,Zm00001d046706,Zm00001d046713
Cluster_2127	Zm00001d046703,Zm00001d046704
Cluster_2128	Zm00001d046736,Zm00001d046737
Cluster_2129	Zm00001d046766,Zm00001d046765
Cluster_2130	Zm00001d046797,Zm00001d046795
Cluster_2131	Zm00001d045030,Zm00001d045031
Cluster_2132	Zm00001d046800,Zm00001d046801,Zm00001d046794,Zm00001d046798
Cluster_2133	Zm00001d046812,Zm00001d046813
Cluster_2134	Zm00001d046831,Zm00001d046828
Cluster_2135	Zm00001d046832,Zm00001d046833
Cluster_2136	Zm00001d046839,Zm00001d046842
Cluster_2137	Zm00001d046841,Zm00001d046840
Cluster_2138	Zm00001d046859,Zm00001d046846
Cluster_2139	Zm00001d046881,Zm00001d046875
Cluster_2140	Zm00001d046921,Zm00001d046922
Cluster_2141	Zm00001d046939,Zm00001d046941
Cluster_2142	Zm00001d046986,Zm00001d046993
Cluster_2143	Zm00001d045070,Zm00001d045071
Cluster_2144	Zm00001d047030,Zm00001d047028
Cluster_2145	Zm00001d047032,Zm00001d047033
Cluster_2146	Zm00001d047066,Zm00001d047064
Cluster_2147	Zm00001d047087,Zm00001d047089,Zm00001d047090,Zm00001d047091,Zm00001d047094,Zm00001d047096,Zm00001d047093
Cluster_2148	Zm00001d047097,Zm00001d047099
Cluster_2149	Zm00001d047115,Zm00001d047111,Zm00001d047114,Zm00001d047117,Zm00001d047113,Zm00001d047116
Cluster_2150	Zm00001d047121,Zm00001d047122
Cluster_2151	Zm00001d047135,Zm00001d047142,Zm00001d047146,Zm00001d047147
Cluster_2152	Zm00001d047146,Zm00001d047147
Cluster_2153	Zm00001d047161,Zm00001d047160
Cluster_2154	Zm00001d047170,Zm00001d047169
Cluster_2155	Zm00001d045088,Zm00001d045086
Cluster_2156	Zm00001d047174,Zm00001d047175
Cluster_2157	Zm00001d047190,Zm00001d047189
Cluster_2158	Zm00001d047192,Zm00001d047194
Cluster_2159	Zm00001d047199,Zm00001d047200
Cluster_2160	Zm00001d045089,Zm00001d045090
Cluster_2161	Zm00001d047211,Zm00001d047212,Zm00001d047210
Cluster_2162	Zm00001d045092,Zm00001d045091
Cluster_2163	Zm00001d047235,Zm00001d047223
Cluster_2164	Zm00001d047311,Zm00001d047312
Cluster_2165	Zm00001d047327,Zm00001d047326
Cluster_2166	Zm00001d047334,Zm00001d047330,Zm00001d047333
Cluster_2167	Zm00001d047355,Zm00001d047356
Cluster_2168	Zm00001d047392,Zm00001d047395
Cluster_2169	Zm00001d047404,Zm00001d047407
Cluster_2170	Zm00001d047405,Zm00001d047406,Zm00001d047408
Cluster_2171	Zm00001d047410,Zm00001d047411
Cluster_2172	Zm00001d047418,Zm00001d047417
Cluster_2173	Zm00001d047425,Zm00001d047424
Cluster_2174	Zm00001d047542,Zm00001d047548,Zm00001d047553
Cluster_2175	Zm00001d047543,Zm00001d047549
Cluster_2176	Zm00001d047625,Zm00001d047621
Cluster_2177	Zm00001d047639,Zm00001d047651,Zm00001d047656,Zm00001d047658
Cluster_2178	Zm00001d047647,Zm00001d047648,Zm00001d047654,Zm00001d047657
Cluster_2179	Zm00001d047737,Zm00001d047738
Cluster_2180	Zm00001d045141,Zm00001d045145
Cluster_2181	Zm00001d047762,Zm00001d047761
Cluster_2182	Zm00001d047781,Zm00001d047783,Zm00001d047785,Zm00001d047782,Zm00001d047784
Cluster_2183	Zm00001d047850,Zm00001d047851
Cluster_2184	Zm00001d047885,Zm00001d047886,Zm00001d047887,Zm00001d047884
Cluster_2185	Zm00001d047890,Zm00001d047892
Cluster_2186	Zm00001d047933,Zm00001d047934
Cluster_2187	Zm00001d047938,Zm00001d047939
Cluster_2188	Zm00001d045163,Zm00001d045169,Zm00001d045159
Cluster_2189	Zm00001d048009,Zm00001d048010
Cluster_2190	Zm00001d045164,Zm00001d045158,Zm00001d045157
Cluster_2191	Zm00001d048034,Zm00001d048035
Cluster_2192	Zm00001d048054,Zm00001d048053
Cluster_2193	Zm00001d048093,Zm00001d048094
Cluster_2194	Zm00001d048136,Zm00001d048135
Cluster_2195	Zm00001d048139,Zm00001d048140
Cluster_2196	Zm00001d048151,Zm00001d048152
Cluster_2197	Zm00001d048159,Zm00001d048157,Zm00001d048158
Cluster_2198	Zm00001d048166,Zm00001d048169
Cluster_2199	Zm00001d048189,Zm00001d048187
Cluster_2200	Zm00001d048191,Zm00001d048192
Cluster_2201	Zm00001d048207,Zm00001d048205
Cluster_2202	Zm00001d048222,Zm00001d048223
Cluster_2203	Zm00001d048252,Zm00001d048255
Cluster_2204	Zm00001d048256,Zm00001d048253
Cluster_2205	Zm00001d048266,Zm00001d048267
Cluster_2206	Zm00001d048268,Zm00001d048263
Cluster_2207	Zm00001d048289,Zm00001d048288
Cluster_2208	Zm00001d048298,Zm00001d048297,Zm00001d048296
Cluster_2209	Zm00001d048303,Zm00001d048306
Cluster_2210	Zm00001d048329,Zm00001d048327
Cluster_2211	Zm00001d048345,Zm00001d048341,Zm00001d048342
Cluster_2212	Zm00001d048353,Zm00001d048354
Cluster_2213	Zm00001d048389,Zm00001d048387
Cluster_2214	Zm00001d048404,Zm00001d048400
Cluster_2215	Zm00001d048416,Zm00001d048417
Cluster_2216	Zm00001d045191,Zm00001d045190,Zm00001d045185,Zm00001d045184
Cluster_2217	Zm00001d048457,Zm00001d048456
Cluster_2218	Zm00001d048492,Zm00001d048484
Cluster_2219	Zm00001d048494,Zm00001d048495
Cluster_2220	Zm00001d048559,Zm00001d048560,Zm00001d048558
Cluster_2221	Zm00001d048570,Zm00001d048573
Cluster_2222	Zm00001d048575,Zm00001d048576
Cluster_2223	Zm00001d045228,Zm00001d045221,Zm00001d045226
Cluster_2224	Zm00001d045231,Zm00001d045227
Cluster_2225	Zm00001d045238,Zm00001d045240
Cluster_2226	Zm00001d045247,Zm00001d045235,Zm00001d045244
Cluster_2227	Zm00001d045256,Zm00001d045260,Zm00001d045258,Zm00001d045257
Cluster_2228	Zm00001d045274,Zm00001d045277,Zm00001d045272
Cluster_2229	Zm00001d045276,Zm00001d045271
Cluster_2230	Zm00001d045298,Zm00001d045302
Cluster_2231	Zm00001d044765,Zm00001d044763,Zm00001d044762
Cluster_2232	Zm00001d045313,Zm00001d045312
Cluster_2233	Zm00001d045314,Zm00001d045312
Cluster_2234	Zm00001d045340,Zm00001d045327,Zm00001d045350,Zm00001d045347,Zm00001d045341,Zm00001d045344,Zm00001d045342
Cluster_2235	Zm00001d045348,Zm00001d045342
Cluster_2236	Zm00001d045369,Zm00001d045370,Zm00001d045361
Cluster_2237	Zm00001d045374,Zm00001d045375
Cluster_2238	Zm00001d045392,Zm00001d045391,Zm00001d045390
Cluster_2239	Zm00001d045397,Zm00001d045402
Cluster_2240	Zm00001d045398,Zm00001d045400
Cluster_2241	Zm00001d044775,Zm00001d044776
Cluster_2242	Zm00001d045414,Zm00001d045408,Zm00001d045412,Zm00001d045406,Zm00001d045410
Cluster_2243	Zm00001d045454,Zm00001d045456
Cluster_2244	Zm00001d045459,Zm00001d045460
Cluster_2245	Zm00001d045466,Zm00001d045465
Cluster_2246	Zm00001d044795,Zm00001d044790
Cluster_2247	Zm00001d045529,Zm00001d045526
Cluster_2248	Zm00001d045564,Zm00001d045565
Cluster_2249	Zm00001d045567,Zm00001d045572
Cluster_2250	Zm00001d045574,Zm00001d045573,Zm00001d045575
Cluster_2251	Zm00001d045576,Zm00001d045582
Cluster_2252	Zm00001d045577,Zm00001d045578
Cluster_2253	Zm00001d045605,Zm00001d045604
Cluster_2254	Zm00001d045668,Zm00001d045669
Cluster_2255	Zm00001d045672,Zm00001d045656
Cluster_2256	Zm00001d045712,Zm00001d045708,Zm00001d045711,Zm00001d045713,Zm00001d045709
Cluster_2257	Zm00001d045721,Zm00001d045722,Zm00001d045720
Cluster_2258	Zm00001d045728,Zm00001d045729
Cluster_2259	Zm00001d045747,Zm00001d045746
Cluster_2260	Zm00001d045793,Zm00001d045774,Zm00001d045778
Cluster_2261	Zm00001d045836,Zm00001d045842,Zm00001d045843,Zm00001d045831,Zm00001d045849,Zm00001d045863,Zm00001d045855,Zm00001d045852
Cluster_2262	Zm00001d045839,Zm00001d045838
Cluster_2263	Zm00001d045846,Zm00001d045845
Cluster_2264	Zm00001d045875,Zm00001d045877
Cluster_2265	Zm00001d045890,Zm00001d045891,Zm00001d045892
Cluster_2266	Zm00001d045940,Zm00001d045941
Cluster_2267	Zm00001d045950,Zm00001d045945
Cluster_2268	Zm00001d046005,Zm00001d046004
Cluster_2269	Zm00001d046053,Zm00001d046054
Cluster_2270	Zm00001d046091,Zm00001d046093
Cluster_2271	Zm00001d044730,Zm00001d044732
Cluster_2272	Zm00001d046142,Zm00001d046148,Zm00001d046143,Zm00001d046154,Zm00001d046145,Zm00001d046152,Zm00001d046147,Zm00001d046156,Zm00001d046151
Cluster_2273	Zm00001d044897,Zm00001d044896
Cluster_2274	Zm00001d046153,Zm00001d046166
Cluster_2275	Zm00001d044907,Zm00001d044916
Cluster_2276	Zm00001d044908,Zm00001d044906
Cluster_2277	Zm00001d046186,Zm00001d046184,Zm00001d046187
Cluster_2278	Zm00001d044921,Zm00001d044920
Cluster_2279	Zm00001d046225,Zm00001d046226
Cluster_2280	Zm00001d046243,Zm00001d046242
Cluster_2281	Zm00001d044935,Zm00001d044934,Zm00001d044936,Zm00001d044933,Zm00001d044937
Cluster_2282	Zm00001d046272,Zm00001d046273
Cluster_2283	Zm00001d046318,Zm00001d046322,Zm00001d046319
Cluster_2284	Zm00001d046344,Zm00001d046342
Cluster_2285	Zm00001d044957,Zm00001d044958
Cluster_2286	Zm00001d044967,Zm00001d044966
Cluster_2287	Zm00001d046423,Zm00001d046424
Cluster_2288	Zm00001d046473,Zm00001d046460,Zm00001d046466
Cluster_2289	Zm00001d046488,Zm00001d046485
Cluster_2290	Zm00001d046490,Zm00001d046491
Cluster_2291	Zm00001d046492,Zm00001d046493
Cluster_2292	Zm00001d046501,Zm00001d046494
Cluster_2293	Zm00001d046517,Zm00001d046519,Zm00001d046518
Cluster_2294	Zm00001d044999,Zm00001d044996
Cluster_2295	Zm00001d045001,Zm00001d045009,Zm00001d045008,Zm00001d045006
Cluster_2296	Zm00001d046604,Zm00001d046610
Cluster_2297	Zm00001d000071,Zm00001d000072
Cluster_2298	Zm00001d000448,Zm00001d000449
Cluster_2299	Zm00001d000331,Zm00001d000335
Cluster_2300	Zm00001d000377,Zm00001d000373,Zm00001d000371
Cluster_2301	Zm00001d000020,Zm00001d000016
Cluster_2302	Zm00001d000006,Zm00001d000017,Zm00001d000008,Zm00001d000018,Zm00001d000012,Zm00001d000011
Cluster_2303	Zm00001d000195,Zm00001d000196
Cluster_2304	Zm00001d000041,Zm00001d000040
Cluster_2305	Zm00001d000363,Zm00001d000365
