Duplicate_ID	B_Genes	P_Genes	B_Ages	P_Ages
Nonsyntenic_Dup_0183	Zm00001d006274,Zm00001d006275,Zm00001d006276,Zm00001d006277,Zm00001d006279,Zm00001d006280,Zm00001d006282,Zm00001d006283,Zm00001d006285	Zm00008a009308,Zm00008a009311,Zm00008a009315,Zm00008a009316,Zm00008a009317	11.9277979365,0.00386164789873,0.00386164789873,0.00386164789873,0.00386164789873,0.00386164789873,0.000983104884191,0.000983104884191	0.00218462923782,0.00386164789873,0.000983104884191,0.0048070607102
Nonsyntenic_Dup_0184	Zm00001d006278,Zm00001d006281	Zm00008a009308,Zm00008a009311,Zm00008a009315,Zm00008a009316,Zm00008a009317	2.18818681811e-05	0.00151586290507,0.0020977313371,0.000495935593583,0.00365059052638
Nonsyntenic_Dup_0185	Zm00001d006300,Zm00001d006301,Zm00001d006307	Zm00008a009334	0.0974968194398,0.0704593983065	NA
Nonsyntenic_Dup_0186	Zm00001d006300,Zm00001d006301,Zm00001d006307	Zm00008a009335	0.244381107992,0.663310940864	NA
Nonsyntenic_Dup_0187	Zm00001d006300,Zm00001d006301,Zm00001d006307	Zm00008a009336	0.0326368462643,0.0433537726388	NA
Nonsyntenic_Dup_0188	Zm00001d006312,Zm00001d006313	Zm00008a009342	11.7330260166	NA
Nonsyntenic_Dup_0189	Zm00001d006340,Zm00001d006341,Zm00001d006342	Zm00008a009367,Zm00008a009368,Zm00008a009369	11.7372131883,11.7372131883	1.59349686361,0.358869914572
Nonsyntenic_Dup_0190	Zm00001d006446,Zm00001d006449,Zm00001d006450	Zm00008a009448	11.7369249952,2.30437123454	NA
Nonsyntenic_Dup_0191	Zm00001d006446,Zm00001d006449,Zm00001d006450	Zm00008a009449,Zm00008a009453,Zm00008a009454	11.8676568639,1.69203151999	2.09826962622,1.69203151999
Nonsyntenic_Dup_0192	Zm00001d006493,Zm00001d006494	Zm00008a009481,Zm00008a009482	11.7168139436	1.34760401429
Nonsyntenic_Dup_0193	Zm00001d006505,Zm00001d006506	Zm00008a009490	3.71109421117	NA
Nonsyntenic_Dup_0194	Zm00001d006514	Zm00008a009499,Zm00008a009500	NA	0.0115355573341
Nonsyntenic_Dup_0195	Zm00001d006525,Zm00001d006526	Zm00008a009506,Zm00008a009507	11.7299390054	11.7299390054
Nonsyntenic_Dup_0196	Zm00001d006527,Zm00001d006531,Zm00001d006535,Zm00001d006536	Zm00008a009508,Zm00008a009510	9.96072896342,11.7311937725,11.7311937725	3.07628685039
Nonsyntenic_Dup_0197	Zm00001d006527,Zm00001d006531,Zm00001d006535,Zm00001d006536	Zm00008a009509	11.9094467147,11.9094467147,0.012756225773	NA
Nonsyntenic_Dup_0198	Zm00001d006527,Zm00001d006531,Zm00001d006535,Zm00001d006536	Zm00008a009515	11.8863915633,11.8863915633,0.00540941132	NA
Nonsyntenic_Dup_0199	Zm00001d006547,Zm00001d006548	Zm00008a009522,Zm00008a009523	1.30686875581	0.000194815041352
Nonsyntenic_Dup_0200	Zm00001d006593	Zm00008a009557,Zm00008a009561	NA	0.668624103549
Nonsyntenic_Dup_0201	Zm00001d006683,Zm00001d006684	Zm00008a009640,Zm00008a009641	11.7095909893	11.7095909893
Nonsyntenic_Dup_0202	Zm00001d006688,Zm00001d006697	Zm00008a009644,Zm00008a009645	11.7376959816	0.50888930508
Nonsyntenic_Dup_0203	Zm00001d006735,Zm00001d006736	Zm00008a009672,Zm00008a009673,Zm00008a009674,Zm00008a009675,Zm00008a009677,Zm00008a009680	3.7506940128	11.7359205384,11.7359205384,1.11059402945,1.11059402945,0.285437466233
Nonsyntenic_Dup_0204	Zm00001d006774,Zm00001d006775	Zm00008a009713,Zm00008a009714	11.7270765148	11.7270765148
Nonsyntenic_Dup_0205	Zm00001d006776,Zm00001d006777	Zm00008a009715	11.6708822289	NA
Nonsyntenic_Dup_0206	Zm00001d006778,Zm00001d006779	Zm00008a009716	0.484975837898	NA
Nonsyntenic_Dup_0207	Zm00001d006923,Zm00001d006924	Zm00008a009814	11.7443944934	NA
Nonsyntenic_Dup_0208	Zm00001d006933,Zm00001d006936,Zm00001d006937	Zm00008a009822,Zm00008a009823,Zm00008a009824	2.61051688775,0.000332495140542	0.00142157145463,4.65713264146e-05
Nonsyntenic_Dup_0209	Zm00001d006947,Zm00001d006948	Zm00008a009833,Zm00008a009834	0.238863670501	0.0676858012796
Nonsyntenic_Dup_0210	Zm00001d007125,Zm00001d007127,Zm00001d007129	Zm00008a009920,Zm00008a009922	11.7378207046,0.234997926689	11.7378207046
Nonsyntenic_Dup_0211	Zm00001d007160,Zm00001d007161	Zm00008a009946	11.7405694035	NA
Nonsyntenic_Dup_0212	Zm00001d007166,Zm00001d007167	Zm00008a009950	11.8068394162	NA
Nonsyntenic_Dup_0213	Zm00001d007334,Zm00001d007337	Zm00008a010095	11.7632390705	NA
Nonsyntenic_Dup_0214	Zm00001d007341,Zm00001d007343	Zm00008a010098,Zm00008a010099	11.7201851402	10.5949076471
Nonsyntenic_Dup_0215	Zm00001d007367,Zm00001d007368	Zm00008a010112,Zm00008a010113,Zm00008a010116	0.00396837606959	11.9077748193,0.00396837606959
Nonsyntenic_Dup_0216	Zm00001d007400,Zm00001d007403	Zm00008a010142,Zm00008a010143	11.9045719098	0.00187063495789
Nonsyntenic_Dup_0217	Zm00001d007426,Zm00001d007430	Zm00008a010150,Zm00008a010153	7.83818459472	11.7241416697
Nonsyntenic_Dup_0218	Zm00001d007443,Zm00001d007444	Zm00008a010163	11.741233454	NA
Nonsyntenic_Dup_0219	Zm00001d007456,Zm00001d007457	Zm00008a010175,Zm00008a010181,Zm00008a010197	11.7431830863	9.47680081438,5.15337438703
Nonsyntenic_Dup_0220	Zm00001d007474,Zm00001d007477	Zm00008a010187,Zm00008a010189	11.8971211304	0.00183883066396
Nonsyntenic_Dup_0221	Zm00001d007486	Zm00008a010195,Zm00008a010198	NA	11.7241930933
Nonsyntenic_Dup_0222	Zm00001d007491,Zm00001d007495	Zm00008a010202,Zm00008a010206	11.9113092361	0.00206462176393
Nonsyntenic_Dup_0223	Zm00001d007530	Zm00008a010238,Zm00008a010240,Zm00008a010246,Zm00008a010252	NA	8.21718941362,8.21718941362,9.81182777841
Nonsyntenic_Dup_0224	Zm00001d007531,Zm00001d007534,Zm00001d007548,Zm00001d007555,Zm00001d007559	Zm00008a010238,Zm00008a010240,Zm00008a010246,Zm00008a010252	5.40184299043,11.7292254437,10.2018883588,10.2018883588	5.40184299043,11.7292254437,10.2018883588
Nonsyntenic_Dup_0225	Zm00001d007531,Zm00001d007534,Zm00001d007548,Zm00001d007555,Zm00001d007559	Zm00008a010245	11.0540940209,11.7776616231,6.29075765481,8.07186766858	NA
Nonsyntenic_Dup_0226	Zm00001d007549,Zm00001d007560	Zm00008a010247	11.7168986167	NA
Nonsyntenic_Dup_0227	Zm00001d007553,Zm00001d007567	Zm00008a010251,Zm00008a010255	11.817419288	5.35570335828
Nonsyntenic_Dup_0228	Zm00001d007554	Zm00008a010238,Zm00008a010240,Zm00008a010246,Zm00008a010252	NA	11.7378232906,11.7378232906,9.06342125069
Nonsyntenic_Dup_0229	Zm00001d007550,Zm00001d007561	Zm00008a010254	11.5537955295	NA
Nonsyntenic_Dup_0230	Zm00001d007586,Zm00001d007587,Zm00001d007589,Zm00001d007590	Zm00008a010272,Zm00008a010273	11.7144720723,11.7144720723,1.66397832445	3.00700041615
Nonsyntenic_Dup_0231	Zm00001d007604,Zm00001d007616,Zm00001d007618,Zm00001d007620,Zm00001d007623	Zm00008a010287	11.7330641887,0.0517600569411,11.7330641887,0.0188280423081	NA
Nonsyntenic_Dup_0232	Zm00001d007632,Zm00001d007635	Zm00008a010298,Zm00008a010303	11.7266147155	3.39464337904
Nonsyntenic_Dup_0233	Zm00001d007654	Zm00008a010319,Zm00008a010321,Zm00008a010322,Zm00008a010324,Zm00008a010327,Zm00008a010328,Zm00008a010329,Zm00008a010331,Zm00008a010332,Zm00008a010335,Zm00008a010337	NA	4.3456328983,7.95901124667,7.95901124667,7.95901124667,7.95901124667,4.3456328983,4.3456328983,2.39606429569,4.3456328983,2.38274748356
Nonsyntenic_Dup_0234	Zm00001d007654	Zm00008a010315,Zm00008a010320,Zm00008a010326,Zm00008a010336	NA	11.7478866121,0.0864344092875,0.0332328487769
Nonsyntenic_Dup_0235	Zm00001d007661,Zm00001d007665,Zm00001d007667,Zm00001d007670,Zm00001d007672,Zm00001d007675	Zm00008a010319,Zm00008a010321,Zm00008a010322,Zm00008a010324,Zm00008a010327,Zm00008a010328,Zm00008a010329,Zm00008a010331,Zm00008a010332,Zm00008a010335,Zm00008a010337	1.76092313782,5.34467108059,3.09952199368,11.7270332175,11.7270332175	5.34467108059,2.83540686954,3.24642100115,3.24642100115,3.24642100115,3.09952199368,3.09952199368,2.36604729493,3.09952199368,3.24642100115
Nonsyntenic_Dup_0236	Zm00001d007662,Zm00001d007664	Zm00008a010315,Zm00008a010320,Zm00008a010326,Zm00008a010336	0.0149559401762	11.7445775186,0.140065179816,0.0624596418719
Nonsyntenic_Dup_0237	Zm00001d007662,Zm00001d007664	Zm00008a010319,Zm00008a010321,Zm00008a010322,Zm00008a010324,Zm00008a010327,Zm00008a010328,Zm00008a010329,Zm00008a010331,Zm00008a010332,Zm00008a010335,Zm00008a010337	0.00170448478295	0.00494859040255,0.00116657204203,0.00116657204203,0.00336185051319,0.00336185051319,0.00262910041195,0.00182370342869,0.00182370342869,0.00137734982191,0.000475921839269
Nonsyntenic_Dup_0238	Zm00001d007661,Zm00001d007665,Zm00001d007667,Zm00001d007670,Zm00001d007672,Zm00001d007675	Zm00008a010325,Zm00008a010330,Zm00008a010334	0.00273772948031,0.00273772948031,0.000701078166922,11.9167576514,11.9167576514	0.000186127511627,0.000751827211496
Nonsyntenic_Dup_0239	Zm00001d007666	Zm00008a010319,Zm00008a010321,Zm00008a010322,Zm00008a010324,Zm00008a010327,Zm00008a010328,Zm00008a010329,Zm00008a010331,Zm00008a010332,Zm00008a010335,Zm00008a010337	NA	0.00493192140514,0.00248083158522,0.00248083158522,0.00248083158522,0.00248083158522,0.00235590173993,0.00145507927161,0.00235590173993,0.00235590173993,0.000715321861684
Nonsyntenic_Dup_0240	Zm00001d007666	Zm00008a010315,Zm00008a010320,Zm00008a010326,Zm00008a010336	NA	11.7271468149,0.388201061503,0.180267107104
Nonsyntenic_Dup_0241	Zm00001d007669	Zm00008a010315,Zm00008a010320,Zm00008a010326,Zm00008a010336	NA	11.7250879317,0.251794983077,0.126735787093
Nonsyntenic_Dup_0242	Zm00001d007669	Zm00008a010319,Zm00008a010321,Zm00008a010322,Zm00008a010324,Zm00008a010327,Zm00008a010328,Zm00008a010329,Zm00008a010331,Zm00008a010332,Zm00008a010335,Zm00008a010337	NA	7.67881245735,1.21097521215,1.64043098951,5.56648208718,5.56648208718,4.7038110659,3.58568377575,3.58568377575,2.98062225924,1.64043098951
Nonsyntenic_Dup_0243	Zm00001d007700,Zm00001d007705	Zm00008a010352,Zm00008a010353	11.7349775966	11.7262389331
Nonsyntenic_Dup_0244	Zm00001d007714	Zm00008a010365,Zm00008a010366	NA	11.7291112038
Nonsyntenic_Dup_0245	Zm00001d007725,Zm00001d007743	Zm00008a010380,Zm00008a010383	11.7122944393	11.7122944393
Nonsyntenic_Dup_0246	Zm00001d007726,Zm00001d007732,Zm00001d007740,Zm00001d007746	Zm00008a010381,Zm00008a010386,Zm00008a010395	1.49449408396,11.7275879133,11.7275879133	1.49449408396,1.49449408396
Nonsyntenic_Dup_0247	Zm00001d007733	Zm00008a010381,Zm00008a010386,Zm00008a010395	NA	0.132700098207,0.132700098207
Nonsyntenic_Dup_0248	Zm00001d007725,Zm00001d007743	Zm00008a010382	0.765325623844	NA
Nonsyntenic_Dup_0249	Zm00001d007750	Zm00008a010387,Zm00008a010389,Zm00008a010391,Zm00008a010394,Zm00008a010396,Zm00008a010399,Zm00008a010400	NA	11.8869670907,11.8869670907,0.00112914607497,0.00242051672571,0.00162112649623,0.00175570418977
Nonsyntenic_Dup_0250	Zm00001d007755,Zm00001d007757	Zm00008a010404,Zm00008a010406	8.95424808716	1.17350788119
Nonsyntenic_Dup_0251	Zm00001d007777,Zm00001d007782	Zm00008a010425,Zm00008a010428	11.7208190487	1.35313712783
Nonsyntenic_Dup_0252	Zm00001d007807	Zm00008a010445,Zm00008a010446	NA	4.66506600048
Nonsyntenic_Dup_0253	Zm00001d007810,Zm00001d007815,Zm00001d007819	Zm00008a010448,Zm00008a010449,Zm00008a010450	1.53781100653,11.7393667159	0.370795435586,0.896424946693
Nonsyntenic_Dup_0254	Zm00001d007831,Zm00001d007832	Zm00008a010461,Zm00008a010462	11.9004411279	5.66507884439
Nonsyntenic_Dup_0255	Zm00001d007843,Zm00001d007848	Zm00008a010582	11.7277461362	NA
Nonsyntenic_Dup_0256	Zm00001d007843,Zm00001d007848	Zm00008a010585	11.728582279	NA
Nonsyntenic_Dup_0257	Zm00001d007851,Zm00001d007853	Zm00008a010522,Zm00008a010524	11.7290580185	1.28098441642
Nonsyntenic_Dup_0258	Zm00001d007858	Zm00008a010518,Zm00008a010519	NA	4.7804656175
Nonsyntenic_Dup_0259	Zm00001d007894	Zm00008a010471,Zm00008a010473,Zm00008a010474	NA	0.49338390378,11.737004393
Nonsyntenic_Dup_0260	Zm00001d007900	Zm00008a010479,Zm00008a010482	NA	11.7304367495
Nonsyntenic_Dup_0261	Zm00001d007918,Zm00001d007924	Zm00008a010528	11.7657362357	NA
Nonsyntenic_Dup_0262	Zm00001d008260,Zm00001d008261	Zm00008a029839	3.43293751412	NA
Nonsyntenic_Dup_0263	Zm00001d008331,Zm00001d008332	Zm00008a029890,Zm00008a029891,Zm00008a029892	11.736368885	0.76435627307,0.90934373937
Nonsyntenic_Dup_0264	Zm00001d008399,Zm00001d008403	Zm00008a029940	11.7231659277	NA
Nonsyntenic_Dup_0265	Zm00001d008412,Zm00001d008413	Zm00008a029955,Zm00008a029956	11.7351770685	11.7351770685
Nonsyntenic_Dup_0266	Zm00001d008457,Zm00001d008458,Zm00001d008460,Zm00001d008461,Zm00001d008462,Zm00001d008465,Zm00001d008466,Zm00001d008467,Zm00001d008468,Zm00001d008477,Zm00001d008478,Zm00001d008479,Zm00001d008485,Zm00001d008487,Zm00001d008488,Zm00001d008489	Zm00008a029987	0.00377643375255,0.00484231897672,0.00102788584966,0.00331679155285,0.00484231897672,0.00484231897672,11.8960299884,11.8960299884,0.00484231897672,0.00484231897672,0.00167904989867,0.00484231897672,0.00230435599122,0.00331679155285,0.00484231897672	NA
Nonsyntenic_Dup_0267	Zm00001d008457,Zm00001d008458,Zm00001d008460,Zm00001d008461,Zm00001d008462,Zm00001d008465,Zm00001d008466,Zm00001d008467,Zm00001d008468,Zm00001d008477,Zm00001d008478,Zm00001d008479,Zm00001d008485,Zm00001d008487,Zm00001d008488,Zm00001d008489	Zm00008a029988	0.00573063936829,0.00573063936829,0.00277477751452,0.000838812354278,0.00375720396854,0.00375720396854,0.00594840806056,0.00594840806056,0.00375720396854,0.00375720396854,0.00150265379938,0.00375720396854,0.000838812354278,0.000838812354278,11.9120211875	NA
Nonsyntenic_Dup_0268	Zm00001d008457,Zm00001d008458,Zm00001d008460,Zm00001d008461,Zm00001d008462,Zm00001d008465,Zm00001d008466,Zm00001d008467,Zm00001d008468,Zm00001d008477,Zm00001d008478,Zm00001d008479,Zm00001d008485,Zm00001d008487,Zm00001d008488,Zm00001d008489	Zm00008a029989,Zm00008a029990	11.7153606843,11.7153606843,5.41885332363,1.55094680854,6.72506460261,6.72506460261,11.7153606843,11.7153606843,6.72506460261,6.72506460261,1.26078826146,6.72506460261,1.55094680854,1.55094680854,9.26856879619	0.648132146103
Nonsyntenic_Dup_0269	Zm00001d008494,Zm00001d008495,Zm00001d008496	Zm00008a029996	11.8978758952,0.00525628328299	NA
Nonsyntenic_Dup_0270	Zm00001d008581,Zm00001d008585	Zm00008a030065,Zm00008a030069	11.8951045254	0.00157856175846
Nonsyntenic_Dup_0271	Zm00001d008582,Zm00001d008584	Zm00008a030066	11.789478445	NA
Nonsyntenic_Dup_0272	Zm00001d008632,Zm00001d008633	Zm00008a030107,Zm00008a030109	11.7458353905	3.37545896699
Nonsyntenic_Dup_0273	Zm00001d008634,Zm00001d008635	Zm00008a030110	0.0725339490139	NA
Nonsyntenic_Dup_0274	Zm00001d008645,Zm00001d008646	Zm00008a030116,Zm00008a030117	0.00084932873782	0.000797099163377
Nonsyntenic_Dup_0275	Zm00001d008645,Zm00001d008646	Zm00008a030118	11.7919690266	NA
Nonsyntenic_Dup_0276	Zm00001d008671,Zm00001d008674	Zm00008a030138	11.7299500777	NA
Nonsyntenic_Dup_0277	Zm00001d008769,Zm00001d008772	Zm00008a030193	11.794290982	NA
Nonsyntenic_Dup_0278	Zm00001d008899,Zm00001d008901	Zm00008a030289,Zm00008a030295	11.7386967888	11.7386967888
Nonsyntenic_Dup_0279	Zm00001d008925,Zm00001d008927,Zm00001d008928,Zm00001d008929,Zm00001d008934	Zm00008a030316,Zm00008a030319,Zm00008a030320,Zm00008a030321,Zm00008a030325	5.4763170828,0.49850869905,11.7200377151,11.7200377151	0.986020591827,0.49850869905,8.7586082565,8.7586082565
Nonsyntenic_Dup_0280	Zm00001d008984	Zm00008a030363,Zm00008a030364,Zm00008a030366,Zm00008a030367	NA	2.57231475925,0.550582134808,0.413116008878
Nonsyntenic_Dup_0281	Zm00001d008985,Zm00001d008987,Zm00001d008990	Zm00008a030363,Zm00008a030364,Zm00008a030366,Zm00008a030367	0.0032360984349,0.0032360984349	11.9055831217,0.0032360984349,0.0032360984349
Nonsyntenic_Dup_0282	Zm00001d009113,Zm00001d009124	Zm00008a030452	11.8220484703	NA
Nonsyntenic_Dup_0283	Zm00001d009158	Zm00008a030489,Zm00008a030490	NA	11.7935132276
Nonsyntenic_Dup_0284	Zm00001d009165	Zm00008a030498,Zm00008a030499	NA	11.7558031686
Nonsyntenic_Dup_0285	Zm00001d009447,Zm00001d009448	Zm00008a030684,Zm00008a030686	11.7286869922	2.86265072139
Nonsyntenic_Dup_0286	Zm00001d009447,Zm00001d009448	Zm00008a030685	5.95713689926	NA
Nonsyntenic_Dup_0287	Zm00001d009461,Zm00001d009462	Zm00008a030693,Zm00008a030695	2.01370660785	1.50733541421
Nonsyntenic_Dup_0288	Zm00001d009489,Zm00001d009490	Zm00008a030715	11.737217579	NA
Nonsyntenic_Dup_0289	Zm00001d009489,Zm00001d009490	Zm00008a030717	8.30171482769	NA
Nonsyntenic_Dup_0290	Zm00001d009566,Zm00001d009567	Zm00008a030775	11.8155556546	NA
Nonsyntenic_Dup_0291	Zm00001d009600,Zm00001d009603,Zm00001d009605	Zm00008a030804,Zm00008a030807,Zm00008a030809	0.00321737076563,11.9068554722	0.00321737076563,0.00172018321573
Nonsyntenic_Dup_0292	Zm00001d009650,Zm00001d009652,Zm00001d009653,Zm00001d009657	Zm00008a030837	10.0370456946,11.7375011789,11.7375011789	NA
Nonsyntenic_Dup_0293	Zm00001d009650,Zm00001d009652,Zm00001d009653,Zm00001d009657	Zm00008a030839,Zm00008a030840,Zm00008a030842	0.00190897912189,11.8882723049,11.8882723049	0.00112679335299,0.00150949529744
Nonsyntenic_Dup_0294	Zm00001d009705,Zm00001d009706	Zm00008a030874,Zm00008a030875	11.7275444753	11.7275444753
Nonsyntenic_Dup_0295	Zm00001d009731	Zm00008a030895,Zm00008a030899	NA	7.43324603168
Nonsyntenic_Dup_0296	Zm00001d009732,Zm00001d009734	Zm00008a030896,Zm00008a030900	11.8047315493	5.82838818863
Nonsyntenic_Dup_0297	Zm00001d009733,Zm00001d009735	Zm00008a030898,Zm00008a030902	11.8228028826	11.8228028826
Nonsyntenic_Dup_0298	Zm00001d009733,Zm00001d009735	Zm00008a030895,Zm00008a030899	0.410073923317	0.362334554693
Nonsyntenic_Dup_0299	Zm00001d009868,Zm00001d009870	Zm00008a031000,Zm00008a031001,Zm00008a031017	5.37714410114	3.32477731888e-05,0.00011119653276
Nonsyntenic_Dup_0300	Zm00001d009883	Zm00008a031014,Zm00008a031015	NA	0.00607021092556
Nonsyntenic_Dup_0301	Zm00001d009886	Zm00008a031000,Zm00008a031001,Zm00008a031017	NA	2.36253211515,11.7199898959
Nonsyntenic_Dup_0302	Zm00001d009894,Zm00001d009895	Zm00008a031025,Zm00008a031028	11.734485867	11.734485867
Nonsyntenic_Dup_0303	Zm00001d009923,Zm00001d009924	Zm00008a031047	0.103378667836	NA
Nonsyntenic_Dup_0304	Zm00001d009948,Zm00001d009950	Zm00008a031066,Zm00008a031069	11.7384806147	11.7384806147
Nonsyntenic_Dup_0305	Zm00001d010034,Zm00001d010036	Zm00008a031123,Zm00008a031124	11.7230252925	1.68004045258
Nonsyntenic_Dup_0306	Zm00001d010093,Zm00001d010094,Zm00001d010102,Zm00001d010105	Zm00008a031179,Zm00008a031182,Zm00008a031183,Zm00008a031195	11.8620639634,1.40054153856,0.105374609216	0.401507406382,0.401507406382,0.127133358101
Nonsyntenic_Dup_0307	Zm00001d010098,Zm00001d010099,Zm00001d010103,Zm00001d010104	Zm00008a031180	11.0353142497,0.447589963845,11.0353142497	NA
Nonsyntenic_Dup_0308	Zm00001d010119	Zm00008a031179,Zm00008a031182,Zm00008a031183,Zm00008a031195	NA	11.7411103484,11.7411103484,1.19284728406
Nonsyntenic_Dup_0309	Zm00001d010146	Zm00008a031223,Zm00008a031227	NA	0.000200623269022
Nonsyntenic_Dup_0310	Zm00001d010149	Zm00008a031223,Zm00008a031227	NA	5.83563598477
Nonsyntenic_Dup_0311	Zm00001d010152,Zm00001d010162	Zm00008a031222,Zm00008a031226	4.22021733921	4.06687691784
Nonsyntenic_Dup_0312	Zm00001d010232,Zm00001d010233	Zm00008a031283,Zm00008a031284	4.86409547012	11.7327175641
Nonsyntenic_Dup_0313	Zm00001d010251,Zm00001d010255	Zm00008a031298,Zm00008a031299	11.7858358555	7.65083312069
Nonsyntenic_Dup_0314	Zm00001d010296,Zm00001d010297,Zm00001d010299,Zm00001d010302	Zm00008a031329,Zm00008a031330	0.771561344387,0.620355345397,11.7410824357	11.7410824357
Nonsyntenic_Dup_0315	Zm00001d010343,Zm00001d010345,Zm00001d010348	Zm00008a031355	11.8315906202,0.00655076202339	NA
Nonsyntenic_Dup_0316	Zm00001d010344,Zm00001d010347,Zm00001d010356	Zm00008a031357	11.776526871,11.776526871	NA
Nonsyntenic_Dup_0317	Zm00001d010397,Zm00001d010398	Zm00008a031382,Zm00008a031383	10.9774342056	0.010889793581
Nonsyntenic_Dup_0318	Zm00001d010442,Zm00001d010448	Zm00008a031411,Zm00008a031417	11.708580141	7.82300028658
Nonsyntenic_Dup_0319	Zm00001d010592,Zm00001d010593	Zm00008a031530	11.7932606899	NA
Nonsyntenic_Dup_0320	Zm00001d010649,Zm00001d010650	Zm00008a031570	11.7352638167	NA
Nonsyntenic_Dup_0321	Zm00001d010676	Zm00008a031588,Zm00008a031589	NA	11.8293844069
Nonsyntenic_Dup_0322	Zm00001d010684	Zm00008a031594,Zm00008a031595	NA	11.7326420119
Nonsyntenic_Dup_0323	Zm00001d010689,Zm00001d010690	Zm00008a031598	11.7444442311	NA
Nonsyntenic_Dup_0324	Zm00001d010749,Zm00001d010751	Zm00008a031643,Zm00008a031645	11.8272423132	11.8272423132
Nonsyntenic_Dup_0325	Zm00001d010764,Zm00001d010770,Zm00001d010773,Zm00001d010779,Zm00001d010782	Zm00008a031654,Zm00008a031656	3.92772771892,0.917583887738,11.7427995988,11.7427995988	6.2357975215
Nonsyntenic_Dup_0326	Zm00001d010768,Zm00001d010772,Zm00001d010780	Zm00008a031655	0.00138602690654,0.00138602690654	NA
Nonsyntenic_Dup_0327	Zm00001d010924,Zm00001d010925,Zm00001d010926	Zm00008a031769	11.9193798919,0.00105722276726	NA
Nonsyntenic_Dup_0328	Zm00001d010971	Zm00008a031786,Zm00008a031799,Zm00008a031809	NA	8.92716749976,11.7163459465
Nonsyntenic_Dup_0329	Zm00001d011004,Zm00001d011005	Zm00008a031840,Zm00008a031841	11.910072938	0.000342367587682
Nonsyntenic_Dup_0330	Zm00001d011014,Zm00001d011017,Zm00001d011026,Zm00001d011028	Zm00008a031849	0.00224377585564,0.00115738118864,0.00115738118864	NA
Nonsyntenic_Dup_0331	Zm00001d011034,Zm00001d011035	Zm00008a031851	11.7926424622	NA
Nonsyntenic_Dup_0332	Zm00001d011079,Zm00001d011080	Zm00008a031881	11.8028571416	NA
Nonsyntenic_Dup_0333	Zm00001d011086,Zm00001d011087	Zm00008a031887	11.7615417827	NA
Nonsyntenic_Dup_0334	Zm00001d011088	Zm00008a031883,Zm00008a031889	NA	6.75761375593
Nonsyntenic_Dup_0335	Zm00001d011260,Zm00001d011262	Zm00008a032028	11.7251729932	NA
Nonsyntenic_Dup_0336	Zm00001d011315,Zm00001d011319	Zm00008a032063,Zm00008a032064	11.7269212171	1.95901240219
Nonsyntenic_Dup_0337	Zm00001d011326,Zm00001d011327	Zm00008a032076,Zm00008a032077	11.7240996944	11.7240996944
Nonsyntenic_Dup_0338	Zm00001d011348,Zm00001d011349	Zm00008a032089	9.30145048617	NA
Nonsyntenic_Dup_0339	Zm00001d011417,Zm00001d011418,Zm00001d011419,Zm00001d011420,Zm00001d011422	Zm00008a032130,Zm00008a032132,Zm00008a032134,Zm00008a032135	11.8899284087,11.8899284087,11.8899284087,0.0017371554137	0.00191636138143,0.00229616690147,0.00189510553686
Nonsyntenic_Dup_0340	Zm00001d011428,Zm00001d011429	Zm00008a032143	3.65512168559	NA
Nonsyntenic_Dup_0341	Zm00001d011550,Zm00001d011551	Zm00008a032232,Zm00008a032233	10.4114560287	11.7282613104
Nonsyntenic_Dup_0342	Zm00001d011582,Zm00001d011583,Zm00001d011584	Zm00008a032260,Zm00008a032261,Zm00008a032262	0.598614582254,2.39309279445	11.7322696323,11.7322696323
