Duplicate_ID	Ancestral_Gene	B1_Genes	B2_Genes	P1_Genes	P2_Genes	B1_Ages	B2_Ages	P1_Ages	P2_Ages
Syntenic_Dup_0154	Sobic.004G010200	NA	Zm00001d054052,Zm00001d054054	NA	Zm00008a018909	NA	11.7365057285	NA	NA
Syntenic_Dup_0155	Sobic.004G011800	NA	Zm00001d054041,Zm00001d054042	NA	Zm00008a018901,Zm00008a018902	NA	11.7292087061	NA	11.7292087061
Syntenic_Dup_0156	Sobic.004G011900	NA	Zm00001d054041,Zm00001d054042	NA	Zm00008a018901,Zm00008a018902	NA	11.7156842761	NA	11.7156842761
Syntenic_Dup_0157	Sobic.004G012400	NA	Zm00001d054037	NA	Zm00008a018880,Zm00008a018898	NA	NA	NA	11.7124066371
Syntenic_Dup_0158	Sobic.004G018800	NA	Zm00001d053912,Zm00001d053913	NA	Zm00008a018810	NA	2.74993348115	NA	NA
Syntenic_Dup_0159	Sobic.004G023500	NA	Zm00001d053940,Zm00001d053943	NA	NA	NA	11.8172989328	NA	NA
Syntenic_Dup_0160	Sobic.004G056700	NA	Zm00001d053792,Zm00001d053797	NA	NA	NA	11.719709367	NA	NA
Syntenic_Dup_0161	Sobic.004G090100	NA	Zm00001d053599,Zm00001d053600	NA	NA	NA	11.7936294701	NA	NA
Syntenic_Dup_0162	Sobic.004G093000	NA	Zm00001d053587,Zm00001d053588	NA	Zm00008a018544,Zm00008a018545	NA	11.727543163	NA	11.727543163
Syntenic_Dup_0163	Sobic.004G093100	NA	Zm00001d053587,Zm00001d053588	NA	Zm00008a018544,Zm00008a018545	NA	11.7222949159	NA	11.7222949159
Syntenic_Dup_0164	Sobic.004G093900	NA	Zm00001d053578,Zm00001d053579	NA	Zm00008a018539	NA	11.7083193261	NA	NA
Syntenic_Dup_0165	Sobic.004G106600	NA	Zm00001d053513,Zm00001d053514	NA	Zm00008a018481,Zm00008a018482	NA	11.7219492244	NA	11.7219492244
Syntenic_Dup_0166	Sobic.004G113300	NA	Zm00001d053401,Zm00001d053402,Zm00001d053403	NA	Zm00008a018445,Zm00008a018446,Zm00008a018447	NA	11.7547600004,0.2520161043	NA	11.7547600004,0.2520161043
Syntenic_Dup_0167	Sobic.004G113900	NA	Zm00001d053395	NA	Zm00008a018439,Zm00008a018440	NA	NA	NA	11.7613079863
Syntenic_Dup_0168	Sobic.004G225800	NA	Zm00001d051223,Zm00001d051225	NA	Zm00008a016789,Zm00008a016791	NA	1.44484535013	NA	11.7335342845
Syntenic_Dup_0169	Sobic.004G230200	NA	Zm00001d052209,Zm00001d052210,Zm00001d052211	NA	Zm00008a017577,Zm00008a017578,Zm00008a017580	NA	11.7276625949,11.7276625949	NA	11.7276625949,11.7276625949
Syntenic_Dup_0170	Sobic.004G253000	NA	Zm00001d051706,Zm00001d051707,Zm00001d051708,Zm00001d051710,Zm00001d051711,Zm00001d051712,Zm00001d051715,Zm00001d051719,Zm00001d051720,Zm00001d051722,Zm00001d051724,Zm00001d051726,Zm00001d051727,Zm00001d051730,Zm00001d051732,Zm00001d051735	NA	NA	NA	4.32718284979,1.95703488285,11.7322599206,11.7322599206,9.67389028686,9.02541468156,11.7322599206,2.84554205774,11.7322599206,4.59525555041,4.59525555041,7.67134349135,7.67134349135,9.67389028686,11.7322599206	NA	NA
Syntenic_Dup_0171	Sobic.004G255000	NA	Zm00001d051692,Zm00001d051693,Zm00001d051695	NA	Zm00008a017159,Zm00008a017160,Zm00008a017162	NA	7.31919066735,11.7221326951	NA	7.31919066735,11.7221326951
Syntenic_Dup_0172	Sobic.004G259500	NA	Zm00001d051660,Zm00001d051661	NA	Zm00008a017151	NA	11.7492775471	NA	NA
Syntenic_Dup_0173	Sobic.004G259600	NA	Zm00001d051660,Zm00001d051661	NA	Zm00008a017150	NA	11.7657681157	NA	NA
Syntenic_Dup_0174	Sobic.004G286800	NA	Zm00001d051418,Zm00001d051419	NA	Zm00008a016924	NA	11.7314825495	NA	NA
Syntenic_Dup_0175	Sobic.004G288900	NA	Zm00001d051397,Zm00001d051399	NA	Zm00008a016912,Zm00008a016913	NA	8.18614304376	NA	11.7208610787
Syntenic_Dup_0176	Sobic.004G299300	NA	Zm00001d051323	NA	Zm00008a016854,Zm00008a016859	NA	NA	NA	11.7254453968
Syntenic_Dup_0177	Sobic.004G300701	NA	Zm00001d051313,Zm00001d051314	NA	Zm00008a016853	NA	11.7335609078	NA	NA
Syntenic_Dup_0178	Sobic.004G308200	NA	Zm00001d052168,Zm00001d052170	NA	Zm00008a017545,Zm00008a017546	NA	4.48620786694	NA	11.7419006174
Syntenic_Dup_0179	Sobic.004G308500	NA	Zm00001d052168,Zm00001d052170	NA	Zm00008a017545,Zm00008a017546	NA	1.98783517801	NA	11.7283936249
Syntenic_Dup_0180	Sobic.004G338500	NA	Zm00001d051961,Zm00001d051963,Zm00001d051964,Zm00001d051965	NA	Zm00008a017391	NA	11.0906320201,11.0906320201,5.11498321793	NA	NA
Syntenic_Dup_0181	Sobic.004G349300	NA	Zm00001d051887	NA	Zm00008a017331,Zm00008a017341	NA	NA	NA	11.7428207701
Syntenic_Dup_0182	Sobic.005G014200	NA	Zm00001d005056	NA	Zm00008a008405,Zm00008a008407	NA	NA	NA	9.03832433946
Syntenic_Dup_0183	Sobic.005G015700	NA	Zm00001d005038,Zm00001d005039	NA	Zm00008a008397	NA	11.7816288927	NA	NA
Syntenic_Dup_0184	Sobic.005G024900	NA	Zm00001d005001,Zm00001d005002	NA	Zm00008a008367,Zm00008a008368	NA	0.48312071789	NA	11.7458421696
Syntenic_Dup_0185	Sobic.005G025100	NA	Zm00001d004994,Zm00001d004995	NA	Zm00008a008364	NA	0.00684580548455	NA	NA
Syntenic_Dup_0186	Sobic.005G028800	NA	Zm00001d004977,Zm00001d004978	NA	Zm00008a008351,Zm00008a008352	NA	11.7406679146	NA	5.32621170617
Syntenic_Dup_0187	Sobic.005G031901	NA	Zm00001d004942,Zm00001d004945,Zm00001d004949	NA	Zm00008a008335	NA	10.2454126781,9.32738182421	NA	NA
Syntenic_Dup_0188	Sobic.005G050500	NA	Zm00001d004839,Zm00001d004841	NA	Zm00008a008218,Zm00008a008221	NA	11.7476122693	NA	6.95468799139
Syntenic_Dup_0189	Sobic.005G065700	NA	Zm00001d004721,Zm00001d004725,Zm00001d004728,Zm00001d004729,Zm00001d004730	NA	Zm00008a008133,Zm00008a008137,Zm00008a008138	NA	6.48255752462,8.85777341741,11.7378675637,5.50924163883	NA	8.85777341741,11.7378675637
Syntenic_Dup_0190	Sobic.005G089000	NA	Zm00001d007257,Zm00001d007258	NA	Zm00008a010020,Zm00008a010022	NA	11.7413834674	NA	11.7413834674
Syntenic_Dup_0191	Sobic.005G089200	NA	Zm00001d007257,Zm00001d007258	NA	Zm00008a010020,Zm00008a010022	NA	11.7371771983	NA	11.7371771983
Syntenic_Dup_0192	Sobic.005G120900	NA	Zm00001d007334,Zm00001d007337	NA	Zm00008a010095	NA	11.7451143965	NA	NA
Syntenic_Dup_0193	Sobic.005G121300	NA	Zm00001d007341,Zm00001d007343	NA	Zm00008a010098,Zm00008a010099	NA	11.7443198604	NA	3.37464474994
Syntenic_Dup_0194	Sobic.005G121700	NA	Zm00001d007347,Zm00001d007349	NA	Zm00008a010102,Zm00008a010103	NA	11.7344336789	NA	11.7344336789
Syntenic_Dup_0195	Sobic.005G134400	NA	Zm00001d007400,Zm00001d007403	NA	Zm00008a010142,Zm00008a010143	NA	11.7322752134	NA	11.7322752134
Syntenic_Dup_0196	Sobic.005G150700	NA	Zm00001d007456,Zm00001d007457	NA	Zm00008a010175,Zm00008a010181,Zm00008a010197	NA	0.619200722211	NA	11.7269412036,11.7269412036
Syntenic_Dup_0197	Sobic.005G156800	NA	Zm00001d007486	NA	Zm00008a010195,Zm00008a010198	NA	NA	NA	11.750070778
Syntenic_Dup_0198	Sobic.005G168000	NA	Zm00001d007531,Zm00001d007534,Zm00001d007548,Zm00001d007555,Zm00001d007559	NA	Zm00008a010238,Zm00008a010240,Zm00008a010246,Zm00008a010252	NA	3.080740329,6.18803071387,7.53938178751,7.53938178751	NA	3.080740329,6.18803071387,11.4797232928
Syntenic_Dup_0199	Sobic.005G168200	NA	Zm00001d007549,Zm00001d007560	NA	Zm00008a010247	NA	0.00668433974264	NA	NA
Syntenic_Dup_0200	Sobic.005G168500	NA	Zm00001d007553,Zm00001d007567	NA	Zm00008a010251,Zm00008a010255	NA	6.35729870135	NA	11.740846484
Syntenic_Dup_0201	Sobic.005G181700	NA	Zm00001d007602,Zm00001d007603	NA	Zm00008a010285,Zm00008a010286	NA	11.724266218	NA	11.724266218
Syntenic_Dup_0202	Sobic.005G182100	NA	Zm00001d007602,Zm00001d007603	NA	Zm00008a010285,Zm00008a010286	NA	11.7351171682	NA	11.7351171682
Syntenic_Dup_0203	Sobic.005G199400	NA	Zm00001d007661,Zm00001d007665,Zm00001d007667,Zm00001d007670,Zm00001d007672,Zm00001d007675	NA	Zm00008a010319,Zm00008a010321,Zm00008a010322,Zm00008a010324,Zm00008a010327,Zm00008a010328,Zm00008a010329,Zm00008a010331,Zm00008a010332,Zm00008a010335,Zm00008a010337	NA	11.7254861962,9.84723776943,5.61182827786,7.94539055853,7.94539055853	NA	11.7254861962,0.883341667424,1.50727396767,1.50727396767,5.61182827786,5.61182827786,6.41760142196,6.41760142196,4.53094524481,1.50727396767
Syntenic_Dup_0204	Sobic.006G002100	NA	Zm00001d024939	NA	Zm00008a037566,Zm00008a037567	NA	NA	NA	11.7232034598
Syntenic_Dup_0205	Sobic.006G004600	NA	Zm00001d024906,Zm00001d024907	NA	Zm00008a037535,Zm00008a037536	NA	0.00794415165544	NA	0.00165732313537
Syntenic_Dup_0206	Sobic.006G007300	NA	Zm00001d024897,Zm00001d024900	NA	NA	NA	11.8428785984	NA	NA
Syntenic_Dup_0207	Sobic.006G028600	NA	Zm00001d025019,Zm00001d025022	NA	Zm00008a037629,Zm00008a037632	NA	11.7354683382	NA	11.7354683382
Syntenic_Dup_0208	Sobic.006G029200	NA	Zm00001d025019,Zm00001d025022	NA	Zm00008a037629,Zm00008a037632	NA	11.7215521514	NA	11.7215521514
Syntenic_Dup_0209	Sobic.006G044100	NA	Zm00001d025200	NA	Zm00008a037759,Zm00008a037760	NA	NA	NA	11.7356448068
Syntenic_Dup_0210	Sobic.006G044600	NA	Zm00001d025185,Zm00001d025193	NA	Zm00008a037755,Zm00008a037756	NA	11.7323516167	NA	3.75536348173
Syntenic_Dup_0211	Sobic.006G055000	NA	Zm00001d025253,Zm00001d025255	NA	NA	NA	11.8275214777	NA	NA
Syntenic_Dup_0212	Sobic.006G070032	NA	Zm00001d025354,Zm00001d025355	NA	Zm00008a037855,Zm00008a037856	NA	11.7335767014	NA	11.7335767014
Syntenic_Dup_0213	Sobic.006G077200	NA	Zm00001d025389,Zm00001d025392,Zm00001d025395,Zm00001d025397	NA	Zm00008a037887	NA	0.609722063722,0.290604943706,5.52093900514	NA	NA
Syntenic_Dup_0214	Sobic.006G093200	NA	Zm00001d025491,Zm00001d025504	NA	Zm00008a037959,Zm00008a037961	NA	0.340897425819	NA	11.7400242461
Syntenic_Dup_0215	Sobic.006G102800	NA	Zm00001d025572,Zm00001d025573	NA	Zm00008a038017,Zm00008a038018	NA	1.3234587225	NA	11.7092348361
Syntenic_Dup_0216	Sobic.006G104800	NA	Zm00001d025584,Zm00001d025585	NA	Zm00008a038024,Zm00008a038025	NA	1.13440508284	NA	1.51684358798
Syntenic_Dup_0217	Sobic.006G110200	NA	Zm00001d025629,Zm00001d025633	NA	Zm00008a038064	NA	0.00110799990698	NA	NA
Syntenic_Dup_0218	Sobic.006G146000	NA	Zm00001d025846,Zm00001d025847	NA	Zm00008a038235,Zm00008a038236	NA	11.7274821962	NA	5.99507909514
Syntenic_Dup_0219	Sobic.006G146200	NA	Zm00001d025846,Zm00001d025847	NA	Zm00008a038235,Zm00008a038236	NA	9.91758689453	NA	11.7233965524
Syntenic_Dup_0220	Sobic.006G158266	NA	Zm00001d025920,Zm00001d025921	NA	Zm00008a038294	NA	11.7292685653	NA	NA
Syntenic_Dup_0221	Sobic.006G167800	NA	Zm00001d026182,Zm00001d026184,Zm00001d026191	NA	Zm00008a038511,Zm00008a038517	NA	3.15054878586,11.719788422	NA	11.719788422
Syntenic_Dup_0222	Sobic.006G170500	NA	Zm00001d026177,Zm00001d026178	NA	Zm00008a038506,Zm00008a038507	NA	11.7457815904	NA	11.7457815904
Syntenic_Dup_0223	Sobic.006G171100	NA	Zm00001d026169,Zm00001d026170,Zm00001d026171	NA	Zm00008a038492,Zm00008a038493	NA	0.554369281151,4.45489081292	NA	11.710873366
Syntenic_Dup_0224	Sobic.006G178300	NA	Zm00001d026133,Zm00001d026134	NA	Zm00008a038460,Zm00008a038461	NA	11.7380827707	NA	11.7380827707
Syntenic_Dup_0225	Sobic.006G234800	NA	Zm00001d026406,Zm00001d026412,Zm00001d026413	NA	Zm00008a038686	NA	0.598573061175,0.598573061175	NA	NA
Syntenic_Dup_0226	Sobic.006G258400	NA	Zm00001d026557,Zm00001d026558	NA	Zm00008a038803	NA	11.7605051003	NA	NA
Syntenic_Dup_0227	Sobic.006G274000	NA	Zm00001d026661,Zm00001d026663	NA	Zm00008a038888,Zm00008a038890	NA	11.7281073643	NA	11.7281073643
Syntenic_Dup_0228	Sobic.006G274800	NA	NA	NA	Zm00008a038893,Zm00008a038896	NA	NA	NA	11.8054937529
Syntenic_Dup_0229	Sobic.007G006501	NA	Zm00001d049727	NA	Zm00008a015689,Zm00008a015700,Zm00008a015715,Zm00008a015722	NA	NA	NA	11.7213414555,11.7213414555,4.92881251062
Syntenic_Dup_0230	Sobic.007G041200	NA	Zm00001d049573	NA	Zm00008a015578,Zm00008a015589	NA	NA	NA	11.7591770942
Syntenic_Dup_0231	Sobic.007G043400	NA	Zm00001d049559,Zm00001d049560	NA	Zm00008a015567	NA	11.7343834876	NA	NA
Syntenic_Dup_0232	Sobic.007G048200	NA	Zm00001d049536,Zm00001d049539	NA	Zm00008a015545,Zm00008a015546	NA	11.7305131117	NA	11.7305131117
Syntenic_Dup_0233	Sobic.007G048400	NA	Zm00001d049536,Zm00001d049539	NA	Zm00008a015545,Zm00008a015546	NA	11.7293030613	NA	11.7293030613
Syntenic_Dup_0234	Sobic.007G049600	NA	Zm00001d049528,Zm00001d049532	NA	Zm00008a015541,Zm00008a015543	NA	7.43995575444	NA	11.7208903293
Syntenic_Dup_0235	Sobic.007G120200	NA	Zm00001d050259,Zm00001d050260	NA	Zm00008a016113,Zm00008a016114	NA	11.7297952238	NA	11.7297952238
Syntenic_Dup_0236	Sobic.007G127600	NA	Zm00001d050320	NA	Zm00008a016157,Zm00008a016158	NA	NA	NA	11.7187511157
Syntenic_Dup_0237	Sobic.007G128000	NA	Zm00001d050323	NA	Zm00008a016157,Zm00008a016158	NA	NA	NA	11.7469933129
Syntenic_Dup_0238	Sobic.007G147000	NA	Zm00001d050090,Zm00001d050091	NA	Zm00008a015973,Zm00008a015974	NA	11.7130643622	NA	11.7130643622
Syntenic_Dup_0239	Sobic.007G147101	NA	Zm00001d050090,Zm00001d050091	NA	Zm00008a015973,Zm00008a015974	NA	2.5236373421	NA	11.7512010465
Syntenic_Dup_0240	Sobic.007G149500	NA	Zm00001d050099,Zm00001d050100	NA	Zm00008a015980	NA	11.7212322262	NA	NA
Syntenic_Dup_0241	Sobic.007G154100	NA	Zm00001d049996,Zm00001d049997	NA	Zm00008a015913	NA	11.8037923836	NA	NA
Syntenic_Dup_0242	Sobic.007G193500	NA	Zm00001d049822,Zm00001d049824	NA	Zm00008a015778,Zm00008a015781	NA	11.7271949768	NA	11.7271949768
Syntenic_Dup_0243	Sobic.007G199500	NA	Zm00001d049774,Zm00001d049777,Zm00001d049781	NA	Zm00008a015745,Zm00008a015747,Zm00008a015748	NA	3.33458690792,11.7111337329	NA	3.33458690792,11.7111337329
Syntenic_Dup_0244	Sobic.007G199600	NA	Zm00001d049774,Zm00001d049777,Zm00001d049781	NA	Zm00008a015745,Zm00008a015747,Zm00008a015748	NA	2.0632953487,11.7243104991	NA	2.0632953487,11.7243104991
Syntenic_Dup_0245	Sobic.007G199800	NA	Zm00001d049774,Zm00001d049777,Zm00001d049781	NA	Zm00008a015745,Zm00008a015747,Zm00008a015748	NA	6.06271838668,11.7282367408	NA	6.06271838668,11.7282367408
Syntenic_Dup_0246	Sobic.007G220700	NA	Zm00001d052827,Zm00001d052828,Zm00001d052829,Zm00001d052831	NA	Zm00008a018008,Zm00008a018009,Zm00008a018011,Zm00008a018012	NA	10.4391867006,10.4391867006,11.7285046503	NA	11.7285046503,8.31585140823,11.7285046503
Syntenic_Dup_0247	Sobic.007G222600	NA	Zm00001d052818,Zm00001d052819	NA	Zm00008a018004	NA	11.7969380286	NA	NA
Syntenic_Dup_0248	Sobic.008G008701	NA	Zm00001d044623,Zm00001d044626,Zm00001d044627	NA	NA	NA	11.7974292761,11.7974292761	NA	NA
Syntenic_Dup_0249	Sobic.008G009900	NA	Zm00001d044624,Zm00001d044628	NA	Zm00008a014758	NA	1.97936021153	NA	NA
Syntenic_Dup_0250	Sobic.008G018700	NA	Zm00001d044654,Zm00001d044655	NA	Zm00008a014777,Zm00008a014778,Zm00008a014779,Zm00008a014782,Zm00008a014783	NA	7.72630857123	NA	11.7305966371,3.93307855456,3.93307855456,1.74755051652
Syntenic_Dup_0251	Sobic.008G022600	NA	Zm00001d044669	NA	Zm00008a014828,Zm00008a014829	NA	NA	NA	11.7958126957
Syntenic_Dup_0252	Sobic.008G025500	NA	Zm00001d044670,Zm00001d044671	NA	Zm00008a014826,Zm00008a014827	NA	11.7292482804	NA	11.7292482804
Syntenic_Dup_0253	Sobic.008G068200	NA	Zm00001d041836,Zm00001d041842	NA	Zm00008a012533,Zm00008a012535	NA	0.707160802185	NA	11.7072140904
Syntenic_Dup_0254	Sobic.008G119800	NA	Zm00001d041678,Zm00001d041684	NA	Zm00008a012407,Zm00008a012412	NA	11.7241840357	NA	11.7241840357
Syntenic_Dup_0255	Sobic.008G134700	NA	Zm00001d041570,Zm00001d041571	NA	Zm00008a012311,Zm00008a012312	NA	11.7273826578	NA	11.7273826578
Syntenic_Dup_0256	Sobic.008G135600	NA	Zm00001d041551,Zm00001d041553	NA	Zm00008a012303	NA	11.7345179204	NA	NA
Syntenic_Dup_0257	Sobic.008G148400	NA	Zm00001d041362	NA	Zm00008a012172,Zm00008a012177	NA	NA	NA	10.7047804511
Syntenic_Dup_0258	Sobic.008G154700	NA	Zm00001d041403,Zm00001d041404	NA	Zm00008a012203	NA	11.7407072124	NA	NA
Syntenic_Dup_0259	Sobic.008G154801	NA	Zm00001d041403,Zm00001d041404	NA	NA	NA	11.8303469204	NA	NA
Syntenic_Dup_0260	Sobic.008G156900	NA	Zm00001d041416,Zm00001d041418	NA	Zm00008a012210,Zm00008a012211	NA	11.718663403	NA	7.2725278363
Syntenic_Dup_0261	Sobic.008G161800	NA	Zm00001d041456	NA	Zm00008a012232,Zm00008a012235	NA	NA	NA	11.8012066297
Syntenic_Dup_0262	Sobic.009G010700	NA	Zm00001d011072,Zm00001d011073	NA	Zm00008a031877	NA	4.08128441614	NA	NA
Syntenic_Dup_0263	Sobic.009G010800	NA	Zm00001d011072,Zm00001d011073	NA	Zm00008a031876	NA	11.8227013641	NA	NA
Syntenic_Dup_0264	Sobic.009G019400	NA	Zm00001d011014,Zm00001d011017,Zm00001d011026,Zm00001d011028	NA	NA	NA	11.718101226,11.718101226,1.68835654188	NA	NA
Syntenic_Dup_0265	Sobic.009G030600	NA	Zm00001d010945	NA	Zm00008a031786,Zm00008a031799,Zm00008a031809	NA	NA	NA	11.7454138009,6.73888714087
Syntenic_Dup_0266	Sobic.009G033400	NA	Zm00001d010924,Zm00001d010925,Zm00001d010926	NA	Zm00008a031769	NA	11.7627271407,11.7627271407	NA	NA
Syntenic_Dup_0267	Sobic.009G078700	NA	Zm00001d010450,Zm00001d010451	NA	Zm00008a031418,Zm00008a031419	NA	5.18335995276	NA	11.7348925773
Syntenic_Dup_0268	Sobic.009G079000	NA	Zm00001d010450,Zm00001d010451	NA	Zm00008a031418,Zm00008a031419	NA	5.97464827241	NA	11.70985214
Syntenic_Dup_0269	Sobic.009G079300	NA	Zm00001d010442,Zm00001d010448	NA	Zm00008a031411,Zm00008a031417	NA	7.94088479556	NA	11.7284349963
Syntenic_Dup_0270	Sobic.009G080900	NA	Zm00001d010440	NA	Zm00008a031409,Zm00008a031410	NA	NA	NA	11.7272947524
Syntenic_Dup_0271	Sobic.009G110200	NA	Zm00001d009894,Zm00001d009895	NA	Zm00008a031025,Zm00008a031028	NA	11.7244307684	NA	11.7244307684
Syntenic_Dup_0272	Sobic.009G142500	NA	Zm00001d010232,Zm00001d010233	NA	Zm00008a031283,Zm00008a031284	NA	11.7244102648	NA	3.31311976018
Syntenic_Dup_0273	Sobic.009G153600	NA	Zm00001d010152,Zm00001d010162	NA	Zm00008a031222,Zm00008a031226	NA	0.0836498313377	NA	11.7298318045
Syntenic_Dup_0274	Sobic.009G183800	NA	Zm00001d010673,Zm00001d010675	NA	Zm00008a031586,Zm00008a031587	NA	1.95921184167	NA	11.721175862
Syntenic_Dup_0275	Sobic.009G184000	NA	Zm00001d010673,Zm00001d010675	NA	Zm00008a031586,Zm00008a031587	NA	7.97372826352	NA	11.7382647686
Syntenic_Dup_0276	Sobic.009G201000	NA	Zm00001d010764,Zm00001d010770,Zm00001d010773,Zm00001d010779,Zm00001d010782	NA	Zm00008a031654,Zm00008a031656	NA	11.7360868233,1.71674756411,11.7360868233,11.2922269737	NA	11.7360868233
Syntenic_Dup_0277	Sobic.009G218450	NA	Zm00001d009447,Zm00001d009448	NA	Zm00008a030684,Zm00008a030686	NA	11.738341332	NA	11.738341332
Syntenic_Dup_0278	Sobic.009G232100	NA	Zm00001d009566,Zm00001d009567	NA	Zm00008a030775	NA	11.8187943452	NA	NA
Syntenic_Dup_0279	Sobic.009G251600	NA	Zm00001d009727,Zm00001d009728	NA	Zm00008a030892	NA	9.82889539821	NA	NA
Syntenic_Dup_0280	Sobic.009G251700	NA	Zm00001d009727,Zm00001d009728	NA	Zm00008a030893	NA	11.8165388535	NA	NA
Syntenic_Dup_0281	Sobic.010G002800	NA	Zm00001d035879,Zm00001d035881	NA	Zm00008a024072,Zm00008a024073	NA	11.732346241	NA	11.732346241
Syntenic_Dup_0282	Sobic.010G014100	NA	Zm00001d035974,Zm00001d035975	NA	Zm00008a024132,Zm00008a024133	NA	5.25598498493	NA	2.51798458419
Syntenic_Dup_0283	Sobic.010G014300	NA	Zm00001d035978,Zm00001d035980	NA	NA	NA	11.8075035747	NA	NA
Syntenic_Dup_0284	Sobic.010G023500	NA	Zm00001d036066,Zm00001d036068,Zm00001d036069,Zm00001d036072	NA	Zm00008a024195,Zm00008a024198,Zm00008a024199,Zm00008a024200	NA	7.25861758654,11.728154421,11.728154421	NA	7.25861758654,11.728154421,11.728154421
Syntenic_Dup_0285	Sobic.010G023600	NA	Zm00001d036066,Zm00001d036068,Zm00001d036069,Zm00001d036072	NA	Zm00008a024195,Zm00008a024198,Zm00008a024199,Zm00008a024200	NA	1.74973028327,11.7318151778,11.7318151778	NA	1.74973028327,11.7318151778,11.7318151778
Syntenic_Dup_0286	Sobic.010G029900	NA	Zm00001d036110,Zm00001d036112	NA	Zm00008a024221	NA	0.303740221235	NA	NA
Syntenic_Dup_0287	Sobic.010G047800	NA	Zm00001d036256	NA	Zm00008a024322,Zm00008a024325	NA	NA	NA	11.7472716934
Syntenic_Dup_0288	Sobic.010G050400	NA	Zm00001d036275,Zm00001d036278	NA	Zm00008a024332,Zm00008a024334,Zm00008a024335	NA	4.54418615153	NA	0.000479913511839,11.8649498088
Syntenic_Dup_0289	Sobic.010G102300	NA	Zm00001d037280,Zm00001d037281	NA	Zm00008a025090,Zm00008a025091	NA	11.7368244867	NA	11.7368244867
Syntenic_Dup_0290	Sobic.010G102500	NA	Zm00001d037280,Zm00001d037281	NA	Zm00008a025090,Zm00008a025091	NA	11.734936173	NA	11.734936173
Syntenic_Dup_0291	Sobic.010G111800	NA	Zm00001d037315	NA	Zm00008a025115,Zm00008a025116	NA	NA	NA	11.7177873401
Syntenic_Dup_0292	Sobic.010G122400	NA	Zm00001d037386,Zm00001d037389	NA	Zm00008a025171,Zm00008a025174	NA	4.85050901396	NA	11.7189174422
Syntenic_Dup_0293	Sobic.010G124700	NA	Zm00001d037397,Zm00001d037398	NA	Zm00008a025179,Zm00008a025180	NA	11.7305839982	NA	11.7305839982
Syntenic_Dup_0294	Sobic.010G183700	NA	Zm00001d036900	NA	Zm00008a024794,Zm00008a024802	NA	NA	NA	1.70809199436
Syntenic_Dup_0295	Sobic.010G203500	NA	Zm00001d036762,Zm00001d036763	NA	Zm00008a024687,Zm00008a024689	NA	11.722738121	NA	11.722738121
Syntenic_Dup_0296	Sobic.010G203600	NA	Zm00001d036762,Zm00001d036763	NA	Zm00008a024688	NA	11.723218214	NA	NA
Syntenic_Dup_0297	Sobic.010G204100	NA	Zm00001d036760,Zm00001d036761	NA	Zm00008a024685,Zm00008a024686	NA	5.0048048387	NA	11.7405598199
Syntenic_Dup_0298	Sobic.010G219400	NA	Zm00001d036655,Zm00001d036660,Zm00001d036663,Zm00001d036667	NA	Zm00008a024613,Zm00008a024614	NA	8.17057250609,8.17057250609,11.7276371333	NA	2.56687162502
Syntenic_Dup_0299	Sobic.010G221500	NA	Zm00001d036641,Zm00001d036643,Zm00001d036646,Zm00001d036647	NA	Zm00008a024600	NA	11.734451042,8.44063617098,9.32122842888	NA	NA
Syntenic_Dup_0300	Sobic.010G224400	NA	Zm00001d036621,Zm00001d036622	NA	Zm00008a024575	NA	11.7204464303	NA	NA
Syntenic_Dup_0301	Sobic.010G239300	NA	Zm00001d036541,Zm00001d036542	NA	Zm00008a024520	NA	11.7376641846	NA	NA
Syntenic_Dup_0302	Sobic.010G239400	NA	Zm00001d036541,Zm00001d036542	NA	Zm00008a040281	NA	11.7288699758	NA	NA
Syntenic_Dup_0303	Sobic.010G251400	NA	Zm00001d036465,Zm00001d036468	NA	Zm00008a024471	NA	0.00840970834368	NA	NA
Syntenic_Dup_0304	Sobic.007G065800	Zm00001d000006,Zm00001d000008,Zm00001d000012,Zm00001d000017,Zm00001d000018	Zm00001d049418,Zm00001d049419,Zm00001d049420,Zm00001d049421,Zm00001d049423,Zm00001d049424,Zm00001d049425,Zm00001d049426,Zm00001d049427,Zm00001d049428,Zm00001d049430,Zm00001d049431,Zm00001d049432,Zm00001d049433,Zm00001d049434,Zm00001d049435,Zm00001d049436,Zm00001d049437,Zm00001d049438,Zm00001d049439	Zm00008a037037,Zm00008a037039,Zm00008a037041,Zm00008a037043	Zm00008a015471,Zm00008a015473,Zm00008a015474,Zm00008a015475,Zm00008a015476,Zm00008a015477,Zm00008a015478,Zm00008a015479	6.36035543614,2.38717002014,0.276910343319,11.7338011679	0.336464623064,6.36035543614,1.15125519308,0.675395030611,6.36035543614,6.36035543614,11.7338011679,11.7338011679,0.995214676811,6.36035543614,0.0303750033287,0.0111776523906,0.0552942855209,11.7338011679,11.7338011679,11.7338011679,11.7338011679,11.7338011679,0.220627998659	1.33106864401,0.543110131831,9.15681248378	1.19052697488,0.322713543776,1.94671243474,1.23895435684,0.653475863393,1.23895435684,1.23895435684
Syntenic_Dup_0305	Sobic.007G065600	Zm00001d000016,Zm00001d000020	NA	Zm00008a037036	NA	11.7259201861	NA	NA	NA
Syntenic_Dup_0306	Sobic.005G067300	Zm00001d000163	Zm00001d004718,Zm00001d004719	Zm00008a018191	Zm00008a008130	NA	0.685469880733	NA	NA
