Orthogroup,B73,PH207
OG0006376,Zm00001d039975_T001_1,Zm00008a011195_C01_1
OG0015098,Zm00001d039974_T001_1,Zm00008a011194_C01_1
OG0005677,Zm00001d039982_T001_1,Zm00008a011207_C01_1
OG0008925,Zm00001d039991_T001_1,Zm00008a011214_C01_1
OG0007531,Zm00001d039987_T003_1,Zm00008a011211_C01_1
OG0015266,Zm00001d039988_T001_1,Zm00008a011212_C01_1
OG0010868,Zm00001d039994_T001_1,Zm00008a011218_C01_1
OG0001834,Zm00001d040004_T001_1,Zm00008a011222_C01_1
OG0009512,Zm00001d040005_T001_1,Zm00008a011226_C01_1
OG0013488,Zm00001d040006_T001_1,Zm00008a011227_C01_1
OG0017639,"Zm00001d034119_T001_1, Zm00001d030964_T001_1, Zm00001d035496_T004_1, Zm00001d008179_T003_1, Zm00001d049202_T001_1",Zm00008a011224_C01_1
OG0008876,Zm00001d040011_T001_1,Zm00008a011232_C01_1
OG0012616,Zm00001d040019_T001_1,Zm00008a011233_C01_1
OG0007209,Zm00001d040010_T003_1,Zm00008a011230_C01_1
OG0005399,Zm00001d040008_T005_1,Zm00008a011229_C01_1
OG0017326,Zm00001d051312_T001_1,"Zm00008a011231_C01_1, Zm00008a026939_C01_1, Zm00008a027815_C01_1, Zm00008a033235_C01_1, Zm00008a016816_C01_1, Zm00008a024494_C01_1, Zm00008a010114_C01_1, Zm00008a022524_C01_1"
OG0000502,Zm00001d040026_T002_1,Zm00008a011237_C01_1
OG0000687,"Zm00001d040029_T001_1, Zm00001d040028_T001_1",Zm00008a011239_C01_1
OG0000687,Zm00001d040027_T002_1,Zm00008a011238_C01_1
OG0000471,Zm00001d040033_T001_1,Zm00008a011240_C01_1
OG0003273,Zm00001d040020_T001_1,Zm00008a011234_C01_1
OG0013386,Zm00001d040040_T001_1,Zm00008a011245_C01_1
OG0000420,"Zm00001d021916_T002_1, Zm00001d029606_T001_1","Zm00008a011246_C01_1, Zm00008a008062_C01_1"
OG0000160,Zm00001d040044_T001_1,Zm00008a011247_C01_1
OG0011678,Zm00001d040038_T001_1,Zm00008a011244_C01_1
OG0006467,Zm00001d040056_T005_1,Zm00008a011255_C01_1
OG0006402,Zm00001d040059_T002_1,Zm00008a011258_C01_1
OG0014128,Zm00001d040057_T001_1,Zm00008a011256_C01_1
OG0002898,Zm00001d040047_T001_1,Zm00008a011249_C01_1
OG0009824,Zm00001d040048_T001_1,Zm00008a011250_C01_1
OG0016641,Zm00001d040050_T001_1,Zm00008a011253_C01_1
OG0004793,Zm00001d040046_T001_1,Zm00008a011248_C01_1
OG0000819,Zm00001d040064_T001_1,Zm00008a011261_C01_1
OG0000819,Zm00001d040060_T001_1,Zm00008a011259_C01_1
OG0000911,Zm00001d040061_T002_1,Zm00008a011260_C01_1
OG0007407,Zm00001d040067_T001_1,Zm00008a011264_C01_1
OG0005977,Zm00001d040075_T001_1,Zm00008a011266_C01_1
OG0001879,Zm00001d040076_T008_1,Zm00008a011267_C01_1
OG0002173,Zm00001d040084_T001_1,Zm00008a011274_C01_1
OG0007106,Zm00001d040089_T001_1,Zm00008a011276_C01_1
OG0001379,Zm00001d019486_T001_1,Zm00008a011277_C01_1
OG0000014,Zm00001d040094_T002_1,Zm00008a011281_C01_1
OG0017691,Zm00001d040097_T002_1,Zm00008a011282_C01_1
OG0016993,Zm00001d040100_T001_1,"Zm00008a011285_C01_1, Zm00008a011284_C01_1"
OG0015896,Zm00001d040112_T001_1,Zm00008a011294_C01_1
OG0014476,Zm00001d040108_T001_1,Zm00008a011292_C01_1
OG0011532,Zm00001d040109_T001_1,"Zm00008a011293_C01_1, Zm00008a029985_C01_1"
OG0014128,Zm00001d040120_T001_1,Zm00008a011301_C01_1
OG0001625,Zm00001d040123_T007_1,Zm00008a011303_C01_1
OG0004895,Zm00001d040124_T001_1,Zm00008a011305_C01_1
OG0008095,Zm00001d040116_T001_1,Zm00008a011297_C01_1
OG0003825,Zm00001d040125_T001_1,Zm00008a011306_C01_1
OG0017308,Zm00001d040126_T001_1,Zm00008a011307_C01_1
OG0006213,Zm00001d040130_T001_1,Zm00008a011310_C01_1
OG0014442,Zm00001d040129_T001_1,Zm00008a011309_C01_1
OG0016889,"Zm00001d044377_T001_1, Zm00001d031424_T001_1","Zm00008a011314_C01_1, Zm00008a011705_C01_1"
OG0005906,Zm00001d040142_T001_1,Zm00008a011315_C01_1
OG0019484,Zm00001d007499_T001_1,Zm00008a011319_C01_1
OG0006880,Zm00001d040148_T001_1,Zm00008a011318_C01_1
OG0001232,Zm00001d040152_T001_1,Zm00008a011321_C01_1
OG0001469,Zm00001d040154_T001_1,Zm00008a011324_C01_1
OG0012564,Zm00001d040160_T001_1,Zm00008a011329_C01_1
OG0003153,Zm00001d040158_T001_1,Zm00008a011327_C01_1
OG0009797,Zm00001d040161_T002_1,Zm00008a011330_C01_1
OG0006761,Zm00001d040155_T003_1,Zm00008a011325_C01_1
OG0000682,Zm00001d040157_T001_1,Zm00008a011326_C01_1
OG0018196,Zm00001d019498_T001_1,"Zm00008a011333_C01_1, Zm00008a011334_C01_1, Zm00008a031954_C01_1, Zm00008a040451_C01_1, Zm00008a002472_C01_1, Zm00008a002505_C01_1"
OG0007977,Zm00001d040163_T001_1,Zm00008a011331_C01_1
OG0004818,Zm00001d040164_T002_1,Zm00008a011332_C01_1
OG0003223,Zm00001d040169_T001_1,Zm00008a011342_C01_1
OG0001149,Zm00001d040173_T001_1,Zm00008a011345_C01_1
OG0010310,Zm00001d040172_T001_1,Zm00008a011343_C01_1
OG0007985,Zm00001d040185_T002_1,Zm00008a011352_C01_1
OG0012231,Zm00001d040183_T001_1,Zm00008a011351_C01_1
OG0000914,Zm00001d040189_T002_1,Zm00008a011355_C01_1
OG0008639,Zm00001d040186_T001_1,Zm00008a011353_C01_1
OG0001872,Zm00001d040190_T001_1,Zm00008a011356_C01_1
OG0004298,Zm00001d040196_T001_1,Zm00008a011360_C01_1
OG0004259,Zm00001d040197_T001_1,Zm00008a011362_C01_1
OG0013347,Zm00001d040201_T001_1,Zm00008a011364_C01_1
OG0011581,Zm00001d040192_T001_1,Zm00008a011358_C01_1
OG0004990,Zm00001d040193_T004_1,Zm00008a011359_C01_1
OG0005846,Zm00001d040191_T002_1,Zm00008a011357_C01_1
OG0010860,Zm00001d040204_T001_1,Zm00008a011367_C01_1
OG0015068,Zm00001d040211_T001_1,Zm00008a011370_C01_1
OG0000190,Zm00001d040210_T001_1,Zm00008a011369_C01_1
OG0008207,Zm00001d040213_T002_1,Zm00008a011372_C01_1
OG0006778,Zm00001d040214_T001_1,Zm00008a011373_C01_1
OG0011228,Zm00001d040203_T003_1,Zm00008a011366_C01_1
OG0001998,Zm00001d040220_T002_1,Zm00008a011378_C01_1
OG0012525,Zm00001d040221_T002_1,Zm00008a011379_C01_1
OG0013454,Zm00001d040215_T001_1,Zm00008a011374_C01_1
OG0003867,Zm00001d040218_T028_1,Zm00008a011375_C01_1
OG0001806,Zm00001d040228_T001_1,Zm00008a011384_C01_1
OG0000072,Zm00001d040232_T001_1,Zm00008a011387_C01_1
OG0019624,Zm00001d004610_T001_1,"Zm00008a011385_C01_1, Zm00008a038274_C01_1"
OG0010174,Zm00001d040238_T004_1,Zm00008a011394_C01_1
OG0007761,Zm00001d040242_T001_1,Zm00008a011395_C01_1
OG0000055,Zm00001d038019_T001_1,Zm00008a011393_C01_1
OG0004434,Zm00001d040243_T002_1,Zm00008a011396_C01_1
OG0014313,Zm00001d040246_T001_1,Zm00008a011399_C01_1
OG0001244,Zm00001d040247_T001_1,Zm00008a011400_C01_1
OG0020762,Zm00001d005222_T001_1,"Zm00008a011402_C01_1, Zm00008a015176_C01_1, Zm00008a008507_C01_1"
OG0001244,Zm00001d040249_T001_1,Zm00008a011403_C01_1
OG0000260,Zm00001d040248_T001_1,Zm00008a011401_C01_1
OG0007030,Zm00001d040234_T001_1,Zm00008a011389_C01_1
OG0002518,Zm00001d040252_T001_1,Zm00008a011406_C01_1
OG0002518,Zm00001d040253_T001_1,Zm00008a011407_C01_1
OG0013194,Zm00001d040254_T001_1,Zm00008a011408_C01_1
OG0016375,Zm00001d013718_T001_1,Zm00008a011412_C01_1
OG0000197,Zm00001d039730_T001_1,Zm00008a011413_C01_1
OG0008966,Zm00001d040259_T001_1,Zm00008a011411_C01_1
OG0020678,"Zm00001d028609_T002_1, Zm00001d031649_T001_1","Zm00008a011410_C01_1, Zm00008a003382_C01_1"
OG0011840,Zm00001d040264_T001_1,Zm00008a011416_C01_1
OG0003015,Zm00001d040265_T001_1,Zm00008a011418_C01_1
OG0004050,Zm00001d040270_T011_1,Zm00008a011420_C01_1
OG0008997,Zm00001d040271_T001_1,Zm00008a011421_C01_1
OG0001650,Zm00001d040274_T001_1,Zm00008a011423_C01_1
OG0006690,Zm00001d040268_T002_1,Zm00008a011419_C01_1
OG0001400,Zm00001d040278_T001_1,Zm00008a011427_C01_1
OG0008278,Zm00001d040275_T001_1,Zm00008a011424_C01_1
OG0017342,Zm00001d040277_T001_1,Zm00008a011426_C01_1
OG0000721,Zm00001d040279_T023_1,Zm00008a011429_C01_1
OG0000568,Zm00001d040290_T001_1,Zm00008a011435_C01_1
OG0015818,"Zm00001d038434_T001_1, Zm00001d023886_T001_1","Zm00008a011431_C01_1, Zm00008a028720_C01_1, Zm00008a032234_C01_1, Zm00008a017565_C01_1, Zm00008a017879_C01_1, Zm00008a018463_C01_1, Zm00008a038161_C01_1, Zm00008a002699_C01_1, Zm00008a009560_C01_1, Zm00008a009564_C01_1, Zm00008a033409_C01_1, Zm00008a035260_C01_1"
OG0006182,Zm00001d040281_T001_1,Zm00008a011430_C01_1
OG0001795,Zm00001d040285_T001_1,Zm00008a011432_C01_1
OG0018213,Zm00001d040296_T001_1,Zm00008a011439_C01_1
OG0014150,Zm00001d040291_T001_1,Zm00008a011436_C01_1
OG0001701,Zm00001d040293_T001_1,Zm00008a011437_C01_1
OG0006237,Zm00001d012002_T001_1,"Zm00008a011442_C01_1, Zm00008a037544_C01_1, Zm00008a006857_C01_1"
OG0000408,Zm00001d040297_T001_1,Zm00008a011440_C01_1
OG0001878,Zm00001d040301_T007_1,Zm00008a011446_C01_1
OG0001878,Zm00001d040302_T005_1,Zm00008a011447_C01_1
OG0006830,Zm00001d040303_T001_1,Zm00008a011451_C01_1
OG0003244,Zm00001d040310_T001_1,Zm00008a011457_C01_1
OG0005606,"Zm00001d008321_T011_1, Zm00001d040305_T014_1",Zm00008a011452_C01_1
OG0006044,Zm00001d040308_T001_1,Zm00008a011455_C01_1
OG0009184,Zm00001d040309_T001_1,Zm00008a011456_C01_1
OG0006693,Zm00001d040312_T001_1,Zm00008a011462_C01_1
OG0007669,Zm00001d037081_T003_1,Zm00008a011460_C01_1
OG0007518,Zm00001d040314_T001_1,Zm00008a011463_C01_1
OG0003280,Zm00001d040311_T010_1,Zm00008a011459_C01_1
OG0018153,Zm00001d012236_T001_1,"Zm00008a011461_C01_1, Zm00008a012323_C01_1, Zm00008a040241_C01_1, Zm00008a001941_C01_1"
OG0000853,Zm00001d037225_T001_1,Zm00008a011467_C01_1
OG0000593,Zm00001d040317_T005_1,Zm00008a011465_C01_1
OG0004829,Zm00001d040318_T002_1,Zm00008a011466_C01_1
OG0007757,Zm00001d040327_T001_1,Zm00008a011477_C01_1
OG0012726,"Zm00001d029103_T003_1, Zm00001d004907_T004_1, Zm00001d027528_T001_1",Zm00008a011475_C01_1
OG0000298,Zm00001d038688_T002_1,Zm00008a011471_C01_1
OG0006451,Zm00001d038689_T001_1,Zm00008a011472_C01_1
OG0001206,Zm00001d038690_T001_1,Zm00008a011473_C01_1
OG0011953,Zm00001d040324_T001_1,"Zm00008a011469_C01_1, Zm00008a029850_C01_1"
OG0011352,Zm00001d040331_T001_1,Zm00008a011478_C01_1
OG0000523,Zm00001d019528_T001_1,Zm00008a011482_C01_1
OG0006625,Zm00001d040343_T002_1,Zm00008a011488_C01_1
OG0011666,Zm00001d040344_T001_1,Zm00008a011489_C01_1
OG0011745,Zm00001d040342_T001_1,Zm00008a011487_C01_1
OG0013942,Zm00001d040348_T002_1,Zm00008a011490_C01_1
OG0007900,Zm00001d040351_T005_1,Zm00008a011491_C01_1
OG0003027,Zm00001d040356_T001_1,Zm00008a011496_C01_1
OG0009108,Zm00001d040357_T001_1,Zm00008a011497_C01_1
OG0012382,Zm00001d040360_T001_1,Zm00008a011502_C01_1
OG0016704,Zm00001d005562_T001_1,"Zm00008a011500_C01_1, Zm00008a008747_C01_1, Zm00008a021893_C01_1"
OG0000017,Zm00001d040364_T001_1,Zm00008a011506_C01_1
OG0004731,Zm00001d040340_T005_1,Zm00008a011485_C01_1
OG0012045,Zm00001d040371_T001_1,Zm00008a011513_C01_1
OG0016619,Zm00001d025796_T001_1,"Zm00008a011510_C01_1, Zm00008a002419_C01_1, Zm00008a002509_C01_1"
OG0001455,Zm00001d040369_T001_1,Zm00008a011511_C01_1
OG0008699,Zm00001d040370_T001_1,"Zm00008a011512_C01_1, Zm00008a003338_C01_1, Zm00008a007008_C01_1"
OG0010003,Zm00001d040373_T001_1,Zm00008a011516_C01_1
OG0011021,Zm00001d040362_T001_1,Zm00008a011504_C01_1
OG0010218,Zm00001d040363_T001_1,Zm00008a011505_C01_1
OG0004122,Zm00001d040366_T003_1,Zm00008a011508_C01_1
OG0004122,Zm00001d040365_T001_1,Zm00008a011507_C01_1
OG0010227,Zm00001d040382_T001_1,Zm00008a011526_C01_1
OG0003672,Zm00001d040381_T001_1,Zm00008a011525_C01_1
OG0008895,Zm00001d040383_T005_1,Zm00008a011527_C01_1
OG0000004,Zm00001d040377_T001_1,Zm00008a011524_C01_1
OG0003130,Zm00001d040392_T001_1,Zm00008a011531_C01_1
OG0020764,Zm00001d041650_T001_1,"Zm00008a011532_C01_1, Zm00008a011534_C01_1, Zm00008a028009_C01_1"
OG0013871,Zm00001d040398_T001_1,Zm00008a011540_C01_1
OG0013921,Zm00001d040393_T001_1,Zm00008a011536_C01_1
OG0012702,Zm00001d040399_T001_1,Zm00008a011541_C01_1
OG0006380,"Zm00001d040408_T003_1, Zm00001d008269_T001_1",Zm00008a011545_C01_1
OG0014226,Zm00001d040409_T001_1,Zm00008a011546_C01_1
OG0007776,Zm00001d040411_T001_1,Zm00008a011548_C01_1
OG0000004,Zm00001d032958_T001_1,"Zm00008a011549_C01_1, Zm00008a012514_C01_1, Zm00008a039926_C01_1, Zm00008a016800_C01_1, Zm00008a017018_C01_1, Zm00008a001585_C01_1, Zm00008a020039_C01_1"
OG0013826,Zm00001d040415_T001_1,Zm00008a011551_C01_1
OG0007461,"Zm00001d040423_T001_1, Zm00001d008251_T002_1",Zm00008a011557_C01_1
OG0000168,Zm00001d040422_T007_1,Zm00008a011556_C01_1
OG0005230,Zm00001d028735_T001_1,Zm00008a011563_C01_1
OG0019520,Zm00001d023610_T001_1,"Zm00008a011562_C01_1, Zm00008a003157_C01_1"
OG0013193,Zm00001d040442_T001_1,Zm00008a011566_C01_1
OG0006642,Zm00001d040445_T001_1,Zm00008a011567_C01_1
OG0001201,Zm00001d040446_T001_1,Zm00008a011568_C01_1
OG0012433,Zm00001d040450_T001_1,Zm00008a011575_C01_1
OG0001789,Zm00001d048525_T001_1,Zm00008a011576_C01_1
OG0013946,Zm00001d040455_T001_1,Zm00008a011578_C01_1
OG0009281,Zm00001d040462_T002_1,Zm00008a011583_C01_1
OG0017563,Zm00001d015756_T001_1,"Zm00008a011580_C01_1, Zm00008a021276_C01_1"
OG0010705,Zm00001d040464_T001_1,Zm00008a011587_C01_1
OG0014586,Zm00001d040465_T001_1,Zm00008a011589_C01_1
OG0006521,Zm00001d040466_T001_1,Zm00008a011590_C01_1
OG0010357,Zm00001d040467_T003_1,Zm00008a011591_C01_1
OG0002130,Zm00001d040468_T001_1,Zm00008a011592_C01_1
OG0006647,Zm00001d040470_T001_1,Zm00008a011594_C01_1
OG0011314,Zm00001d040475_T001_1,Zm00008a011597_C01_1
OG0008261,Zm00001d040477_T004_1,Zm00008a011598_C01_1
OG0000169,Zm00001d040479_T001_1,Zm00008a011601_C01_1
OG0004811,Zm00001d015368_T001_1,"Zm00008a011600_C01_1, Zm00008a016254_C01_1"
OG0014684,Zm00001d040493_T001_1,"Zm00008a011608_C01_1, Zm00008a010375_C01_1"
OG0012557,Zm00001d040504_T001_1,Zm00008a011611_C01_1
OG0010227,Zm00001d040502_T001_1,Zm00008a011609_C01_1
OG0000004,Zm00001d028519_T001_1,Zm00008a011617_C01_1
OG0007858,Zm00001d040513_T001_1,Zm00008a011618_C01_1
OG0000076,Zm00001d005292_T001_1,Zm00008a011616_C01_1
OG0019555,Zm00001d009905_T002_1,"Zm00008a011621_C01_1, Zm00008a031034_C01_1, Zm00008a001363_C01_1, Zm00008a019798_C01_1"
OG0002130,Zm00001d040505_T001_1,Zm00008a011612_C01_1
OG0000182,Zm00001d040509_T001_1,Zm00008a011614_C01_1
OG0010291,Zm00001d040508_T001_1,Zm00008a011613_C01_1
OG0007736,Zm00001d040515_T003_1,Zm00008a011619_C01_1
OG0011769,Zm00001d052266_T001_1,Zm00008a011624_C01_1
OG0009256,Zm00001d040535_T005_1,Zm00008a011630_C01_1
OG0015509,Zm00001d040536_T005_1,Zm00008a011631_C01_1
OG0007790,Zm00001d040541_T001_1,Zm00008a011633_C01_1
OG0017343,Zm00001d040542_T001_1,Zm00008a011634_C01_1
OG0004357,Zm00001d040548_T001_1,Zm00008a011637_C01_1
OG0006046,Zm00001d040554_T001_1,Zm00008a011641_C01_1
OG0000155,Zm00001d040562_T002_1,Zm00008a011646_C01_1
OG0019451,"Zm00001d047173_T001_1, Zm00001d016749_T001_1, Zm00001d040564_T001_1","Zm00008a011650_C01_1, Zm00008a021974_C01_1"
OG0002767,Zm00001d040567_T001_1,Zm00008a011649_C01_1
OG0005146,Zm00001d040568_T001_1,Zm00008a011648_C01_1
OG0008301,Zm00001d040555_T001_1,Zm00008a011642_C01_1
OG0020542,Zm00001d040570_T001_1,Zm00008a011653_C01_1
OG0016398,Zm00001d037437_T001_1,"Zm00008a011654_C01_1, Zm00008a026964_C01_1, Zm00008a030257_C01_1, Zm00008a030416_C01_1, Zm00008a031217_C01_1, Zm00008a032753_C01_1, Zm00008a002996_C01_1, Zm00008a004084_C01_1, Zm00008a021054_C01_1, Zm00008a033376_C01_1, Zm00008a033643_C01_1"
OG0015998,Zm00001d040579_T001_1,Zm00008a011657_C01_1
OG0001793,Zm00001d040581_T001_1,Zm00008a011658_C01_1
OG0001742,Zm00001d040589_T001_1,Zm00008a011664_C01_1
OG0001992,Zm00001d040582_T002_1,Zm00008a011659_C01_1
OG0001992,Zm00001d040583_T001_1,Zm00008a011660_C01_1
OG0018707,"Zm00001d053791_T001_1, Zm00001d040585_T001_1, Zm00001d044058_T001_1","Zm00008a011661_C01_1, Zm00008a014299_C01_1, Zm00008a002847_C01_1"
OG0003959,Zm00001d040593_T001_1,Zm00008a011666_C01_1
OG0000421,Zm00001d040594_T001_1,Zm00008a011668_C01_1
OG0005175,Zm00001d040596_T001_1,Zm00008a011669_C01_1
OG0000804,Zm00001d040597_T001_1,Zm00008a011671_C01_1
OG0019602,Zm00001d045674_T001_1,"Zm00008a011673_C01_1, Zm00008a031094_C01_1, Zm00008a010140_C01_1, Zm00008a019790_C01_1"
OG0003877,Zm00001d040600_T001_1,Zm00008a011679_C01_1
OG0006630,Zm00001d040606_T004_1,Zm00008a011685_C01_1
OG0000569,Zm00001d040608_T001_1,Zm00008a011686_C01_1
OG0000569,Zm00001d040609_T001_1,Zm00008a011687_C01_1
OG0003575,Zm00001d040611_T002_1,Zm00008a011688_C01_1
OG0004615,Zm00001d040613_T001_1,Zm00008a011690_C01_1
OG0002374,Zm00001d040614_T002_1,Zm00008a011691_C01_1
OG0002735,Zm00001d040612_T003_1,Zm00008a011689_C01_1
OG0003862,Zm00001d040617_T001_1,Zm00008a011693_C01_1
OG0012718,Zm00001d040619_T001_1,Zm00008a011694_C01_1
OG0014477,Zm00001d040620_T001_1,Zm00008a011695_C01_1
OG0001543,Zm00001d040623_T001_1,Zm00008a011697_C01_1
OG0016441,Zm00001d040621_T002_1,Zm00008a011696_C01_1
OG0015385,Zm00001d040624_T001_1,Zm00008a011698_C01_1
OG0015568,Zm00001d040625_T002_1,Zm00008a011699_C01_1
OG0003480,Zm00001d040631_T001_1,"Zm00008a011706_C01_1, Zm00008a023189_C01_1"
OG0012488,Zm00001d040637_T001_1,Zm00008a011709_C01_1
OG0013507,Zm00001d040638_T001_1,Zm00008a011710_C01_1
OG0007735,Zm00001d040634_T001_1,Zm00008a011708_C01_1
OG0000936,Zm00001d040639_T001_1,Zm00008a011712_C01_1
OG0007851,Zm00001d040641_T002_1,Zm00008a011713_C01_1
OG0020586,Zm00001d047429_T001_1,"Zm00008a011701_C01_1, Zm00008a013746_C01_1, Zm00008a010042_C01_1"
OG0005071,Zm00001d040644_T001_1,Zm00008a011715_C01_1
OG0000063,Zm00001d040649_T001_1,Zm00008a011717_C01_1
OG0011108,Zm00001d040651_T001_1,Zm00008a011719_C01_1
OG0020590,Zm00001d025620_T006_1,"Zm00008a011720_C01_1, Zm00008a000030_C01_1, Zm00008a034413_C01_1"
OG0002532,Zm00001d040652_T001_1,Zm00008a011722_C01_1
OG0007909,Zm00001d040656_T002_1,Zm00008a011725_C01_1
OG0003059,Zm00001d040659_T001_1,Zm00008a011726_C01_1
OG0003059,Zm00001d040660_T001_1,Zm00008a011729_C01_1
OG0017289,Zm00001d027303_T001_1,"Zm00008a011730_C01_1, Zm00008a006514_C01_1"
OG0006139,Zm00001d040665_T001_1,Zm00008a011732_C01_1
OG0000643,Zm00001d040667_T001_1,Zm00008a011733_C01_1
OG0006358,Zm00001d047384_T001_1,Zm00008a011734_C01_1
OG0001493,Zm00001d040677_T001_1,Zm00008a011739_C01_1
OG0003302,Zm00001d040678_T005_1,Zm00008a011740_C01_1
OG0000592,Zm00001d040672_T013_1,Zm00008a011737_C01_1
OG0020648,Zm00001d040673_T001_1,Zm00008a011738_C01_1
OG0019461,Zm00001d040688_T001_1,"Zm00008a011748_C01_1, Zm00008a011964_C01_1, Zm00008a011961_C01_1"
OG0010915,Zm00001d040691_T005_1,Zm00008a011751_C01_1
OG0000142,Zm00001d040695_T001_1,Zm00008a011754_C01_1
OG0001493,Zm00001d040694_T001_1,Zm00008a011753_C01_1
OG0007876,Zm00001d040682_T001_1,Zm00008a011743_C01_1
OG0001922,Zm00001d040684_T001_1,Zm00008a011744_C01_1
OG0000879,Zm00001d040697_T001_1,Zm00008a011759_C01_1
OG0005294,Zm00001d051432_T001_1,Zm00008a011760_C01_1
OG0001710,Zm00001d040702_T001_1,Zm00008a011761_C01_1
OG0001710,Zm00001d040705_T001_1,Zm00008a011765_C01_1
OG0015749,Zm00001d040710_T001_1,Zm00008a011766_C01_1
OG0002941,Zm00001d040712_T002_1,Zm00008a011767_C01_1
OG0017676,"Zm00001d030679_T001_1, Zm00001d030680_T001_1","Zm00008a011762_C01_1, Zm00008a002332_C01_1, Zm00008a003089_C01_1, Zm00008a007742_C01_1"
OG0001161,"Zm00001d028254_T001_1, Zm00001d025843_T001_1","Zm00008a011763_C01_1, Zm00008a039842_C01_1, Zm00008a039122_C01_1"
OG0010226,Zm00001d040717_T005_1,Zm00008a011770_C01_1
OG0000023,Zm00001d040715_T001_1,Zm00008a011768_C01_1
OG0008459,Zm00001d040720_T001_1,Zm00008a011771_C01_1
OG0001742,Zm00001d040725_T002_1,Zm00008a011778_C01_1
OG0000022,"Zm00001d019383_T001_1, Zm00001d045380_T001_1","Zm00008a011780_C01_1, Zm00008a030950_C01_1, Zm00008a015641_C01_1, Zm00008a016837_C01_1"
OG0009703,Zm00001d040726_T001_1,Zm00008a011779_C01_1
OG0000004,Zm00001d037178_T001_1,"Zm00008a011774_C01_1, Zm00008a036481_C01_1"
OG0009330,Zm00001d040724_T001_1,Zm00008a011777_C01_1
OG0000015,Zm00001d029192_T001_1,Zm00008a011773_C01_1
OG0010610,Zm00001d040730_T001_1,Zm00008a011783_C01_1
OG0001855,Zm00001d040733_T001_1,Zm00008a011784_C01_1
OG0005764,Zm00001d040734_T001_1,Zm00008a011785_C01_1
OG0005438,Zm00001d040737_T001_1,Zm00008a011788_C01_1
OG0010003,Zm00001d040745_T001_1,Zm00008a011795_C01_1
OG0001638,Zm00001d040748_T008_1,Zm00008a011799_C01_1
OG0001254,Zm00001d024902_T001_1,Zm00008a011800_C01_1
OG0001893,Zm00001d040741_T001_1,Zm00008a011791_C01_1
OG0000002,Zm00001d040743_T001_1,Zm00008a011793_C01_1
OG0018826,Zm00001d050270_T001_1,"Zm00008a011792_C01_1, Zm00008a027460_C01_1, Zm00008a015921_C01_1"
OG0000994,Zm00001d040751_T001_1,Zm00008a011803_C01_1
OG0014703,Zm00001d040755_T001_1,Zm00008a011806_C01_1
OG0003257,Zm00001d012776_T001_1,Zm00008a011808_C01_1
OG0010337,Zm00001d012775_T001_1,Zm00008a011810_C01_1
OG0005467,Zm00001d040757_T002_1,Zm00008a011815_C01_1
OG0008325,Zm00001d012771_T001_1,Zm00008a011814_C01_1
OG0001290,Zm00001d012773_T003_1,Zm00008a011812_C01_1
OG0002625,Zm00001d040760_T001_1,Zm00008a011816_C01_1
OG0000121,Zm00001d040764_T001_1,Zm00008a011818_C01_1
OG0006944,Zm00001d040763_T001_1,Zm00008a011817_C01_1
OG0020702,Zm00001d040773_T001_1,"Zm00008a011823_C01_1, Zm00008a011824_C01_1, Zm00008a037212_C01_1"
OG0018685,Zm00001d040771_T001_1,Zm00008a011822_C01_1
OG0009704,Zm00001d040768_T001_1,Zm00008a011820_C01_1
OG0004998,Zm00001d040766_T001_1,Zm00008a011819_C01_1
OG0005770,Zm00001d040775_T001_1,Zm00008a011826_C01_1
OG0001903,Zm00001d040780_T004_1,Zm00008a011828_C01_1
OG0001640,Zm00001d040777_T001_1,Zm00008a011827_C01_1
OG0005675,Zm00001d040784_T003_1,Zm00008a011829_C01_1
OG0005192,Zm00001d040789_T001_1,Zm00008a011833_C01_1
OG0012882,Zm00001d040788_T001_1,Zm00008a011832_C01_1
OG0017322,Zm00001d040795_T002_1,Zm00008a011834_C01_1
OG0009591,Zm00001d040796_T002_1,Zm00008a011835_C01_1
OG0006481,Zm00001d040804_T001_1,Zm00008a011841_C01_1
OG0000151,Zm00001d040802_T001_1,Zm00008a011840_C01_1
OG0003664,Zm00001d040810_T001_1,Zm00008a011845_C01_1
OG0001478,Zm00001d040818_T004_1,Zm00008a011847_C01_1
OG0003300,Zm00001d040820_T001_1,Zm00008a011849_C01_1
OG0000076,Zm00001d023618_T001_1,"Zm00008a011846_C01_1, Zm00008a017705_C01_1"
OG0000007,Zm00001d040823_T001_1,Zm00008a011851_C01_1
OG0009811,Zm00001d040807_T001_1,Zm00008a011844_C01_1
OG0000399,Zm00001d040805_T003_1,Zm00008a011842_C01_1
OG0002141,Zm00001d040830_T001_1,Zm00008a011855_C01_1
OG0001669,Zm00001d040831_T021_1,Zm00008a011856_C01_1
OG0000175,Zm00001d040837_T001_1,Zm00008a011861_C01_1
OG0015400,Zm00001d040838_T001_1,Zm00008a011862_C01_1
OG0000175,Zm00001d040836_T001_1,Zm00008a011860_C01_1
OG0013406,Zm00001d040839_T001_1,Zm00008a011863_C01_1
OG0000163,Zm00001d040842_T001_1,Zm00008a011865_C01_1
OG0009585,Zm00001d010910_T002_1,Zm00008a011868_C01_1
OG0007171,Zm00001d010912_T001_1,Zm00008a011870_C01_1
OG0005029,Zm00001d010911_T001_1,Zm00008a011869_C01_1
OG0000707,Zm00001d040846_T001_1,Zm00008a011871_C01_1
