Duplicate_ID	Anc_Gene	B1_Cluster	B2_Cluster	P1_Cluster	P2_Cluster	B1_Genes	B2_Genes	P1_Genes	P2_Genes
Syntenic_Dup_0152	Sobic.001G171200	Cluster_1040	NA	Cluster_0178	NA	Zm00001d033189,Zm00001d033190	NA	Zm00008a004552,Zm00008a004553	NA
Syntenic_Dup_0153	Sobic.001G176000	NA	NA	NA	Cluster_0727	NA	Zm00001d013759	NA	Zm00008a019813,Zm00008a019817
Syntenic_Dup_0154	Sobic.001G176400	NA	NA	Cluster_0177	NA	Zm00001d033152	NA	Zm00008a004517,Zm00008a004527	NA
Syntenic_Dup_0155	Sobic.001G176600	NA	NA	Cluster_0177	NA	Zm00001d033139	NA	Zm00008a004517,Zm00008a004527	NA
Syntenic_Dup_0156	Sobic.001G177000	Cluster_1038	NA	NA	NA	Zm00001d033132,Zm00001d033136	Zm00001d013766	Zm00008a040095	Zm00008a019820
Syntenic_Dup_0157	Sobic.001G177100	Cluster_1037	NA	NA	NA	Zm00001d033129,Zm00001d033130	Zm00001d013767	Zm00008a004515	Zm00008a019821
Syntenic_Dup_0158	Sobic.001G177200	Cluster_1037	NA	Cluster_0176	NA	Zm00001d033129,Zm00001d033130	NA	Zm00008a004513,Zm00008a004514	NA
Syntenic_Dup_0159	Sobic.001G177400	Cluster_1037	NA	Cluster_0176	NA	Zm00001d033129,Zm00001d033130	NA	Zm00008a004513,Zm00008a004514	NA
Syntenic_Dup_0160	Sobic.001G179900	NA	Cluster_0384	NA	Cluster_0728	NA	Zm00001d013796,Zm00001d013797	NA	Zm00008a019841,Zm00008a019842
Syntenic_Dup_0161	Sobic.001G180000	NA	Cluster_0384	NA	Cluster_0728	NA	Zm00001d013796,Zm00001d013797	NA	Zm00008a019841,Zm00008a019842
Syntenic_Dup_0162	Sobic.001G180800	NA	Cluster_0383	NA	NA	Zm00001d033090	Zm00001d013787,Zm00001d013788	Zm00008a004486	Zm00008a019837
Syntenic_Dup_0163	Sobic.001G185400	Cluster_1035	Cluster_0385	Cluster_0173	Cluster_0729	Zm00001d033061,Zm00001d033062,Zm00001d033063	Zm00001d013809,Zm00001d013810,Zm00001d013811	Zm00008a004465,Zm00008a004466	Zm00008a019850,Zm00008a019852
Syntenic_Dup_0164	Sobic.001G185500	Cluster_1035	Cluster_0385	Cluster_0173	Cluster_0729	Zm00001d033061,Zm00001d033062,Zm00001d033063	Zm00001d013809,Zm00001d013810,Zm00001d013811	Zm00008a004465,Zm00008a004466	Zm00008a019850,Zm00008a019852
Syntenic_Dup_0165	Sobic.001G187600	NA	NA	NA	Cluster_0730	NA	Zm00001d013818	NA	Zm00008a019857,Zm00008a019869
Syntenic_Dup_0166	Sobic.001G189000	Cluster_1007	NA	Cluster_0150	NA	Zm00001d032405,Zm00001d032406	NA	Zm00008a003940,Zm00008a003941	NA
Syntenic_Dup_0167	Sobic.001G189200	Cluster_1007	NA	Cluster_0150	NA	Zm00001d032405,Zm00001d032406	NA	Zm00008a003940,Zm00008a003941	NA
Syntenic_Dup_0168	Sobic.001G191200	Cluster_1008	NA	NA	NA	Zm00001d032422,Zm00001d032423	NA	Zm00008a003952	NA
Syntenic_Dup_0169	Sobic.001G192200	NA	NA	NA	Cluster_0730	Zm00001d032432	Zm00001d013830	Zm00008a003958	Zm00008a019857,Zm00008a019869
Syntenic_Dup_0170	Sobic.001G194000	Cluster_1009	NA	NA	NA	Zm00001d032447,Zm00001d032448	NA	Zm00008a003977	NA
Syntenic_Dup_0171	Sobic.001G194100	Cluster_1009	NA	NA	NA	Zm00001d032447,Zm00001d032448	NA	NA	NA
Syntenic_Dup_0172	Sobic.001G196300	NA	NA	Cluster_0151	NA	Zm00001d032467	Zm00001d013862	Zm00008a003986,Zm00008a003987,Zm00008a003994	Zm00008a019892
Syntenic_Dup_0173	Sobic.001G198500	Cluster_1011	NA	Cluster_0152	NA	Zm00001d032491,Zm00001d032492	NA	Zm00008a004010,Zm00008a004011	NA
Syntenic_Dup_0174	Sobic.001G200700	NA	Cluster_0386	NA	NA	Zm00001d032519	Zm00001d013900,Zm00001d013903	Zm00008a004033	Zm00008a019921
Syntenic_Dup_0175	Sobic.001G202400	NA	NA	Cluster_0154	NA	Zm00001d032531	Zm00001d013914	Zm00008a004045,Zm00008a004046	Zm00008a019928
Syntenic_Dup_0176	Sobic.001G203100	Cluster_1012	NA	NA	NA	Zm00001d032535,Zm00001d032536	Zm00001d013919	Zm00008a004048	Zm00008a040259
Syntenic_Dup_0177	Sobic.001G203200	Cluster_1012	NA	NA	NA	Zm00001d032535,Zm00001d032536	NA	Zm00008a004050	NA
Syntenic_Dup_0178	Sobic.001G204000	NA	NA	Cluster_0155	NA	Zm00001d032547	NA	Zm00008a004058,Zm00008a004063	NA
Syntenic_Dup_0179	Sobic.001G204200	Cluster_1013	NA	Cluster_0156	NA	Zm00001d032548,Zm00001d032556	NA	Zm00008a004059,Zm00008a004064	NA
Syntenic_Dup_0180	Sobic.001G204300	Cluster_1014	NA	Cluster_0157	NA	Zm00001d032550,Zm00001d032557	NA	Zm00008a004060,Zm00008a004065	NA
Syntenic_Dup_0181	Sobic.001G208100	Cluster_1015	NA	Cluster_0158	NA	Zm00001d032605,Zm00001d032608	NA	Zm00008a004093,Zm00008a004094	NA
Syntenic_Dup_0182	Sobic.001G209000	NA	Cluster_0389	NA	Cluster_0732	NA	Zm00001d013950,Zm00001d013955	NA	Zm00008a019950,Zm00008a019954
Syntenic_Dup_0183	Sobic.001G209400	NA	Cluster_0389	NA	Cluster_0732	Zm00001d032618	Zm00001d013950,Zm00001d013955	Zm00008a004104	Zm00008a019950,Zm00008a019954
Syntenic_Dup_0184	Sobic.001G209550	NA	Cluster_0388	NA	Cluster_0731	NA	Zm00001d013945,Zm00001d013949	NA	Zm00008a019946,Zm00008a019949
Syntenic_Dup_0185	Sobic.001G210300	Cluster_1016	Cluster_0388	Cluster_0159	Cluster_0731	Zm00001d032624,Zm00001d032626,Zm00001d032628,Zm00001d032629,Zm00001d032630,Zm00001d032631	Zm00001d013945,Zm00001d013949	Zm00008a004108,Zm00008a004110,Zm00008a004111,Zm00008a004112,Zm00008a004113,Zm00008a004114,Zm00008a004115	Zm00008a019946,Zm00008a019949
Syntenic_Dup_0186	Sobic.001G218400	Cluster_1017	NA	Cluster_0160	NA	Zm00001d032691,Zm00001d032692	NA	Zm00008a004167,Zm00008a004168,Zm00008a004169	NA
Syntenic_Dup_0187	Sobic.001G218500	Cluster_1017	NA	Cluster_0160	NA	Zm00001d032691,Zm00001d032692	NA	Zm00008a004167,Zm00008a004168,Zm00008a004169	NA
Syntenic_Dup_0188	Sobic.001G218800	NA	NA	Cluster_0160	NA	Zm00001d032693	Zm00001d014021	Zm00008a004167,Zm00008a004168,Zm00008a004169	Zm00008a020027
Syntenic_Dup_0189	Sobic.001G221400	Cluster_1018	NA	Cluster_0161	NA	Zm00001d032719,Zm00001d032721	NA	Zm00008a004190,Zm00008a004192	NA
Syntenic_Dup_0190	Sobic.001G223100	Cluster_1019	NA	Cluster_0162	NA	Zm00001d032740,Zm00001d032744	Zm00001d014060	Zm00008a004214,Zm00008a004215	Zm00008a020046
Syntenic_Dup_0191	Sobic.001G223200	Cluster_1019	NA	Cluster_0162	NA	Zm00001d032740,Zm00001d032744	NA	Zm00008a004214,Zm00008a004215	NA
Syntenic_Dup_0192	Sobic.001G224000	NA	NA	Cluster_0163	NA	Zm00001d032747	Zm00001d014063	Zm00008a004216,Zm00008a004217	Zm00008a020049
Syntenic_Dup_0193	Sobic.001G224900	NA	Cluster_0390	NA	NA	Zm00001d032771	Zm00001d014066,Zm00001d014070,Zm00001d014072	NA	NA
Syntenic_Dup_0194	Sobic.001G226800	Cluster_1020	NA	Cluster_0164	NA	Zm00001d032750,Zm00001d032753	NA	Zm00008a004219,Zm00008a004220	NA
Syntenic_Dup_0195	Sobic.001G227100	Cluster_1020	NA	Cluster_0164	NA	Zm00001d032750,Zm00001d032753	Zm00001d014084	Zm00008a004219,Zm00008a004220	Zm00008a020065
Syntenic_Dup_0196	Sobic.001G229000	Cluster_1021	NA	Cluster_0165	NA	Zm00001d032791,Zm00001d032794,Zm00001d032795,Zm00001d032797	NA	Zm00008a004248,Zm00008a004250,Zm00008a004253	NA
Syntenic_Dup_0197	Sobic.001G232000	Cluster_1022	Cluster_0391	NA	NA	Zm00001d032822,Zm00001d032823	Zm00001d014100,Zm00001d014101	NA	NA
Syntenic_Dup_0198	Sobic.001G232200	Cluster_1022	NA	NA	NA	Zm00001d032822,Zm00001d032823	NA	NA	NA
Syntenic_Dup_0199	Sobic.001G232400	NA	Cluster_0391	NA	NA	NA	Zm00001d014100,Zm00001d014101	NA	NA
Syntenic_Dup_0200	Sobic.001G233532	Cluster_1023	NA	NA	NA	Zm00001d032830,Zm00001d032831	Zm00001d014108	Zm00008a004276	Zm00008a020078
Syntenic_Dup_0201	Sobic.001G233800	Cluster_1024	NA	Cluster_0166	NA	Zm00001d032836,Zm00001d032837	Zm00001d014110	Zm00008a004280,Zm00008a004281	Zm00008a020084
Syntenic_Dup_0202	Sobic.001G234200	Cluster_1025	NA	NA	NA	Zm00001d032843,Zm00001d032847	Zm00001d014112	Zm00008a004283	Zm00008a020085
Syntenic_Dup_0203	Sobic.001G235500	NA	NA	NA	Cluster_0734	NA	Zm00001d014121	NA	Zm00008a020093,Zm00008a020104,Zm00008a020105
Syntenic_Dup_0204	Sobic.001G236900	Cluster_1026	NA	Cluster_0167	NA	Zm00001d032868,Zm00001d032869,Zm00001d032870	NA	Zm00008a004294,Zm00008a004295,Zm00008a004296	NA
Syntenic_Dup_0205	Sobic.001G237000	Cluster_1026	NA	Cluster_0167	NA	Zm00001d032868,Zm00001d032869,Zm00001d032870	NA	Zm00008a004294,Zm00008a004295,Zm00008a004296	NA
Syntenic_Dup_0206	Sobic.001G237100	Cluster_1026	NA	Cluster_0167	NA	Zm00001d032868,Zm00001d032869,Zm00001d032870	NA	Zm00008a004294,Zm00008a004295,Zm00008a004296	NA
Syntenic_Dup_0207	Sobic.001G237900	Cluster_1027	NA	Cluster_0168	NA	Zm00001d032876,Zm00001d032881,Zm00001d032882,Zm00001d032883,Zm00001d032884,Zm00001d032885,Zm00001d032886	NA	Zm00008a004300,Zm00008a004301,Zm00008a004302,Zm00008a004304,Zm00008a004305,Zm00008a004307	NA
Syntenic_Dup_0208	Sobic.001G240000	NA	Cluster_0394	NA	NA	Zm00001d032896	Zm00001d014153,Zm00001d014155	Zm00008a004317	Zm00008a020118
Syntenic_Dup_0209	Sobic.001G240800	NA	NA	Cluster_0169	NA	Zm00001d032902	NA	Zm00008a004325,Zm00008a004326	NA
Syntenic_Dup_0210	Sobic.001G240900	NA	NA	Cluster_0169	NA	Zm00001d032903	NA	Zm00008a004325,Zm00008a004326	NA
Syntenic_Dup_0211	Sobic.001G243666	Cluster_1028	NA	NA	NA	Zm00001d032927,Zm00001d032929	NA	NA	NA
Syntenic_Dup_0212	Sobic.001G243732	Cluster_1028	NA	NA	NA	Zm00001d032927,Zm00001d032929	NA	NA	NA
Syntenic_Dup_0213	Sobic.001G244600	NA	Cluster_0395	NA	Cluster_0735	Zm00001d032933	Zm00001d014159,Zm00001d014160	Zm00008a004350	Zm00008a020122,Zm00008a020123
Syntenic_Dup_0214	Sobic.001G246400	Cluster_1029	NA	NA	NA	Zm00001d032942,Zm00001d032943	NA	Zm00008a004357	NA
Syntenic_Dup_0215	Sobic.001G247900	Cluster_1030	NA	NA	NA	Zm00001d032946,Zm00001d032947	NA	Zm00008a004360	NA
Syntenic_Dup_0216	Sobic.001G256000	NA	Cluster_0396	NA	NA	NA	Zm00001d014217,Zm00001d014219	NA	NA
Syntenic_Dup_0217	Sobic.001G256200	NA	Cluster_0396	NA	NA	NA	Zm00001d014217,Zm00001d014219	NA	Zm00008a020170
Syntenic_Dup_0218	Sobic.001G256700	Cluster_1033	NA	Cluster_0172	NA	Zm00001d033029,Zm00001d033030	NA	Zm00008a004437,Zm00008a004438	NA
Syntenic_Dup_0219	Sobic.001G259300	NA	Cluster_0397	NA	NA	Zm00001d033048	Zm00001d014249,Zm00001d014250	Zm00008a004449	Zm00008a020192
Syntenic_Dup_0220	Sobic.001G259600	Cluster_1034	NA	NA	NA	Zm00001d033049,Zm00001d033050	NA	Zm00008a004452	NA
Syntenic_Dup_0221	Sobic.001G259700	Cluster_1034	NA	NA	NA	Zm00001d033049,Zm00001d033050	Zm00001d014253	Zm00008a004452	Zm00008a020194
Syntenic_Dup_0222	Sobic.001G260800	NA	NA	NA	Cluster_0736	Zm00001d030557	Zm00001d014258	Zm00008a002559	Zm00008a020197,Zm00008a020198
Syntenic_Dup_0223	Sobic.001G263900	Cluster_0944	NA	Cluster_0103	NA	Zm00001d030347,Zm00001d030348	NA	Zm00008a002414,Zm00008a002416	NA
Syntenic_Dup_0224	Sobic.001G264300	Cluster_0943	NA	Cluster_0102	NA	Zm00001d030345,Zm00001d030346	NA	Zm00008a002411,Zm00008a002412	NA
Syntenic_Dup_0225	Sobic.001G264400	Cluster_0943	NA	Cluster_0102	NA	Zm00001d030345,Zm00001d030346	NA	Zm00008a002411,Zm00008a002412	NA
Syntenic_Dup_0226	Sobic.001G264700	NA	NA	Cluster_0101	NA	Zm00001d030339	NA	Zm00008a002402,Zm00008a002403	NA
Syntenic_Dup_0227	Sobic.001G264800	NA	NA	Cluster_0101	NA	Zm00001d030338	NA	Zm00008a002402,Zm00008a002403	NA
Syntenic_Dup_0228	Sobic.001G265900	Cluster_0942	NA	NA	NA	Zm00001d030314,Zm00001d030316	NA	Zm00008a002390	NA
Syntenic_Dup_0229	Sobic.001G266200	Cluster_0942	NA	Cluster_0100	NA	Zm00001d030314,Zm00001d030316	NA	Zm00008a002384,Zm00008a002389	NA
Syntenic_Dup_0230	Sobic.001G267600	Cluster_0941	NA	Cluster_0099	NA	Zm00001d030303,Zm00001d030304	NA	Zm00008a002382,Zm00008a002383	NA
Syntenic_Dup_0231	Sobic.001G267800	Cluster_0941	NA	Cluster_0099	NA	Zm00001d030303,Zm00001d030304	Zm00001d014313	Zm00008a002382,Zm00008a002383	Zm00008a020233
Syntenic_Dup_0232	Sobic.001G269000	Cluster_0939	NA	Cluster_0097	NA	Zm00001d030270,Zm00001d030282,Zm00001d030285	NA	Zm00008a002354,Zm00008a002362,Zm00008a002363	NA
Syntenic_Dup_0233	Sobic.001G271600	Cluster_0937	NA	Cluster_0095	NA	Zm00001d030248,Zm00001d030253	NA	Zm00008a002334,Zm00008a002340	NA
Syntenic_Dup_0234	Sobic.001G273200	Cluster_0937	NA	Cluster_0095	NA	Zm00001d030248,Zm00001d030253	NA	Zm00008a002334,Zm00008a002340	NA
Syntenic_Dup_0235	Sobic.001G276600	Cluster_0936	NA	Cluster_0094	NA	Zm00001d030233,Zm00001d030234,Zm00001d030235	NA	Zm00008a002316,Zm00008a002317,Zm00008a002318,Zm00008a002320,Zm00008a002321	NA
Syntenic_Dup_0236	Sobic.001G277400	Cluster_0934	NA	Cluster_0091	NA	Zm00001d030207,Zm00001d030208	NA	Zm00008a002291,Zm00008a002299	NA
Syntenic_Dup_0237	Sobic.001G279300	Cluster_0933	NA	NA	NA	Zm00001d030177,Zm00001d030180	NA	NA	NA
Syntenic_Dup_0238	Sobic.001G279500	Cluster_0933	NA	NA	NA	Zm00001d030177,Zm00001d030180	NA	NA	NA
Syntenic_Dup_0239	Sobic.001G282000	Cluster_0932	NA	Cluster_0089	NA	Zm00001d030158,Zm00001d030159	NA	Zm00008a002253,Zm00008a002254	NA
Syntenic_Dup_0240	Sobic.001G282100	Cluster_0932	NA	Cluster_0089	NA	Zm00001d030158,Zm00001d030159	NA	Zm00008a002253,Zm00008a002254	NA
Syntenic_Dup_0241	Sobic.001G283000	Cluster_0931	NA	Cluster_0088	NA	Zm00001d030127,Zm00001d030130	NA	Zm00008a002226,Zm00008a002228	NA
Syntenic_Dup_0242	Sobic.001G285100	Cluster_0930	NA	Cluster_0087	NA	Zm00001d030094,Zm00001d030095	NA	Zm00008a002201,Zm00008a002203	NA
Syntenic_Dup_0243	Sobic.001G285200	Cluster_0930	NA	Cluster_0087	NA	Zm00001d030094,Zm00001d030095	Zm00001d014418	Zm00008a002201,Zm00008a002203	Zm00008a020300
Syntenic_Dup_0244	Sobic.001G286200	Cluster_0929	NA	NA	NA	Zm00001d030079,Zm00001d030080	Zm00001d014417	Zm00008a002191	Zm00008a020298
Syntenic_Dup_0245	Sobic.001G286300	Cluster_0929	NA	NA	NA	Zm00001d030079,Zm00001d030080	Zm00001d014416	Zm00008a002190	NA
Syntenic_Dup_0246	Sobic.001G289600	NA	Cluster_1547	NA	Cluster_1280	Zm00001d030051	Zm00001d047028,Zm00001d047030	Zm00008a002168	Zm00008a034947,Zm00008a034948
Syntenic_Dup_0247	Sobic.001G293000	NA	Cluster_1548	NA	Cluster_1281	NA	Zm00001d047064,Zm00001d047066	NA	Zm00008a034970,Zm00008a034972
Syntenic_Dup_0248	Sobic.001G293100	NA	Cluster_1548	NA	Cluster_1281	Zm00001d030002	Zm00001d047064,Zm00001d047066	Zm00008a002124	Zm00008a034970,Zm00008a034972
Syntenic_Dup_0249	Sobic.001G295000	Cluster_0928	NA	NA	NA	Zm00001d029969,Zm00001d029970	NA	Zm00008a002099	NA
Syntenic_Dup_0250	Sobic.001G295100	Cluster_0928	NA	NA	NA	Zm00001d029969,Zm00001d029970	NA	Zm00008a002097	NA
Syntenic_Dup_0251	Sobic.001G301700	NA	Cluster_1550	NA	Cluster_1283	NA	Zm00001d047097,Zm00001d047099	NA	Zm00008a035034,Zm00008a035035
Syntenic_Dup_0252	Sobic.001G302400	Cluster_0926	NA	NA	NA	Zm00001d029922,Zm00001d029924	NA	Zm00008a002068	NA
Syntenic_Dup_0253	Sobic.001G302500	Cluster_0926	NA	Cluster_0082	NA	Zm00001d029922,Zm00001d029924	NA	Zm00008a002067,Zm00008a002071	NA
Syntenic_Dup_0254	Sobic.001G302800	Cluster_0927	NA	Cluster_0083	NA	Zm00001d029932,Zm00001d029933	NA	Zm00008a002072,Zm00008a002073	NA
Syntenic_Dup_0255	Sobic.001G304300	Cluster_0923	Cluster_1551	Cluster_0080	NA	Zm00001d029858,Zm00001d029859	Zm00001d047111,Zm00001d047113,Zm00001d047114,Zm00001d047115,Zm00001d047116,Zm00001d047117	Zm00008a002028,Zm00008a002029	Zm00008a035049
Syntenic_Dup_0256	Sobic.001G306500	NA	Cluster_1552	NA	Cluster_1285	Zm00001d029827	Zm00001d047135,Zm00001d047142,Zm00001d047146,Zm00001d047147	Zm00008a002001	Zm00008a035063,Zm00008a035064
Syntenic_Dup_0257	Sobic.001G308100	NA	NA	Cluster_0079	NA	Zm00001d029823	NA	Zm00008a001987,Zm00008a001999	NA
Syntenic_Dup_0258	Sobic.001G308900	NA	Cluster_1559	NA	Cluster_1292	NA	Zm00001d047392,Zm00001d047395	NA	Zm00008a035247,Zm00008a035248
Syntenic_Dup_0259	Sobic.001G309600	NA	NA	Cluster_0079	NA	Zm00001d029806	NA	Zm00008a001987,Zm00008a001999	NA
Syntenic_Dup_0260	Sobic.001G310300	Cluster_0922	NA	Cluster_0078	NA	Zm00001d029793,Zm00001d029799,Zm00001d029801	Zm00001d047379	Zm00008a001969,Zm00008a001971,Zm00008a001973,Zm00008a001979	Zm00008a035241
Syntenic_Dup_0261	Sobic.001G310400	Cluster_0921	NA	Cluster_0077	NA	Zm00001d029792,Zm00001d029798,Zm00001d029800	NA	Zm00008a001968,Zm00008a001970,Zm00008a001972,Zm00008a001978	NA
Syntenic_Dup_0262	Sobic.001G310900	Cluster_0920	NA	NA	NA	Zm00001d029783,Zm00001d029784	Zm00001d047378	NA	NA
Syntenic_Dup_0263	Sobic.001G311000	Cluster_0920	NA	NA	NA	Zm00001d029783,Zm00001d029784	NA	Zm00008a001964	NA
Syntenic_Dup_0264	Sobic.001G312350	Cluster_0919	NA	NA	NA	Zm00001d029773,Zm00001d029775	NA	NA	NA
Syntenic_Dup_0265	Sobic.001G318000	NA	Cluster_1602	NA	Cluster_1320	NA	Zm00001d048558,Zm00001d048559,Zm00001d048560	NA	Zm00008a036250,Zm00008a036251,Zm00008a036252
Syntenic_Dup_0266	Sobic.001G319200	NA	Cluster_1602	NA	Cluster_1320	NA	Zm00001d048558,Zm00001d048559,Zm00001d048560	NA	Zm00008a036250,Zm00008a036251,Zm00008a036252
Syntenic_Dup_0267	Sobic.001G321800	Cluster_0917	NA	NA	NA	Zm00001d029667,Zm00001d029668	NA	Zm00008a001879	NA
Syntenic_Dup_0268	Sobic.001G324300	NA	NA	Cluster_0075	NA	Zm00001d029635	NA	Zm00008a001859,Zm00008a001861	NA
Syntenic_Dup_0269	Sobic.001G324700	Cluster_0916	NA	Cluster_0073	NA	Zm00001d029628,Zm00001d029630,Zm00001d029631	NA	Zm00008a001848,Zm00008a001850,Zm00008a001852	NA
Syntenic_Dup_0270	Sobic.001G328500	Cluster_0915	NA	NA	NA	Zm00001d029601,Zm00001d029602	NA	Zm00008a001832	NA
Syntenic_Dup_0271	Sobic.001G330100	Cluster_0914	Cluster_1558	Cluster_0072	Cluster_1291	Zm00001d029584,Zm00001d029586,Zm00001d029587,Zm00001d029589	Zm00001d047330,Zm00001d047333,Zm00001d047334	Zm00008a001819,Zm00008a001821,Zm00008a001822	Zm00008a035210,Zm00008a035215
Syntenic_Dup_0272	Sobic.001G330200	Cluster_0914	NA	Cluster_0072	NA	Zm00001d029584,Zm00001d029586,Zm00001d029587,Zm00001d029589	NA	Zm00008a001819,Zm00008a001821,Zm00008a001822	NA
Syntenic_Dup_0273	Sobic.001G330400	Cluster_0914	Cluster_1558	Cluster_0072	Cluster_1291	Zm00001d029584,Zm00001d029586,Zm00001d029587,Zm00001d029589	Zm00001d047330,Zm00001d047333,Zm00001d047334	Zm00008a001819,Zm00008a001821,Zm00008a001822	Zm00008a035210,Zm00008a035215
Syntenic_Dup_0274	Sobic.001G330700	Cluster_0913	NA	Cluster_0071	NA	Zm00001d029580,Zm00001d029581,Zm00001d029582	NA	Zm00008a001811,Zm00008a001812,Zm00008a001816,Zm00008a001817	NA
Syntenic_Dup_0275	Sobic.001G336200	Cluster_0912	NA	Cluster_0069	NA	Zm00001d029519,Zm00001d029520,Zm00001d029526	Zm00001d047279	Zm00008a001757,Zm00008a001758	Zm00008a035177
Syntenic_Dup_0276	Sobic.001G341100	Cluster_0911	NA	Cluster_0068	NA	Zm00001d029476,Zm00001d029478	NA	Zm00008a001717,Zm00008a001718,Zm00008a001720	NA
Syntenic_Dup_0277	Sobic.001G341200	Cluster_0911	NA	NA	NA	Zm00001d029476,Zm00001d029478	NA	Zm00008a001719	NA
Syntenic_Dup_0278	Sobic.001G342500	Cluster_0910	NA	Cluster_0067	NA	Zm00001d029457,Zm00001d029459	NA	Zm00008a001702,Zm00008a001703	NA
Syntenic_Dup_0279	Sobic.001G348400	NA	Cluster_1557	NA	Cluster_1290	NA	Zm00001d047231,Zm00001d047232	NA	Zm00008a035133,Zm00008a035134
Syntenic_Dup_0280	Sobic.001G348500	NA	Cluster_1557	NA	Cluster_1290	NA	Zm00001d047231,Zm00001d047232	NA	Zm00008a035133,Zm00008a035134
Syntenic_Dup_0281	Sobic.001G348800	NA	Cluster_1556	NA	Cluster_1289	Zm00001d029410	Zm00001d047223,Zm00001d047235	Zm00008a001670	Zm00008a035131,Zm00008a035135
Syntenic_Dup_0282	Sobic.001G350600	NA	Cluster_1555	NA	NA	Zm00001d029393	Zm00001d047218,Zm00001d047219	Zm00008a001658	Zm00008a035127
Syntenic_Dup_0283	Sobic.001G351200	Cluster_0909	Cluster_1554	Cluster_0065	Cluster_1288	Zm00001d029387,Zm00001d029388,Zm00001d029389	Zm00001d047210,Zm00001d047211,Zm00001d047212	Zm00008a001651,Zm00008a001652,Zm00008a001653	Zm00008a035119,Zm00008a035120
Syntenic_Dup_0284	Sobic.001G352500	Cluster_0908	NA	Cluster_0064	NA	Zm00001d029376,Zm00001d029377	Zm00001d047203	Zm00008a001644,Zm00008a001646	Zm00008a035108
Syntenic_Dup_0285	Sobic.001G352600	Cluster_0908	NA	Cluster_0064	NA	Zm00001d029376,Zm00001d029377	NA	Zm00008a001644,Zm00008a001646	NA
Syntenic_Dup_0286	Sobic.001G353000	Cluster_0907	NA	NA	NA	Zm00001d029372,Zm00001d029373	Zm00001d047201	NA	Zm00008a035107
Syntenic_Dup_0287	Sobic.001G354200	Cluster_0906	Cluster_1553	Cluster_0063	Cluster_1287	Zm00001d029353,Zm00001d029356,Zm00001d029359	Zm00001d047192,Zm00001d047194	Zm00008a001636,Zm00008a001638,Zm00008a001639	Zm00008a035103,Zm00008a035104
Syntenic_Dup_0288	Sobic.001G357100	NA	NA	NA	Cluster_1286	NA	Zm00001d047170	NA	Zm00008a035082,Zm00008a035083,Zm00008a035084
Syntenic_Dup_0289	Sobic.001G357800	Cluster_0905	NA	Cluster_0062	NA	Zm00001d029314,Zm00001d029318,Zm00001d029319,Zm00001d029320,Zm00001d029321	NA	Zm00008a001609,Zm00008a001613	NA
Syntenic_Dup_0290	Sobic.001G358600	NA	Cluster_1560	NA	NA	Zm00001d029300	Zm00001d047404,Zm00001d047407	Zm00008a001600	Zm00008a035252
Syntenic_Dup_0291	Sobic.001G359100	Cluster_0904	Cluster_1563	Cluster_0060	NA	Zm00001d029288,Zm00001d029289,Zm00001d029290	Zm00001d047417,Zm00001d047418	Zm00008a001591,Zm00008a001594	Zm00008a035256
Syntenic_Dup_0292	Sobic.001G359300	Cluster_0904	Cluster_1563	Cluster_0059	NA	Zm00001d029288,Zm00001d029289,Zm00001d029290	Zm00001d047417,Zm00001d047418	Zm00008a001590,Zm00008a001592,Zm00008a001593	Zm00008a035257
Syntenic_Dup_0293	Sobic.001G360700	NA	Cluster_1564	NA	Cluster_1293	NA	Zm00001d047424,Zm00001d047425	NA	Zm00008a035265,Zm00008a035267
Syntenic_Dup_0294	Sobic.001G363200	Cluster_0902	NA	NA	NA	Zm00001d029246,Zm00001d029247	NA	Zm00008a001555	NA
Syntenic_Dup_0295	Sobic.001G364400	Cluster_0901	NA	NA	NA	Zm00001d029241,Zm00001d029243	NA	Zm00008a001553	NA
Syntenic_Dup_0296	Sobic.001G366200	NA	NA	Cluster_0057	NA	Zm00001d029218	NA	Zm00008a001538,Zm00008a001539	NA
Syntenic_Dup_0297	Sobic.001G367301	Cluster_0900	NA	Cluster_0056	NA	Zm00001d029209,Zm00001d029211	Zm00001d047457	Zm00008a001532,Zm00008a001533	Zm00008a035303
Syntenic_Dup_0298	Sobic.001G369600	NA	NA	Cluster_0054	NA	Zm00001d029194	NA	Zm00008a001502,Zm00008a001503,Zm00008a001512	NA
Syntenic_Dup_0299	Sobic.001G371100	NA	NA	Cluster_0053	NA	Zm00001d029174	Zm00001d047472	Zm00008a001482,Zm00008a001496	Zm00008a035325
Syntenic_Dup_0300	Sobic.001G372100	Cluster_0898	NA	NA	NA	Zm00001d029154,Zm00001d029164	Zm00001d047480	Zm00008a001491	Zm00008a035331
Syntenic_Dup_0301	Sobic.001G372800	NA	NA	Cluster_0053	NA	Zm00001d029144	Zm00001d047481	Zm00008a001482,Zm00008a001496	Zm00008a035332
Syntenic_Dup_0302	Sobic.001G374400	NA	NA	NA	Cluster_1294	Zm00001d029126	Zm00001d047492	Zm00008a001466	Zm00008a035342,Zm00008a035343
Syntenic_Dup_0303	Sobic.001G375500	Cluster_0895	NA	Cluster_0052	NA	Zm00001d029108,Zm00001d029111,Zm00001d029115,Zm00001d029117	NA	Zm00008a001454,Zm00008a001455	NA
