ClusterID	Genes	Width	
Cluster_1703	Zm00001d052463,Zm00001d052464	2
Cluster_1704	Zm00001d052479,Zm00001d052480	2
Cluster_1705	Zm00001d052501,Zm00001d052505	3
Cluster_1706	Zm00001d052509,Zm00001d052513	4
Cluster_1707	Zm00001d052557,Zm00001d052572,Zm00001d052580	16
Cluster_1708	Zm00001d052601,Zm00001d052604	4
Cluster_1709	Zm00001d052625,Zm00001d052627,Zm00001d052628	3
Cluster_1710	Zm00001d052639,Zm00001d052640	2
Cluster_1711	Zm00001d052673,Zm00001d052675,Zm00001d052676	4
Cluster_1712	Zm00001d052683,Zm00001d052684	2
Cluster_1713	Zm00001d052776,Zm00001d052777	2
Cluster_1714	Zm00001d052792,Zm00001d052793	2
Cluster_1715	Zm00001d052818,Zm00001d052819	2
Cluster_1716	Zm00001d052827,Zm00001d052828,Zm00001d052829,Zm00001d052831	5
Cluster_1717	Zm00001d052937,Zm00001d052939,Zm00001d052940,Zm00001d052946	9
Cluster_1718	Zm00001d052965,Zm00001d052966	2
Cluster_1719	Zm00001d052987,Zm00001d052988,Zm00001d052997	11
Cluster_1720	Zm00001d052989,Zm00001d052990	2
Cluster_1721	Zm00001d052992,Zm00001d052993	2
Cluster_1722	Zm00001d053030,Zm00001d053031	2
Cluster_1723	Zm00001d053112,Zm00001d053113,Zm00001d053114	3
Cluster_1724	Zm00001d053193,Zm00001d053194	2
Cluster_1725	Zm00001d053229,Zm00001d053230	2
Cluster_1726	Zm00001d053295,Zm00001d053296	2
Cluster_1727	Zm00001d053328,Zm00001d053329,Zm00001d053331,Zm00001d053332	4
Cluster_1728	Zm00001d053363,Zm00001d053366	4
Cluster_1729	Zm00001d053364,Zm00001d053365	2
Cluster_1730	Zm00001d053384,Zm00001d053386	3
Cluster_1731	Zm00001d053385,Zm00001d053387	3
Cluster_1732	Zm00001d053401,Zm00001d053402,Zm00001d053403	3
Cluster_1733	Zm00001d053433,Zm00001d053434,Zm00001d053435	3
Cluster_1734	Zm00001d053513,Zm00001d053514	2
Cluster_1735	Zm00001d053526,Zm00001d053528,Zm00001d053529,Zm00001d053530,Zm00001d053531,Zm00001d053533,Zm00001d053534,Zm00001d053537,Zm00001d053538	10
Cluster_1736	Zm00001d053578,Zm00001d053579	2
Cluster_1737	Zm00001d053587,Zm00001d053588	2
Cluster_1738	Zm00001d053599,Zm00001d053600	2
Cluster_1739	Zm00001d053630,Zm00001d053632,Zm00001d053633,Zm00001d053635,Zm00001d053636	7
Cluster_1740	Zm00001d053684,Zm00001d053685	2
Cluster_1741	Zm00001d053770,Zm00001d053772	2
Cluster_1742	Zm00001d053784,Zm00001d053785	2
Cluster_1743	Zm00001d053792,Zm00001d053797	2
Cluster_1744	Zm00001d053829,Zm00001d053830	2
Cluster_1745	Zm00001d053834,Zm00001d053838	4
Cluster_1746	Zm00001d053865,Zm00001d053866,Zm00001d053867	3
Cluster_1747	Zm00001d053912,Zm00001d053913	2
Cluster_1748	Zm00001d053916,Zm00001d053918	3
Cluster_1749	Zm00001d053933,Zm00001d053934	2
Cluster_1750	Zm00001d053940,Zm00001d053943	4
Cluster_1751	Zm00001d053941,Zm00001d053950,Zm00001d053960	12
Cluster_1752	Zm00001d053942,Zm00001d053944	3
Cluster_1753	Zm00001d054031,Zm00001d054032	2
Cluster_1754	Zm00001d054041,Zm00001d054042	2
Cluster_1755	Zm00001d054052,Zm00001d054054	2
Cluster_1756	Zm00001d054057,Zm00001d054060	2
Cluster_1757	Zm00001d054081,Zm00001d054085	5
