Cluster_ID	B_Cluster	P_Cluster	B_Genes	P_Genes
Nonsyntenic_Dup_0198	Cluster_0195	NA	Zm00001d006531,Zm00001d006535,Zm00001d006536,Zm00001d006527	Zm00008a009515
Nonsyntenic_Dup_0199	Cluster_0196	Cluster_0375	Zm00001d006548,Zm00001d006547	Zm00008a009522,Zm00008a009523
Nonsyntenic_Dup_0200	NA	Cluster_0376	Zm00001d006593	Zm00008a009557,Zm00008a009561
Nonsyntenic_Dup_0201	Cluster_0197	Cluster_0379	Zm00001d006684,Zm00001d006683	Zm00008a009641,Zm00008a009640
Nonsyntenic_Dup_0202	Cluster_0198	Cluster_0380	Zm00001d006688,Zm00001d006697	Zm00008a009645,Zm00008a009644
Nonsyntenic_Dup_0203	Cluster_0199	Cluster_0381	Zm00001d006736,Zm00001d006735	Zm00008a009680,Zm00008a009674,Zm00008a009677,Zm00008a009672,Zm00008a009673,Zm00008a009675
Nonsyntenic_Dup_0204	Cluster_0200	Cluster_0383	Zm00001d006774,Zm00001d006775	Zm00008a009714,Zm00008a009713
Nonsyntenic_Dup_0205	Cluster_0201	NA	Zm00001d006776,Zm00001d006777	Zm00008a009715
Nonsyntenic_Dup_0206	Cluster_0202	NA	Zm00001d006778,Zm00001d006779	Zm00008a009716
Nonsyntenic_Dup_0207	Cluster_0203	NA	Zm00001d006923,Zm00001d006924	Zm00008a009814
Nonsyntenic_Dup_0208	Cluster_0204	Cluster_0384	Zm00001d006936,Zm00001d006937,Zm00001d006933	Zm00008a009823,Zm00008a009822,Zm00008a009824
Nonsyntenic_Dup_0209	Cluster_0205	Cluster_0385	Zm00001d006947,Zm00001d006948	Zm00008a009833,Zm00008a009834
Nonsyntenic_Dup_0210	Cluster_0206	Cluster_0387	Zm00001d007125,Zm00001d007127,Zm00001d007129	Zm00008a009920,Zm00008a009922
Nonsyntenic_Dup_0211	Cluster_0207	NA	Zm00001d007160,Zm00001d007161	Zm00008a009946
Nonsyntenic_Dup_0212	Cluster_0208	NA	Zm00001d007166,Zm00001d007167	Zm00008a009950
Nonsyntenic_Dup_0213	Cluster_0211	NA	Zm00001d007334,Zm00001d007337	Zm00008a010095
Nonsyntenic_Dup_0214	Cluster_0212	Cluster_0391	Zm00001d007341,Zm00001d007343	Zm00008a010098,Zm00008a010099
Nonsyntenic_Dup_0215	Cluster_0214	Cluster_0393	Zm00001d007367,Zm00001d007368	Zm00008a010113,Zm00008a010112,Zm00008a010116
Nonsyntenic_Dup_0216	Cluster_0215	Cluster_0394	Zm00001d007403,Zm00001d007400	Zm00008a010142,Zm00008a010143
Nonsyntenic_Dup_0217	Cluster_0216	Cluster_0395	Zm00001d007430,Zm00001d007426	Zm00008a010153,Zm00008a010150
Nonsyntenic_Dup_0218	Cluster_0217	NA	Zm00001d007444,Zm00001d007443	Zm00008a010163
Nonsyntenic_Dup_0219	Cluster_0218	Cluster_0397	Zm00001d007456,Zm00001d007457	Zm00008a010175,Zm00008a010181,Zm00008a010197
Nonsyntenic_Dup_0220	Cluster_0220	Cluster_0398	Zm00001d007477,Zm00001d007474	Zm00008a010189,Zm00008a010187
Nonsyntenic_Dup_0221	NA	Cluster_0399	Zm00001d007486	Zm00008a010198,Zm00008a010195
Nonsyntenic_Dup_0222	Cluster_0221	Cluster_0400	Zm00001d007495,Zm00001d007491	Zm00008a010206,Zm00008a010202
Nonsyntenic_Dup_0223	NA	Cluster_0401	Zm00001d007530	Zm00008a010238,Zm00008a010240,Zm00008a010246,Zm00008a010252
Nonsyntenic_Dup_0224	Cluster_0223	Cluster_0401	Zm00001d007548,Zm00001d007559,Zm00001d007555,Zm00001d007531,Zm00001d007534	Zm00008a010238,Zm00008a010240,Zm00008a010246,Zm00008a010252
Nonsyntenic_Dup_0225	Cluster_0223	NA	Zm00001d007548,Zm00001d007559,Zm00001d007555,Zm00001d007531,Zm00001d007534	Zm00008a010245
Nonsyntenic_Dup_0226	Cluster_0224	NA	Zm00001d007549,Zm00001d007560	Zm00008a010247
Nonsyntenic_Dup_0227	Cluster_0226	Cluster_0402	Zm00001d007553,Zm00001d007567	Zm00008a010255,Zm00008a010251
Nonsyntenic_Dup_0228	NA	Cluster_0401	Zm00001d007554	Zm00008a010238,Zm00008a010240,Zm00008a010246,Zm00008a010252
Nonsyntenic_Dup_0229	Cluster_0225	NA	Zm00001d007550,Zm00001d007561	Zm00008a010254
Nonsyntenic_Dup_0230	Cluster_0227	Cluster_0403	Zm00001d007589,Zm00001d007586,Zm00001d007587,Zm00001d007590	Zm00008a010272,Zm00008a010273
Nonsyntenic_Dup_0231	Cluster_0229	NA	Zm00001d007618,Zm00001d007616,Zm00001d007604,Zm00001d007623,Zm00001d007620	Zm00008a010287
Nonsyntenic_Dup_0232	Cluster_0230	Cluster_0405	Zm00001d007635,Zm00001d007632	Zm00008a010303,Zm00008a010298
Nonsyntenic_Dup_0233	NA	Cluster_0407	Zm00001d007654	Zm00008a010319,Zm00008a010321,Zm00008a010322,Zm00008a010324,Zm00008a010327,Zm00008a010328,Zm00008a010329,Zm00008a010337,Zm00008a010335,Zm00008a010332,Zm00008a010331
Nonsyntenic_Dup_0234	NA	Cluster_0406	Zm00001d007654	Zm00008a010315,Zm00008a010320,Zm00008a010326,Zm00008a010336
Nonsyntenic_Dup_0235	Cluster_0231	Cluster_0407	Zm00001d007670,Zm00001d007672,Zm00001d007675,Zm00001d007667,Zm00001d007665,Zm00001d007661	Zm00008a010319,Zm00008a010321,Zm00008a010322,Zm00008a010324,Zm00008a010327,Zm00008a010328,Zm00008a010329,Zm00008a010337,Zm00008a010335,Zm00008a010332,Zm00008a010331
Nonsyntenic_Dup_0236	Cluster_0232	Cluster_0406	Zm00001d007664,Zm00001d007662	Zm00008a010315,Zm00008a010320,Zm00008a010326,Zm00008a010336
Nonsyntenic_Dup_0237	Cluster_0232	Cluster_0407	Zm00001d007664,Zm00001d007662	Zm00008a010319,Zm00008a010321,Zm00008a010322,Zm00008a010324,Zm00008a010327,Zm00008a010328,Zm00008a010329,Zm00008a010337,Zm00008a010335,Zm00008a010332,Zm00008a010331
Nonsyntenic_Dup_0238	Cluster_0231	Cluster_0409	Zm00001d007670,Zm00001d007672,Zm00001d007675,Zm00001d007667,Zm00001d007665,Zm00001d007661	Zm00008a010325,Zm00008a010334,Zm00008a010330
Nonsyntenic_Dup_0239	NA	Cluster_0407	Zm00001d007666	Zm00008a010319,Zm00008a010321,Zm00008a010322,Zm00008a010324,Zm00008a010327,Zm00008a010328,Zm00008a010329,Zm00008a010337,Zm00008a010335,Zm00008a010332,Zm00008a010331
Nonsyntenic_Dup_0240	NA	Cluster_0406	Zm00001d007666	Zm00008a010315,Zm00008a010320,Zm00008a010326,Zm00008a010336
Nonsyntenic_Dup_0241	NA	Cluster_0406	Zm00001d007669	Zm00008a010315,Zm00008a010320,Zm00008a010326,Zm00008a010336
Nonsyntenic_Dup_0242	NA	Cluster_0407	Zm00001d007669	Zm00008a010319,Zm00008a010321,Zm00008a010322,Zm00008a010324,Zm00008a010327,Zm00008a010328,Zm00008a010329,Zm00008a010337,Zm00008a010335,Zm00008a010332,Zm00008a010331
Nonsyntenic_Dup_0243	Cluster_0233	Cluster_0410	Zm00001d007700,Zm00001d007705	Zm00008a010353,Zm00008a010352
Nonsyntenic_Dup_0244	NA	Cluster_0411	Zm00001d007714	Zm00008a010365,Zm00008a010366
Nonsyntenic_Dup_0245	Cluster_0234	Cluster_0413	Zm00001d007725,Zm00001d007743	Zm00008a010383,Zm00008a010380
Nonsyntenic_Dup_0246	Cluster_0235	Cluster_0414	Zm00001d007726,Zm00001d007746,Zm00001d007740,Zm00001d007732	Zm00008a010395,Zm00008a010386,Zm00008a010381
Nonsyntenic_Dup_0247	NA	Cluster_0414	Zm00001d007733	Zm00008a010395,Zm00008a010386,Zm00008a010381
Nonsyntenic_Dup_0248	Cluster_0234	NA	Zm00001d007725,Zm00001d007743	Zm00008a010382
Nonsyntenic_Dup_0249	NA	Cluster_0415	Zm00001d007750	Zm00008a010399,Zm00008a010394,Zm00008a010396,Zm00008a010391,Zm00008a010400,Zm00008a010389,Zm00008a010387
Nonsyntenic_Dup_0250	Cluster_0236	Cluster_0416	Zm00001d007757,Zm00001d007755	Zm00008a010404,Zm00008a010406
Nonsyntenic_Dup_0251	Cluster_0238	Cluster_0418	Zm00001d007777,Zm00001d007782	Zm00008a010428,Zm00008a010425
Nonsyntenic_Dup_0252	NA	Cluster_0419	Zm00001d007807	Zm00008a010445,Zm00008a010446
Nonsyntenic_Dup_0253	Cluster_0240	Cluster_0420	Zm00001d007819,Zm00001d007810,Zm00001d007815	Zm00008a010450,Zm00008a010449,Zm00008a010448
Nonsyntenic_Dup_0254	Cluster_0241	Cluster_0421	Zm00001d007832,Zm00001d007831	Zm00008a010462,Zm00008a010461
Nonsyntenic_Dup_0255	Cluster_0242	NA	Zm00001d007848,Zm00001d007843	Zm00008a010582
Nonsyntenic_Dup_0256	Cluster_0242	NA	Zm00001d007848,Zm00001d007843	Zm00008a010585
Nonsyntenic_Dup_0257	Cluster_0243	Cluster_0427	Zm00001d007851,Zm00001d007853	Zm00008a010524,Zm00008a010522
Nonsyntenic_Dup_0258	NA	Cluster_0426	Zm00001d007858	Zm00008a010519,Zm00008a010518
Nonsyntenic_Dup_0259	NA	Cluster_0422	Zm00001d007894	Zm00008a010471,Zm00008a010473,Zm00008a010474
Nonsyntenic_Dup_0260	NA	Cluster_0423	Zm00001d007900	Zm00008a010482,Zm00008a010479
Nonsyntenic_Dup_0261	Cluster_0245	NA	Zm00001d007918,Zm00001d007924	Zm00008a010528
Nonsyntenic_Dup_0262	Cluster_0246	NA	Zm00001d008260,Zm00001d008261	Zm00008a029839
Nonsyntenic_Dup_0263	Cluster_0250	Cluster_1112	Zm00001d008331,Zm00001d008332	Zm00008a029891,Zm00008a029890,Zm00008a029892
Nonsyntenic_Dup_0264	Cluster_0251	NA	Zm00001d008399,Zm00001d008403	Zm00008a029940
Nonsyntenic_Dup_0265	Cluster_0252	Cluster_1113	Zm00001d008413,Zm00001d008412	Zm00008a029956,Zm00008a029955
Nonsyntenic_Dup_0266	Cluster_0254	NA	Zm00001d008487,Zm00001d008485,Zm00001d008488,Zm00001d008457,Zm00001d008458,Zm00001d008468,Zm00001d008465,Zm00001d008466,Zm00001d008467,Zm00001d008460,Zm00001d008461,Zm00001d008462,Zm00001d008479,Zm00001d008478,Zm00001d008477,Zm00001d008489	Zm00008a029987
Nonsyntenic_Dup_0267	Cluster_0254	NA	Zm00001d008487,Zm00001d008485,Zm00001d008488,Zm00001d008457,Zm00001d008458,Zm00001d008468,Zm00001d008465,Zm00001d008466,Zm00001d008467,Zm00001d008460,Zm00001d008461,Zm00001d008462,Zm00001d008479,Zm00001d008478,Zm00001d008477,Zm00001d008489	Zm00008a029988
Nonsyntenic_Dup_0268	Cluster_0254	Cluster_1114	Zm00001d008487,Zm00001d008485,Zm00001d008488,Zm00001d008457,Zm00001d008458,Zm00001d008468,Zm00001d008465,Zm00001d008466,Zm00001d008467,Zm00001d008460,Zm00001d008461,Zm00001d008462,Zm00001d008479,Zm00001d008478,Zm00001d008477,Zm00001d008489	Zm00008a029990,Zm00008a029989
Nonsyntenic_Dup_0269	Cluster_0255	NA	Zm00001d008495,Zm00001d008494,Zm00001d008496	Zm00008a029996
Nonsyntenic_Dup_0270	Cluster_0257	Cluster_1117	Zm00001d008585,Zm00001d008581	Zm00008a030065,Zm00008a030069
Nonsyntenic_Dup_0271	Cluster_0258	NA	Zm00001d008584,Zm00001d008582	Zm00008a030066
Nonsyntenic_Dup_0272	Cluster_0260	Cluster_1119	Zm00001d008633,Zm00001d008632	Zm00008a030109,Zm00008a030107
Nonsyntenic_Dup_0273	Cluster_0261	NA	Zm00001d008634,Zm00001d008635	Zm00008a030110
Nonsyntenic_Dup_0274	Cluster_0262	Cluster_1120	Zm00001d008645,Zm00001d008646	Zm00008a030117,Zm00008a030116
Nonsyntenic_Dup_0275	Cluster_0262	NA	Zm00001d008645,Zm00001d008646	Zm00008a030118
Nonsyntenic_Dup_0276	Cluster_0263	NA	Zm00001d008674,Zm00001d008671	Zm00008a030138
Nonsyntenic_Dup_0277	Cluster_0264	NA	Zm00001d008772,Zm00001d008769	Zm00008a030193
Nonsyntenic_Dup_0278	Cluster_0265	Cluster_1121	Zm00001d008899,Zm00001d008901	Zm00008a030289,Zm00008a030295
Nonsyntenic_Dup_0279	Cluster_0267	Cluster_1124	Zm00001d008934,Zm00001d008925,Zm00001d008927,Zm00001d008929,Zm00001d008928	Zm00008a030320,Zm00008a030321,Zm00008a030325,Zm00008a030316,Zm00008a030319
Nonsyntenic_Dup_0280	NA	Cluster_1125	Zm00001d008984	Zm00008a030366,Zm00008a030367,Zm00008a030364,Zm00008a030363
Nonsyntenic_Dup_0281	Cluster_0268	Cluster_1125	Zm00001d008985,Zm00001d008990,Zm00001d008987	Zm00008a030366,Zm00008a030367,Zm00008a030364,Zm00008a030363
Nonsyntenic_Dup_0282	Cluster_0270	NA	Zm00001d009124,Zm00001d009113	Zm00008a030452
Nonsyntenic_Dup_0283	NA	Cluster_1129	Zm00001d009158	Zm00008a030489,Zm00008a030490
Nonsyntenic_Dup_0284	NA	Cluster_1130	Zm00001d009165	Zm00008a030498,Zm00008a030499
Nonsyntenic_Dup_0285	Cluster_0272	Cluster_1131	Zm00001d009448,Zm00001d009447	Zm00008a030684,Zm00008a030686
Nonsyntenic_Dup_0286	Cluster_0272	NA	Zm00001d009448,Zm00001d009447	Zm00008a030685
Nonsyntenic_Dup_0287	Cluster_0273	Cluster_1132	Zm00001d009462,Zm00001d009461	Zm00008a030693,Zm00008a030695
Nonsyntenic_Dup_0288	Cluster_0274	NA	Zm00001d009490,Zm00001d009489	Zm00008a030715
Nonsyntenic_Dup_0289	Cluster_0274	NA	Zm00001d009490,Zm00001d009489	Zm00008a030717
Nonsyntenic_Dup_0290	Cluster_0275	NA	Zm00001d009566,Zm00001d009567	Zm00008a030775
Nonsyntenic_Dup_0291	Cluster_0276	Cluster_1134	Zm00001d009605,Zm00001d009603,Zm00001d009600	Zm00008a030807,Zm00008a030804,Zm00008a030809
Nonsyntenic_Dup_0292	Cluster_0277	NA	Zm00001d009657,Zm00001d009650,Zm00001d009652,Zm00001d009653	Zm00008a030837
Nonsyntenic_Dup_0293	Cluster_0277	Cluster_1135	Zm00001d009657,Zm00001d009650,Zm00001d009652,Zm00001d009653	Zm00008a030842,Zm00008a030840,Zm00008a030839
Nonsyntenic_Dup_0294	Cluster_0278	Cluster_1136	Zm00001d009706,Zm00001d009705	Zm00008a030875,Zm00008a030874
Nonsyntenic_Dup_0295	NA	Cluster_1137	Zm00001d009731	Zm00008a030895,Zm00008a030899
Nonsyntenic_Dup_0296	Cluster_0280	Cluster_1138	Zm00001d009734,Zm00001d009732	Zm00008a030896,Zm00008a030900
Nonsyntenic_Dup_0297	Cluster_0281	Cluster_1139	Zm00001d009735,Zm00001d009733	Zm00008a030898,Zm00008a030902
Nonsyntenic_Dup_0298	Cluster_0281	Cluster_1137	Zm00001d009735,Zm00001d009733	Zm00008a030895,Zm00008a030899
Nonsyntenic_Dup_0299	Cluster_0282	Cluster_1143	Zm00001d009870,Zm00001d009868	Zm00008a031000,Zm00008a031001,Zm00008a031017
Nonsyntenic_Dup_0300	NA	Cluster_1144	Zm00001d009883	Zm00008a031015,Zm00008a031014
Nonsyntenic_Dup_0301	NA	Cluster_1143	Zm00001d009886	Zm00008a031000,Zm00008a031001,Zm00008a031017
Nonsyntenic_Dup_0302	Cluster_0283	Cluster_1145	Zm00001d009894,Zm00001d009895	Zm00008a031028,Zm00008a031025
Nonsyntenic_Dup_0303	Cluster_0284	NA	Zm00001d009924,Zm00001d009923	Zm00008a031047
Nonsyntenic_Dup_0304	Cluster_0285	Cluster_1146	Zm00001d009948,Zm00001d009950	Zm00008a031066,Zm00008a031069
Nonsyntenic_Dup_0305	Cluster_0286	Cluster_1147	Zm00001d010036,Zm00001d010034	Zm00008a031123,Zm00008a031124
Nonsyntenic_Dup_0306	Cluster_0287	Cluster_1148	Zm00001d010094,Zm00001d010093,Zm00001d010102,Zm00001d010105	Zm00008a031179,Zm00008a031183,Zm00008a031195,Zm00008a031182
Nonsyntenic_Dup_0307	Cluster_0288	NA	Zm00001d010098,Zm00001d010099,Zm00001d010103,Zm00001d010104	Zm00008a031180
Nonsyntenic_Dup_0308	NA	Cluster_1148	Zm00001d010119	Zm00008a031179,Zm00008a031183,Zm00008a031195,Zm00008a031182
Nonsyntenic_Dup_0309	NA	Cluster_1150	Zm00001d010146	Zm00008a031227,Zm00008a031223
Nonsyntenic_Dup_0310	NA	Cluster_1150	Zm00001d010149	Zm00008a031227,Zm00008a031223
Nonsyntenic_Dup_0311	Cluster_0289	Cluster_1149	Zm00001d010152,Zm00001d010162	Zm00008a031226,Zm00008a031222
Nonsyntenic_Dup_0312	Cluster_0290	Cluster_1151	Zm00001d010232,Zm00001d010233	Zm00008a031283,Zm00008a031284
Nonsyntenic_Dup_0313	Cluster_0291	Cluster_1152	Zm00001d010255,Zm00001d010251	Zm00008a031299,Zm00008a031298
Nonsyntenic_Dup_0314	Cluster_0292	Cluster_1153	Zm00001d010302,Zm00001d010299,Zm00001d010296,Zm00001d010297	Zm00008a031329,Zm00008a031330
Nonsyntenic_Dup_0315	Cluster_0293	NA	Zm00001d010348,Zm00001d010345,Zm00001d010343	Zm00008a031355
Nonsyntenic_Dup_0316	Cluster_0294	NA	Zm00001d010344,Zm00001d010347,Zm00001d010356	Zm00008a031357
Nonsyntenic_Dup_0317	Cluster_0295	Cluster_1154	Zm00001d010398,Zm00001d010397	Zm00008a031383,Zm00008a031382
Nonsyntenic_Dup_0318	Cluster_0296	Cluster_1156	Zm00001d010448,Zm00001d010442	Zm00008a031411,Zm00008a031417
Nonsyntenic_Dup_0319	Cluster_0298	NA	Zm00001d010593,Zm00001d010592	Zm00008a031530
Nonsyntenic_Dup_0320	Cluster_0299	NA	Zm00001d010650,Zm00001d010649	Zm00008a031570
Nonsyntenic_Dup_0321	NA	Cluster_1159	Zm00001d010676	Zm00008a031589,Zm00008a031588
Nonsyntenic_Dup_0322	NA	Cluster_1160	Zm00001d010684	Zm00008a031595,Zm00008a031594
Nonsyntenic_Dup_0323	Cluster_0301	NA	Zm00001d010690,Zm00001d010689	Zm00008a031598
Nonsyntenic_Dup_0324	Cluster_0303	Cluster_1161	Zm00001d010749,Zm00001d010751	Zm00008a031645,Zm00008a031643
Nonsyntenic_Dup_0325	Cluster_0305	Cluster_1162	Zm00001d010782,Zm00001d010764,Zm00001d010779,Zm00001d010770,Zm00001d010773	Zm00008a031654,Zm00008a031656
Nonsyntenic_Dup_0326	Cluster_0306	NA	Zm00001d010780,Zm00001d010768,Zm00001d010772	Zm00008a031655
Nonsyntenic_Dup_0327	Cluster_0310	NA	Zm00001d010924,Zm00001d010925,Zm00001d010926	Zm00008a031769
Nonsyntenic_Dup_0328	NA	Cluster_1165	Zm00001d010971	Zm00008a031809,Zm00008a031799,Zm00008a031786
Nonsyntenic_Dup_0329	Cluster_0311	Cluster_1167	Zm00001d011004,Zm00001d011005	Zm00008a031840,Zm00008a031841
Nonsyntenic_Dup_0330	Cluster_0312	NA	Zm00001d011026,Zm00001d011028,Zm00001d011017,Zm00001d011014	Zm00008a031849
Nonsyntenic_Dup_0331	Cluster_0313	NA	Zm00001d011035,Zm00001d011034	Zm00008a031851
Nonsyntenic_Dup_0332	Cluster_0315	NA	Zm00001d011080,Zm00001d011079	Zm00008a031881
Nonsyntenic_Dup_0333	Cluster_0316	NA	Zm00001d011086,Zm00001d011087	Zm00008a031887
Nonsyntenic_Dup_0334	NA	Cluster_1168	Zm00001d011088	Zm00008a031889,Zm00008a031883
Nonsyntenic_Dup_0335	Cluster_0317	NA	Zm00001d011260,Zm00001d011262	Zm00008a032028
Nonsyntenic_Dup_0336	Cluster_0319	Cluster_1169	Zm00001d011319,Zm00001d011315	Zm00008a032063,Zm00008a032064
Nonsyntenic_Dup_0337	Cluster_0320	Cluster_1170	Zm00001d011327,Zm00001d011326	Zm00008a032076,Zm00008a032077
Nonsyntenic_Dup_0338	Cluster_0322	NA	Zm00001d011349,Zm00001d011348	Zm00008a032089
Nonsyntenic_Dup_0339	Cluster_0324	Cluster_1171	Zm00001d011422,Zm00001d011420,Zm00001d011417,Zm00001d011419,Zm00001d011418	Zm00008a032134,Zm00008a032130,Zm00008a032132,Zm00008a032135
Nonsyntenic_Dup_0340	Cluster_0325	NA	Zm00001d011428,Zm00001d011429	Zm00008a032143
Nonsyntenic_Dup_0341	Cluster_0326	Cluster_1174	Zm00001d011550,Zm00001d011551	Zm00008a032232,Zm00008a032233
Nonsyntenic_Dup_0342	Cluster_0327	Cluster_1175	Zm00001d011583,Zm00001d011584,Zm00001d011582	Zm00008a032261,Zm00008a032260,Zm00008a032262
Nonsyntenic_Dup_0343	Cluster_0328	Cluster_1176	Zm00001d011590,Zm00001d011589	Zm00008a032266,Zm00008a032264
Nonsyntenic_Dup_0344	Cluster_0329	Cluster_1177	Zm00001d011625,Zm00001d011626,Zm00001d011627,Zm00001d011628,Zm00001d011629	Zm00008a032297,Zm00008a032303,Zm00008a032301
Nonsyntenic_Dup_0345	Cluster_0330	Cluster_1178	Zm00001d011643,Zm00001d011641	Zm00008a032314,Zm00008a032317
Nonsyntenic_Dup_0346	Cluster_0330	NA	Zm00001d011643,Zm00001d011641	Zm00008a032316
Nonsyntenic_Dup_0347	Cluster_0331	NA	Zm00001d011655,Zm00001d011654,Zm00001d011656	Zm00008a032326
Nonsyntenic_Dup_0348	Cluster_0332	Cluster_1179	Zm00001d011729,Zm00001d011723	Zm00008a032379,Zm00008a032378
Nonsyntenic_Dup_0349	Cluster_0333	Cluster_1180	Zm00001d011736,Zm00001d011737	Zm00008a032389,Zm00008a032390
Nonsyntenic_Dup_0350	Cluster_0336	Cluster_1187	Zm00001d011926,Zm00001d011925,Zm00001d011924	Zm00008a032560,Zm00008a032559,Zm00008a032558
Nonsyntenic_Dup_0351	Cluster_0337	Cluster_1188	Zm00001d011959,Zm00001d011964	Zm00008a032579,Zm00008a032581
Nonsyntenic_Dup_0352	Cluster_0338	Cluster_1190	Zm00001d012022,Zm00001d012021	Zm00008a032625,Zm00008a032624,Zm00008a032627,Zm00008a032623,Zm00008a032626
Nonsyntenic_Dup_0353	NA	Cluster_1191	Zm00001d012044	Zm00008a032649,Zm00008a032647
Nonsyntenic_Dup_0354	Cluster_0342	Cluster_1194	Zm00001d012147,Zm00001d012152	Zm00008a032721,Zm00008a032720
Nonsyntenic_Dup_0355	Cluster_0343	Cluster_1195	Zm00001d012188,Zm00001d012184,Zm00001d012185,Zm00001d012186,Zm00001d012187	Zm00008a032748,Zm00008a032749,Zm00008a032751,Zm00008a032752,Zm00008a032750
Nonsyntenic_Dup_0356	Cluster_0344	Cluster_1196	Zm00001d012231,Zm00001d012229	Zm00008a032783,Zm00008a032786
Nonsyntenic_Dup_0357	Cluster_0345	NA	Zm00001d012249,Zm00001d012252	Zm00008a032804
Nonsyntenic_Dup_0358	Cluster_0346	Cluster_1197	Zm00001d012301,Zm00001d012306	Zm00008a032836,Zm00008a032841
Nonsyntenic_Dup_0359	NA	Cluster_1198	Zm00001d012335	Zm00008a032863,Zm00008a032862
Nonsyntenic_Dup_0360	Cluster_0347	NA	Zm00001d012362,Zm00001d012367	Zm00008a032882
Nonsyntenic_Dup_0361	Cluster_0348	Cluster_1199	Zm00001d012368,Zm00001d012363,Zm00001d012366,Zm00001d012377,Zm00001d012375,Zm00001d012373,Zm00001d012371	Zm00008a032885,Zm00008a032884,Zm00008a032894,Zm00008a032892,Zm00008a032883
Nonsyntenic_Dup_0362	Cluster_0347	NA	Zm00001d012362,Zm00001d012367	Zm00008a032887
Nonsyntenic_Dup_0363	NA	Cluster_1200	Zm00001d012369	Zm00008a032890,Zm00008a032889
Nonsyntenic_Dup_0364	Cluster_0348	NA	Zm00001d012368,Zm00001d012363,Zm00001d012366,Zm00001d012377,Zm00001d012375,Zm00001d012373,Zm00001d012371	Zm00008a032891
Nonsyntenic_Dup_0365	Cluster_0349	NA	Zm00001d012399,Zm00001d012400	Zm00008a032916
Nonsyntenic_Dup_0366	NA	Cluster_1202	Zm00001d012445	Zm00008a032960,Zm00008a032957
Nonsyntenic_Dup_0367	Cluster_0351	Cluster_1203	Zm00001d012533,Zm00001d012532	Zm00008a033040,Zm00008a033041
Nonsyntenic_Dup_0368	Cluster_0352	NA	Zm00001d012573,Zm00001d012574	Zm00008a033075
Nonsyntenic_Dup_0369	Cluster_0355	NA	Zm00001d012742,Zm00001d012741	Zm00008a033211
Nonsyntenic_Dup_0370	Cluster_0356	NA	Zm00001d012773,Zm00001d012772	Zm00008a033241
Nonsyntenic_Dup_0371	Cluster_0356	Cluster_0468	Zm00001d012773,Zm00001d012772	Zm00008a011813,Zm00008a011812
Nonsyntenic_Dup_0372	Cluster_0357	Cluster_1207	Zm00001d012788,Zm00001d012785,Zm00001d012782,Zm00001d012780	Zm00008a033243,Zm00008a033247,Zm00008a033250,Zm00008a033244
Nonsyntenic_Dup_0373	NA	Cluster_1207	Zm00001d012781	Zm00008a033243,Zm00008a033247,Zm00008a033250,Zm00008a033244
Nonsyntenic_Dup_0374	NA	Cluster_1207	Zm00001d012787	Zm00008a033243,Zm00008a033247,Zm00008a033250,Zm00008a033244
Nonsyntenic_Dup_0375	Cluster_0358	Cluster_0705	Zm00001d012900,Zm00001d012906,Zm00001d012899	Zm00008a019066,Zm00008a019067
Nonsyntenic_Dup_0376	Cluster_0359	Cluster_0706	Zm00001d012909,Zm00001d012907	Zm00008a019068,Zm00008a019070
Nonsyntenic_Dup_0377	NA	Cluster_0706	Zm00001d012908	Zm00008a019068,Zm00008a019070
Nonsyntenic_Dup_0378	Cluster_0362	NA	Zm00001d012967,Zm00001d012968	Zm00008a019111
Nonsyntenic_Dup_0379	Cluster_0363	Cluster_0708	Zm00001d012980,Zm00001d012981,Zm00001d012982	Zm00008a019122,Zm00008a019121
Nonsyntenic_Dup_0380	NA	Cluster_0709	Zm00001d012994	Zm00008a019131,Zm00008a019136
Nonsyntenic_Dup_0381	Cluster_0364	NA	Zm00001d013037,Zm00001d013035	Zm00008a019170
Nonsyntenic_Dup_0382	Cluster_0364	NA	Zm00001d013037,Zm00001d013035	Zm00008a019171
Nonsyntenic_Dup_0383	Cluster_0365	Cluster_0710	Zm00001d013066,Zm00001d013067	Zm00008a019205,Zm00008a019206
Nonsyntenic_Dup_0384	Cluster_0368	NA	Zm00001d013114,Zm00001d013115	Zm00008a019257
Nonsyntenic_Dup_0385	Cluster_0369	NA	Zm00001d013190,Zm00001d013188	Zm00008a019331
Nonsyntenic_Dup_0386	Cluster_0371	Cluster_0715	Zm00001d013226,Zm00001d013229,Zm00001d013231,Zm00001d013230	Zm00008a019359,Zm00008a019360
Nonsyntenic_Dup_0387	NA	Cluster_0716	Zm00001d013237	Zm00008a019363,Zm00008a019364
Nonsyntenic_Dup_0388	NA	Cluster_0717	Zm00001d013259	Zm00008a019389,Zm00008a019387
Nonsyntenic_Dup_0389	Cluster_0374	Cluster_0720	Zm00001d013418,Zm00001d013423	Zm00008a019521,Zm00008a019527
Nonsyntenic_Dup_0390	Cluster_0375	NA	Zm00001d013439,Zm00001d013435	Zm00008a019537
Nonsyntenic_Dup_0391	NA	Cluster_0723	Zm00001d013512	Zm00008a019605,Zm00008a019607
Nonsyntenic_Dup_0392	Cluster_0376	Cluster_0723	Zm00001d013514,Zm00001d013516	Zm00008a019605,Zm00008a019607
